domain,raw_residual_p1,raw_residual_p2,smooth_residual_p1,smooth_residual_p2,correction_warranted_p1,correction_warranted_p2,strategy,be_hindcast_p1,be_hindcast_p2,be_forecast_continue,be_forecast_revert,be_forecast_neutral,physical_zone,mechanism
13,-0.6751845229167786,0.22315857500189562,-0.3820630647759835,0.41010987826727696,False,False,zero,0.0,0.0,0.0,0.0,0.0,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
14,0.034961785341056206,0.7957823797908694,-0.11221514798631993,0.38888023262199223,False,False,zero,0.0,0.0,0.0,0.0,0.0,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
15,0.6524687029940919,0.6546923940597003,0.10369285983703463,0.4087620515791712,False,False,zero,0.0,0.0,0.0,0.0,0.0,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
16,1.1745528876543279,0.040930000352359386,0.23683275133067258,0.5687770476270304,False,True,stable,0.0,0.2843885238135152,0.2843885238135152,0.2843885238135152,0.2843885238135152,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
17,0.6858593928855643,0.6735331813923697,0.3701664377027449,0.6864646939524608,False,True,stable,0.0,0.3432323469762304,0.3432323469762304,0.3432323469762304,0.3432323469762304,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
18,0.06354359199632051,0.9604626967267851,0.3800530808007815,0.6624685966426809,False,True,stable,0.0,0.33123429832134044,0.33123429832134044,0.33123429832134044,0.33123429832134044,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
19,-0.019427344832003403,1.132983238257435,0.22544793704196114,0.4756670238996511,False,False,zero,0.0,0.0,0.0,0.0,0.0,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
20,0.26753676765784035,1.129374163661347,-0.0030504422979629187,0.16162860193551898,False,False,zero,0.0,0.0,0.0,0.0,0.0,Buxton–Avon Transition,"Post-Isabel geomorphic recovery, background SLR erosion"
21,0.6368608168559367,-0.09061605238691472,-0.19241736473243956,-0.3559041797918441,False,False,zero,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
22,-0.536795071934631,-1.3055007933425657,-0.3161275823310736,-0.8211321153322337,False,True,shifting,0.0,-0.8211321153322337,-0.8211321153322337,0.0,-0.41056605766611687,Avon,"Pier-induced sediment shadow, nourishment interactions"
23,-1.1643482030463495,-2.1516024710431316,-0.448238649868975,-1.244442529993763,False,True,shifting,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
24,-0.7812222365084578,-2.105815733404183,-0.5986117682476575,-1.477769087026002,True,True,shifting,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
25,-0.5212191435885858,-2.28885311874404,-0.6768678493849688,-1.5002845890349983,True,True,shifting,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
26,-0.8017877073971729,-1.7257594573794437,-0.5554951521861615,-1.258487266039354,True,True,stable,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
27,-1.1681442919528702,-1.3740149179689427,-0.2971851518045011,-0.7437812460555399,False,True,stable,-0.37189062302776993,-0.37189062302776993,-0.37189062302776993,-0.37189062302776993,-0.37189062302776993,Avon,"Pier-induced sediment shadow, nourishment interactions"
28,-0.3027055119470795,0.8244829436053129,0.03885557975714771,-0.2772219565137909,False,False,zero,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
29,1.0748128777667765,2.206311677473428,0.3533528384612723,0.11599418563788522,False,False,zero,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
30,1.6226780562407417,2.7662109644727475,0.5491310924394903,0.42834053437715713,False,False,zero,0.0,0.0,0.0,0.0,0.0,Avon,"Pier-induced sediment shadow, nourishment interactions"
31,1.3971302740079086,1.4607761932463201,0.5979679171416412,0.6800883154308779,False,True,stable,0.34004415771543894,0.34004415771543894,0.34004415771543894,0.34004415771543894,0.34004415771543894,Avon,"Pier-induced sediment shadow, nourishment interactions"
32,1.5926308330449641,0.2971858051936329,0.3965848988445073,0.7595969871592729,False,True,shifting,0.0,0.7595969871592729,0.7595969871592729,0.0,0.37979849357963646,Mid-island,"Background SLR-driven erosion, minimal local forcing"
33,0.31911744386801166,0.12322975797144942,0.006492537972451862,0.6395643851956223,False,True,stable,0.31978219259781115,0.31978219259781115,0.31978219259781115,0.31978219259781115,0.31978219259781115,Mid-island,"Background SLR-driven erosion, minimal local forcing"
34,-1.1828044911661943,1.3293192334357056,-0.3500104724267511,0.5413529971928015,False,True,stable,0.27067649859640075,0.27067649859640075,0.27067649859640075,0.27067649859640075,0.27067649859640075,Mid-island,"Background SLR-driven erosion, minimal local forcing"
35,-1.9667331053280295,0.6948998288806116,-0.6405077386532483,0.4552212157912634,True,False,stable,0.0,-0.32025386932662414,-0.32025386932662414,-0.32025386932662414,-0.32025386932662414,Mid-island,"Background SLR-driven erosion, minimal local forcing"
36,-1.4840266766298922,0.5487247995341327,-0.7882229898576338,0.37770998875273865,True,False,shifting,0.0,0.0,0.0,-0.7882229898576338,-0.3941114949288169,Mid-island,"Background SLR-driven erosion, minimal local forcing"
37,-0.5823541164041867,0.13061661505528865,-0.7845545467520149,0.25827027971700744,True,False,shifting,0.0,0.0,0.0,-0.7845545467520149,-0.39227727337600743,Mid-island,"Background SLR-driven erosion, minimal local forcing"
38,-0.691873171820094,-0.37024748554023496,-0.6721992799564321,0.09587435787036036,True,False,stable,0.0,-0.33609963997821607,-0.33609963997821607,-0.33609963997821607,-0.33609963997821607,Mid-island,"Background SLR-driven erosion, minimal local forcing"
39,-0.5023696991411214,-0.21032677722734983,-0.5372101060936295,-0.014489087049387117,True,False,stable,0.0,-0.26860505304681476,-0.26860505304681476,-0.26860505304681476,-0.26860505304681476,Mid-island,"Background SLR-driven erosion, minimal local forcing"
40,-0.2971424733773388,-0.008321919624833474,-0.41428149051891683,-0.0761307413684667,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
41,-0.9198662176896661,0.013929584132098494,-0.26311662499741817,-0.10113994020418254,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
42,-0.5121085078949486,-0.03648249676075671,-0.048435799945495295,-0.12984238493184508,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
43,0.3627480037890969,0.007660204939001908,0.20390949203921904,-0.18224126715676975,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
44,0.7614513646579875,-0.18079223927416702,0.43551142684428173,-0.2262212263509323,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
45,1.0690354831256164,-0.5325979424572327,0.5425732746093543,-0.25022432005129913,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
46,1.33967538711387,-0.6029424866035593,0.496579090473782,-0.2456888363483518,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
47,0.6726280476423112,-0.276310712685488,0.34069022310602115,-0.22182356758303523,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
48,-0.20686668307328504,0.171261918530278,0.11411287669091019,-0.1882276066299663,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
49,-0.7624200297008705,-0.2431469808192297,-0.13786194233259796,-0.17530574690718315,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
50,-0.4916616663601574,-0.2458102641303157,-0.34566742902784386,-0.20715371019320228,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
51,-0.535598771264584,-0.12399538470650906,-0.4630110365768132,-0.28387208426461397,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
52,-0.7262601993978346,-0.6904398530968964,-0.4808023357535376,-0.35156486262291853,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
53,-0.5534257175106322,-0.47643693918470753,-0.43658504776933305,-0.3639267398849936,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
54,-0.45744597486103844,-0.66670792375711,-0.3392331054756794,-0.30015194236293763,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
55,-0.3291815127304998,-0.30129827679050747,-0.2333196845598876,-0.16617532684028313,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
56,-0.08715327241669679,-0.05051746986975164,-0.07895170202599866,0.005774408963382216,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
57,0.09913668646634471,0.3786389196575587,0.16076219559776223,0.05345771043060932,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
58,0.276665796987518,0.5509841071882543,0.44503405299998844,-0.02038821524075285,False,False,zero,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
59,0.7309221320438536,0.41168046882066217,0.6695148342976871,-0.2211643814394926,True,False,stable,0.0,0.0,0.0,0.0,0.0,Mid-island,"Background SLR-driven erosion, minimal local forcing"
60,1.200677595740855,-0.7511062945208788,0.7568724479980085,-0.3946262971970035,True,False,shifting,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
61,1.6461433241110124,-1.7771555714351357,0.6306242203533069,-0.49261461182227617,True,False,stable,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
62,1.172968774238237,-2.26427512539492,0.3594872503499955,-0.553519285775384,False,False,zero,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
63,0.038852885307153896,-0.8075188477013232,-0.08716557419607837,-0.50841800977477,False,False,zero,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
64,-1.0554655028458175,-0.18665693693246999,-0.5705271789202733,-0.289618078439005,True,False,stable,0.0,-0.28526358946013664,-0.28526358946013664,-0.28526358946013664,-0.28526358946013664,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
65,-1.5663277448119,0.5846377866077035,-0.8805082611017302,-0.13936884051321885,True,False,shifting,0.0,0.0,0.0,-0.8805082611017302,-0.4402541305508651,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
66,-2.1870347758602775,2.354581579627564,-0.9444956358030768,-0.05454807633525549,True,False,shifting,0.0,0.0,0.0,-0.9444956358030768,-0.4722478179015384,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
67,-1.2540913590354854,2.022497452100235,-0.7800185631528509,0.09102623292977419,True,False,shifting,0.0,0.0,0.0,-0.7800185631528509,-0.39000928157642545,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
68,-0.0883930782059475,0.3457412141798276,-0.4536875616168881,0.2533092584808413,False,False,zero,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
69,0.6330336821039276,-0.035930940674708256,-0.09045321664703965,0.38507459151439516,False,False,zero,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
70,0.7031618217753473,0.3093249376198439,0.2185328247615694,0.50163577786711,False,False,zero,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
71,0.4710157905787553,0.8108602884458609,0.470580980258343,0.5369045785137951,False,False,zero,0.0,0.0,0.0,0.0,0.0,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
72,0.33652456983586915,1.5776916649610893,0.6606558558305078,0.4380922046685558,True,False,stable,0.3303279279152539,0.3303279279152539,0.3303279279152539,0.3303279279152539,0.3303279279152539,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
73,0.69826756463596,1.4489378537039217,0.7190867448098135,0.32402082116500297,True,False,stable,0.35954337240490675,0.35954337240490675,0.35954337240490675,0.35954337240490675,0.35954337240490675,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
74,2.389492080177787,0.08775170303894048,0.6903664298505445,0.1989358036100186,True,False,stable,0.34518321492527226,0.34518321492527226,0.34518321492527226,0.34518321492527226,0.34518321492527226,Wimble Shoals Influence,Offshore shoal migration — sediment delivery to nearshore
75,3.99466276505858,-0.6576656282050183,0.4863575696010147,0.051511485027922355,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
76,2.200287225700075,-0.5724941838416511,0.3120789915967559,-0.08618596594910133,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
77,-2.1547107530325067,-0.1329362728295882,0.29254501769598074,-0.08606122521185156,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
78,-2.681915647023604,-0.5840998706423022,0.08575582132944026,0.03950815018790976,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
79,-1.1045456195294157,0.1812680348673541,-0.12730995625071806,0.1507016855540384,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
80,0.5979457953870497,0.18101368775067206,-0.29428246424395255,0.16209023810752843,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
81,-0.22594760285228332,0.7538375660340504,-0.35440614594080255,0.09756919210800574,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
82,-1.7543250768417042,-0.4106031607815568,-0.3253532844719649,0.026172234501440572,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
83,-0.49425850004340033,-1.163507202047259,-0.3575322917296826,-0.08515629807430702,False,False,zero,0.0,0.0,0.0,0.0,0.0,Tri-Village / Rodanthe,"Persistent erosion hotspot, event-driven, infrastructure effects"
84,-0.8582453302474966,-0.5828449933835012,-0.378462541025415,-0.26144141061960396,False,False,zero,0.0,0.0,0.0,0.0,0.0,Pea Island NWR,"Oregon Inlet dynamics, northern Wimble Shoals influence"
85,-0.019862649252593734,-0.34391261697680975,-0.3571328298604204,-0.34893962711001025,False,False,zero,0.0,0.0,0.0,0.0,0.0,Pea Island NWR,"Oregon Inlet dynamics, northern Wimble Shoals influence"
86,-0.19092404019276188,-0.343984554669451,-0.3337017558235371,-0.3164886332479922,False,False,zero,0.0,0.0,0.0,0.0,0.0,Pea Island NWR,"Oregon Inlet dynamics, northern Wimble Shoals influence"
87,-0.7304921330279575,-0.12977802963347507,-0.27073167479898963,-0.3241874522861701,False,False,zero,0.0,0.0,0.0,0.0,0.0,Pea Island NWR,"Oregon Inlet dynamics, northern Wimble Shoals influence"
88,-0.5682597069629896,0.44763026899241787,-0.17177667545500408,-0.28011075813277553,False,False,zero,0.0,0.0,0.0,0.0,0.0,Pea Island NWR,"Oregon Inlet dynamics, northern Wimble Shoals influence"
89,-0.09187876675366291,-0.12545027771149564,-0.0067582443682912,-0.10288668805400514,False,False,zero,0.0,0.0,0.0,0.0,0.0,Pea Island NWR,"Oregon Inlet dynamics, northern Wimble Shoals influence"
90,0.9405036062802684,-0.20340131891407198,0.3367423295705466,0.3192723010971985,False,False,locked,0.0,0.0,0.0,0.0,0.0,Pea Island NWR,LOCKED — Solved directly via buffer-cell reproduction (see GIS 90 value)
