domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
31,GIS 31 mean,GIS 31 mean,forward,1996_2024,2.5948,0.1496,6480,1996_2010,1.9884,0.4589,-0.6064,False,False,False,False,False,True,True,2013,2021,26,2013,2016,21,2012,2012,17,2013,2015,20,2012,2015,20,2008,2008,13,2009,2015,20
32,GIS 32 mean,GIS 32 mean,forward,1996_2024,1.4803,0.1672,5727,1996_2010,1.991,0.4761,0.5107,False,False,False,False,False,True,True,2007,2022,27,2007,2022,27,2007,2022,27,2001,2021,26,2001,2021,26,2001,2001,6,2001,2021,26
33,GIS 33 mean,GIS 33 mean,forward,1996_2024,1.3535,0.171,6373,1996_2010,1.6594,0.4972,0.3059,False,False,False,True,True,True,True,2011,2021,26,2007,2021,26,2007,2021,26,2007,2021,26,2007,2021,26,2006,2006,11,2006,2021,26
34,GIS 34 mean,GIS 34 mean,forward,1996_2024,1.8157,0.1843,5668,1996_2010,-0.241,0.5215,-2.0567,False,False,False,False,False,False,False,2022,2022,27,2022,2022,27,2021,2021,26,2021,2021,26,2021,2021,26,2018,2018,23,2021,2021,26
35,GIS 35 mean,GIS 35 mean,forward,1996_2024,0.5998,0.1897,6309,1996_2010,-2.5954,0.499,-3.1952,False,False,False,False,False,False,False,2023,2023,28,2022,2022,27,2023,2023,28,2021,2021,26,2021,2021,26,2020,2020,25,2022,2022,27
36,GIS 36 mean,GIS 36 mean,forward,1996_2024,0.0059,0.1851,5780,1996_2010,-3.566,0.5062,-3.5719,False,False,False,False,False,False,False,2023,2023,28,2023,2023,28,2024,2024,29,2003,2022,27,2022,2022,27,2002,2020,25,2001,2022,27
37,GIS 37 mean,GIS 37 mean,forward,1996_2024,-0.1206,0.1625,6303,1996_2010,-2.3897,0.5008,-2.2691,False,False,False,False,False,False,False,2023,2023,28,2023,2023,28,2024,2024,29,2022,2022,27,2022,2022,27,2001,2018,23,2001,2022,27
38,GIS 38 mean,GIS 38 mean,forward,1996_2024,0.1288,0.1537,5796,1996_2010,0.5367,0.5115,0.4079,False,False,False,True,True,True,True,2008,2022,27,2007,2021,26,2024,2024,29,2007,2021,26,2007,2021,26,2001,2007,12,2000,2021,26
39,GIS 39 mean,GIS 39 mean,forward,1996_2024,0.2048,0.1458,5757,1996_2010,0.5285,0.463,0.3237,False,False,False,True,True,True,True,2006,2022,27,2006,2021,26,2022,2022,27,2006,2021,26,2006,2020,25,2000,2006,11,2000,2021,26
40,GIS 40 mean,GIS 40 mean,forward,1996_2024,0.3341,0.1362,5856,1996_2010,0.7322,0.4265,0.3981,False,False,False,True,True,True,True,2007,2022,27,2007,2022,27,2012,2023,28,2007,2007,12,2007,2007,12,2006,2006,11,2001,2007,12
41,GIS 41 mean,GIS 41 mean,forward,1996_2024,0.611,0.1466,5704,1996_2010,1.5574,0.4834,0.9464,False,False,False,False,False,True,False,2006,2021,26,2006,2021,26,2006,2022,27,2006,2013,18,2006,2013,18,2006,2010,15,2006,2013,18
42,GIS 42 mean,GIS 42 mean,forward,1996_2024,0.3926,0.1377,5806,1996_2010,1.2694,0.4213,0.8768,False,False,False,False,False,True,False,2007,2022,27,2006,2021,26,2007,2022,27,2006,2016,21,2006,2016,21,2000,2005,10,2000,2017,22
43,GIS 43 mean,GIS 43 mean,forward,1996_2024,0.19,0.127,5668,1996_2010,0.8246,0.4138,0.6346,False,False,False,False,False,True,False,2017,2021,26,2016,2016,21,2017,2024,29,2011,2016,21,2011,2015,20,2009,2009,14,2011,2016,21
44,GIS 44 mean,GIS 44 mean,forward,1996_2024,0.061,0.1284,5759,1996_2010,1.1654,0.4256,1.1044,False,False,False,False,False,False,False,2017,2020,25,2017,2017,22,2023,2023,28,2016,2016,21,2015,2015,20,2011,2011,16,2016,2016,21
45,GIS 45 mean,GIS 45 mean,forward,1996_2024,-0.5038,0.1323,5671,1996_2010,0.503,0.4506,1.0068,False,False,False,False,False,False,False,2016,2021,26,2015,2015,20,2016,2021,26,2014,2014,19,2013,2013,18,2011,2011,16,2013,2013,18
46,GIS 46 mean,GIS 46 mean,forward,1996_2024,-1.0936,0.1321,5878,1996_2010,-1.0157,0.4092,0.0779,True,True,True,True,True,True,True,2001,2022,27,2001,2021,26,2001,2021,26,2001,2008,13,2001,2003,8,2001,2001,6,2000,2021,26
47,GIS 47 mean,GIS 47 mean,forward,1996_2024,-1.0282,0.1297,5820,1996_2010,-1.4373,0.4139,-0.4091,False,False,False,False,True,True,True,2022,2022,27,2021,2021,26,2021,2021,26,2008,2021,26,2007,2017,22,2004,2004,9,2000,2021,26
48,GIS 48 mean,GIS 48 mean,forward,1996_2024,-0.4008,0.1309,5948,1996_2010,-0.1098,0.4141,0.291,False,False,False,True,True,True,True,2000,2021,26,2000,2011,16,2016,2021,26,2000,2010,15,2000,2010,15,2000,2005,10,2000,2010,15
49,GIS 49 mean,GIS 49 mean,forward,1996_2024,-0.2926,0.1352,5838,1996_2010,1.4849,0.4437,1.7775,False,False,False,False,False,False,False,2020,2022,27,2019,2019,24,2024,2024,29,2019,2019,24,2018,2018,23,2014,2014,19,2000,2019,24
50,GIS 50 mean,GIS 50 mean,forward,1996_2024,-0.5914,0.1354,5880,1996_2010,-0.0144,0.4322,0.577,False,False,False,False,False,True,False,2003,2020,25,2003,2019,24,2003,2020,25,2003,2018,23,2003,2018,23,2002,2002,7,2000,2019,24
51,GIS 51 mean,GIS 51 mean,forward,1996_2024,-0.663,0.1406,5886,1996_2010,-0.5811,0.4848,0.0819,True,True,True,True,True,True,True,2007,2018,23,2007,2016,21,2007,2018,23,2007,2015,20,2006,2014,19,2006,2006,11,2006,2014,19
52,GIS 52 mean,GIS 52 mean,forward,1996_2024,-0.896,0.1443,5891,1996_2010,0.37,0.447,1.266,False,False,False,False,False,False,False,2019,2019,24,2018,2018,23,2018,2018,23,2017,2017,22,2017,2017,22,2003,2014,19,2003,2017,22
53,GIS 53 mean,GIS 53 mean,forward,1996_2024,-0.9867,0.1322,5949,1996_2010,-0.5427,0.4115,0.444,False,False,False,False,True,True,True,2017,2017,22,2006,2016,21,2016,2016,21,2006,2015,20,2004,2015,20,2003,2003,8,2003,2015,20
54,GIS 54 mean,GIS 54 mean,forward,1996_2024,-0.8528,0.1293,5946,1996_2010,0.1929,0.3734,1.0457,False,False,False,False,False,False,False,2002,2019,24,2002,2018,23,2002,2019,24,2002,2017,22,2002,2017,22,2001,2013,18,2000,2017,22
55,GIS 55 mean,GIS 55 mean,forward,1996_2024,-0.4489,0.1335,5948,1996_2010,0.3925,0.4083,0.8414,False,False,False,False,False,True,False,2020,2020,25,2019,2019,24,2020,2023,28,2018,2018,23,2001,2017,22,2000,2008,13,2000,2019,24
56,GIS 56 mean,GIS 56 mean,forward,1996_2024,-0.2054,0.128,6522,1996_2010,0.3569,0.3876,0.5623,False,False,False,False,False,True,False,2018,2023,28,2001,2017,22,2019,2024,29,2001,2016,21,2001,2016,21,2001,2008,13,2000,2017,22
57,GIS 57 mean,GIS 57 mean,forward,1996_2024,-0.0043,0.1342,5962,1996_2010,-0.1908,0.4362,-0.1865,False,True,False,True,True,True,True,2004,2022,27,2002,2021,26,2024,2024,29,2002,2007,12,2002,2007,12,2002,2002,7,2001,2001,6
58,GIS 58 mean,GIS 58 mean,forward,1996_2024,0.314,0.1294,5889,1996_2010,0.209,0.3958,-0.105,True,True,False,True,True,True,True,2002,2021,26,2002,2021,26,2003,2022,27,2000,2002,7,2000,2002,7,2000,2000,5,2000,2021,26
59,GIS 59 mean,GIS 59 mean,forward,1996_2024,0.247,0.1443,5987,1996_2010,0.3098,0.4101,0.0628,True,True,False,True,True,True,True,2006,2021,26,2005,2021,26,2006,2023,28,2005,2005,10,2005,2005,10,2004,2004,9,2005,2021,26
60,GIS 60 mean,GIS 60 mean,forward,1996_2024,-0.5616,0.1393,5883,1996_2010,-0.3109,0.3995,0.2507,False,False,False,True,True,True,True,2011,2021,26,2011,2021,26,2011,2021,26,2010,2010,15,2010,2010,15,2006,2006,11,2008,2021,26
61,GIS 61 mean,GIS 61 mean,forward,1996_2024,-1.2987,0.1327,5964,1996_2010,-0.736,0.4022,0.5627,False,False,False,False,False,True,False,2016,2021,26,2016,2016,21,2016,2016,21,2015,2015,20,2011,2015,20,2009,2009,14,2011,2015,20
62,GIS 62 mean,GIS 62 mean,forward,1996_2024,-1.5456,0.1359,5780,1996_2010,-0.3685,0.4001,1.1771,False,False,False,False,False,False,False,2016,2022,27,2015,2015,20,2015,2015,20,2014,2014,19,2014,2014,19,2011,2011,16,2014,2014,19
63,GIS 63 mean,GIS 63 mean,forward,1996_2024,-0.8163,0.1515,5929,1996_2010,-2.022,0.3926,-1.2057,False,False,False,False,False,False,False,2007,2024,29,2006,2023,28,2006,2024,29,2000,2022,27,2000,2022,27,2000,2019,24,2000,2023,28
64,GIS 64 mean,GIS 64 mean,forward,1996_2024,-0.1606,0.1548,5742,1996_2010,-2.0741,0.3935,-1.9135,False,False,False,False,False,False,False,2023,2023,28,2023,2023,28,2024,2024,29,2022,2022,27,2021,2021,26,2003,2020,25,2003,2022,27
65,GIS 65 mean,GIS 65 mean,forward,1996_2024,0.4777,0.1714,5848,1996_2010,-2.2987,0.4003,-2.7764,False,False,False,False,False,False,False,2023,2023,28,2023,2023,28,2024,2024,29,2022,2022,27,2022,2022,27,2021,2021,26,2022,2022,27
66,GIS 66 mean,GIS 66 mean,forward,1996_2024,2.1419,0.183,6247,1996_2010,-1.0717,0.4185,-3.2136,False,False,False,False,False,False,False,2023,2023,28,2023,2023,28,2022,2022,27,2022,2022,27,2022,2022,27,2021,2021,26,2023,2023,28
67,GIS 67 mean,GIS 67 mean,forward,1996_2024,2.7711,0.1552,5806,1996_2010,2.2099,0.4881,-0.5612,False,False,False,False,False,True,True,2023,2023,28,2008,2022,27,2008,2021,26,2008,2021,26,2008,2021,26,2007,2007,12,2007,2022,27
68,GIS 68 mean,GIS 68 mean,forward,1996_2024,2.263,0.1718,5764,1996_2010,5.0645,0.5618,2.8015,False,False,False,False,False,False,False,2018,2018,23,2018,2018,23,2017,2017,22,2017,2017,22,2017,2017,22,2005,2016,21,2003,2017,22
69,GIS 69 mean,GIS 69 mean,forward,1996_2024,1.5292,0.1566,5841,1996_2010,3.7861,0.4766,2.2569,False,False,False,False,False,False,False,2017,2022,27,2017,2021,26,2004,2017,22,2003,2017,22,2003,2016,21,2000,2015,20,2000,2017,22
70,GIS 70 mean,GIS 70 mean,forward,1996_2024,0.8422,0.1342,5859,1996_2010,0.6815,0.4484,-0.1607,False,True,True,True,True,True,True,2004,2022,27,2004,2021,26,2004,2022,27,2000,2021,26,2000,2019,24,2000,2003,8,2000,2021,26
71,GIS 71 mean,GIS 71 mean,forward,1996_2024,0.6874,0.1388,6208,1996_2010,-0.4396,0.434,-1.127,False,False,False,False,False,False,False,2022,2022,27,2003,2021,26,2022,2022,27,2003,2020,25,2003,2019,24,2003,2012,17,2002,2021,26
72,GIS 72 mean,GIS 72 mean,forward,1996_2024,1.0183,0.1509,6134,1996_2010,-0.8954,0.47,-1.9137,False,False,False,False,False,False,False,2021,2024,29,2019,2019,24,2020,2020,25,2004,2018,23,2004,2017,22,2003,2015,20,2003,2018,23
73,GIS 73 mean,GIS 73 mean,forward,1996_2024,1.0563,0.1555,6215,1996_2010,-0.4177,0.4446,-1.474,False,False,False,False,False,False,False,2024,2024,29,2014,2023,28,2014,2023,28,2005,2020,25,2005,2020,25,2004,2012,17,2004,2022,27
74,GIS 74 mean,GIS 74 mean,forward,1996_2024,0.3898,0.1447,6205,1996_2010,1.7346,0.4128,1.3448,False,False,False,False,False,False,False,2024,2024,29,2021,2021,26,2024,2024,29,2020,2020,25,2019,2019,24,2016,2016,21,2021,2021,26
75,GIS 75 mean,GIS 75 mean,forward,1996_2024,-0.9372,0.1501,6248,1996_2010,0.0044,0.4897,0.9416,False,False,False,False,False,True,False,2013,2022,27,2013,2021,26,2013,2021,26,2001,2017,22,2001,2017,22,2000,2010,15,2000,2017,22
76,GIS 76 mean,GIS 76 mean,forward,1996_2024,-1.9544,0.159,6281,1996_2010,-3.0452,0.4985,-1.0908,False,False,False,False,False,False,False,2021,2021,26,2020,2020,25,2019,2019,24,2018,2018,23,2018,2018,23,2006,2017,22,2006,2019,24
77,GIS 77 mean,GIS 77 mean,forward,1996_2024,-1.7336,0.1625,6187,1996_2010,-3.2384,0.4464,-1.5048,False,False,False,False,False,False,False,2023,2023,28,2015,2022,27,2015,2022,27,2015,2020,25,2015,2020,25,2014,2014,19,2015,2020,25
78,GIS 78 mean,GIS 78 mean,forward,1996_2024,-1.9358,0.1717,6200,1996_2010,-2.6585,0.5008,-0.7227,False,False,False,False,False,True,False,2023,2023,28,2023,2023,28,2013,2022,27,2012,2021,26,2012,2021,26,2009,2018,23,2011,2022,27
79,GIS 79 mean,GIS 79 mean,forward,1996_2024,-1.6201,0.1433,6147,1996_2010,-1.7346,0.4695,-0.1145,True,True,True,True,True,True,True,2008,2023,28,2007,2023,28,2007,2022,27,2007,2016,21,2007,2016,21,2006,2006,11,2007,2022,27
80,GIS 80 mean,GIS 80 mean,forward,1996_2024,-2.5161,0.1718,6165,1996_2010,-5.4487,0.4809,-2.9326,False,False,False,False,False,False,False,2002,2022,27,2002,2022,27,2002,2021,26,2002,2021,26,2002,2021,26,2001,2019,24,2000,2021,26
81,GIS 81 mean,GIS 81 mean,forward,1996_2024,-1.8827,0.1561,6164,1996_2010,-4.5462,0.441,-2.6635,False,False,False,False,False,False,False,2022,2022,27,2021,2021,26,2021,2021,26,2021,2021,26,2021,2021,26,2017,2017,22,2021,2021,26
82,GIS 82 mean,GIS 82 mean,forward,1996_2024,-1.4892,0.1293,6291,1996_2010,-0.6204,0.4397,0.8688,False,False,False,False,False,True,False,2024,2024,29,2000,2022,27,2000,2018,23,2000,2013,18,2000,2011,16,2000,2010,15,2000,2018,23
83,GIS 83 mean,GIS 83 mean,forward,1996_2024,-2.1259,0.1292,6268,1996_2010,-2.2339,0.4059,-0.108,True,True,True,True,True,True,True,2010,2017,22,2010,2017,22,2009,2015,20,2010,2015,20,2009,2015,20,2000,2008,13,2000,2015,20
84,GIS 84 mean,GIS 84 mean,forward,1996_2024,-1.587,0.1453,6883,1996_2010,-3.3275,0.424,-1.7405,False,False,False,False,False,False,False,2021,2021,26,2019,2019,24,2017,2017,22,2017,2017,22,2017,2017,22,2015,2015,20,2017,2017,22
85,GIS 85 mean,GIS 85 mean,forward,1996_2024,-1.0385,0.1321,7398,1996_2010,-2.7154,0.3858,-1.6769,False,False,False,False,False,False,False,2023,2023,28,2021,2021,26,2022,2022,27,2002,2018,23,2002,2017,22,2002,2014,19,2002,2021,26
86,GIS 86 mean,GIS 86 mean,forward,1996_2024,-0.5436,0.1374,7378,1996_2010,-2.4751,0.4146,-1.9315,False,False,False,False,False,False,False,2021,2021,26,2021,2021,26,2021,2023,28,2017,2017,22,2017,2017,22,2014,2014,19,2019,2019,24
87,GIS 87 mean,GIS 87 mean,forward,1996_2024,0.0318,0.1356,6754,1996_2010,-2.0711,0.4141,-2.1029,False,False,False,False,False,False,False,2023,2023,28,2023,2023,28,2024,2024,29,2019,2021,26,2017,2017,22,2015,2015,20,2023,2023,28
88,GIS 88 mean,GIS 88 mean,forward,1996_2024,1.0041,0.1433,6190,1996_2010,-0.9122,0.4236,-1.9163,False,False,False,False,False,False,False,2023,2023,28,2023,2023,28,2023,2023,28,2022,2022,27,2021,2021,26,2015,2015,20,2023,2023,28
89,GIS 89 mean,GIS 89 mean,forward,1996_2024,1.1823,0.12,5503,1996_2010,-0.2021,0.3561,-1.3844,False,False,False,False,False,False,False,2023,2023,28,2021,2021,26,2021,2023,28,2017,2017,22,2016,2016,21,2014,2014,19,2000,2021,26
90,GIS 90 mean,GIS 90 mean,forward,1996_2024,1.1942,0.1376,5975,1996_2010,-0.304,0.3748,-1.4982,False,False,False,False,False,False,False,2003,2023,28,2003,2023,28,2003,2023,28,2003,2021,26,2002,2015,20,2002,2013,18,2001,2023,28
