domain_id,LineID,ORIG_LEN,n_crossings,x,y,feature_type,year,source_type,method,editor,edit_date,notes,duneline_file,transect_file,built,built_by
44,229,4189.057104512351,1,456009.39519548765,3920562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
44,230,4186.708240174515,1,456011.7440598255,3920662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
44,231,4183.284480062372,1,456015.16781993763,3920762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
44,232,4177.714244575531,1,456020.7380554245,3920862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
45,233,4171.6881090052775,1,456026.7641909947,3920962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
45,234,4163.290714714676,1,456035.1615852853,3921062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
45,235,4154.203490645043,1,456044.24880935496,3921162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
45,236,4144.488342712866,1,456053.96395728714,3921262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
45,237,4133.313457398384,1,456065.1388426016,3921362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
46,238,4124.229974925867,1,456074.22232507414,3921462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
46,239,4115.348982214811,1,456083.1033177852,3921562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
46,240,4103.267772929103,1,456095.1845270709,3921662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
46,241,4088.8544047317114,1,456109.5978952683,3921762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
46,242,4076.5115463841357,1,456121.94075361587,3921862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
47,243,4072.4806657641893,1,456125.9716342358,3921962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
47,244,4068.580803639139,1,456129.87149636087,3922062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
47,245,4067.83831374516,1,456130.61398625484,3922162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
47,246,4065.7876317239716,1,456132.66466827603,3922262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
47,247,4063.257833461103,1,456135.1944665389,3922362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
48,248,4061.697544867988,1,456136.754755132,3922462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
48,249,4060.6252986446484,1,456137.82700135536,3922562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
48,250,4059.985841099289,1,456138.4664589007,3922662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
48,251,4059.6931227720347,1,456138.75917722797,3922762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
48,252,4056.8101771289944,1,456141.642122871,3922862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
49,253,4054.715118159249,1,456143.73718184076,3922962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
49,254,4047.6434234754993,1,456150.8088765245,3923062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
49,255,4042.175388277916,1,456156.2769117221,3923162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
49,256,4034.7778429545583,1,456163.67445704545,3923262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
49,257,4025.877670468646,1,456172.57462953136,3923362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
50,258,4017.187481157424,1,456181.2648188426,3923462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
50,259,4005.8015992835867,1,456192.6507007164,3923562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
50,260,3993.953007102944,1,456204.49929289706,3923662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
50,261,3982.76982480922,1,456215.6824751908,3923762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
50,262,3972.4616522089927,1,456225.990647791,3923862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
51,263,3962.266365233925,1,456236.1859347661,3923962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
51,264,3955.4855064689764,1,456242.966793531,3924062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
51,265,3947.420957417402,1,456251.0313425826,3924162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
51,266,3940.675112237572,1,456257.77718776243,3924262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
51,267,3932.363524771063,1,456266.08877522894,3924362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
52,268,3920.889088967699,1,456277.5632110323,3924462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
52,269,3911.682300443179,1,456286.7699995568,3924562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
52,270,3903.728030937956,1,456294.72426906205,3924662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
52,271,3895.242509060132,1,456303.2097909399,3924762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
52,272,3888.5648055756465,1,456309.88749442436,3924862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
53,273,3876.3213564762846,1,456322.1309435237,3924962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
53,274,3866.2753872879553,1,456332.17691271205,3925062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
53,275,3857.2237415260165,1,456341.228558474,3925162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
53,276,3846.7348768777442,1,456351.71742312226,3925262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
53,277,3833.239856564614,1,456365.2124434354,3925362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
