LineID,domain_id,northing_m,crs,method,polygons
528,103,3950462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
529,104,3950562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
530,104,3950662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
531,104,3950762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
532,104,3950862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
533,104,3950962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
534,105,3951062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
535,105,3951162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
536,105,3951262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
537,105,3951362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
538,105,3951462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
539,106,3951562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
540,106,3951662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
541,106,3951762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
542,106,3951862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
543,106,3951962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
544,107,3952062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
545,107,3952162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
546,107,3952262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
547,107,3952362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
548,107,3952462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
549,108,3952562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
550,108,3952662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
551,108,3952762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
552,108,3952862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
553,108,3952962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
554,109,3953062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
555,109,3953162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
556,109,3953262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
557,109,3953362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
558,109,3953462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
559,110,3953562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
560,110,3953662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
561,110,3953762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
562,110,3953862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
563,110,3953962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
564,111,3954062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
565,111,3954162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
566,111,3954262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
567,111,3954362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
568,111,3954462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
569,112,3954562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
570,112,3954662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
571,112,3954762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
572,112,3954862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
573,112,3954962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
574,113,3955062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
575,113,3955162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
576,113,3955262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
577,113,3955362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
578,113,3955462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
579,114,3955562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
580,114,3955662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
581,114,3955762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
582,114,3955862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
583,114,3955962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
584,115,3956062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
585,115,3956162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
586,115,3956262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
587,115,3956362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
588,115,3956462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
589,116,3956562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
590,116,3956662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
591,116,3956762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
592,116,3956862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
593,116,3956962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
595,117,3957162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
596,117,3957262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
597,117,3957362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
598,117,3957462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
599,117,3957562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
600,118,3957662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
601,118,3957762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
602,118,3957862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
603,118,3957962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
604,118,3958062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
605,119,3958162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
606,119,3958262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
607,119,3958362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
608,119,3958462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
609,119,3958562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
610,120,3958662.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
611,120,3958762.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
612,120,3958862.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
613,120,3958962.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
614,120,3959062.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
615,121,3959162.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
616,121,3959262.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
617,121,3959362.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
618,121,3959462.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
619,121,3959562.327,EPSG:3725,polygon_join,domains_pea_hatteras_120.geojson
