gis,year,setback_free_m,setback_prescribed_m,managed_free,managed_prescribed
32,1998,210.0,210.0,True,True
32,1999,210.0,210.0,True,True
32,2000,210.0,210.0,True,True
32,2001,210.0,210.0,True,True
32,2002,210.0,210.0,True,True
32,2003,210.0,210.0,True,True
32,2004,210.0,210.0,True,True
32,2005,210.0,210.0,True,True
32,2006,210.0,210.0,True,True
32,2007,210.0,210.0,True,True
32,2008,210.0,210.0,True,True
32,2009,210.0,210.0,True,True
32,2010,210.0,210.0,True,True
33,1996,180.0,180.0,True,True
33,1997,180.0,180.0,True,True
33,1998,180.0,180.0,True,True
33,1999,180.0,180.0,True,True
33,2000,180.0,180.0,True,True
33,2001,180.0,180.0,True,True
33,2002,180.0,180.0,True,True
33,2003,180.0,180.0,True,True
33,2004,180.0,180.0,True,True
33,2005,180.0,180.0,True,True
33,2006,180.0,180.0,True,True
33,2007,180.0,180.0,True,True
33,2008,180.0,180.0,True,True
33,2009,180.0,180.0,True,True
33,2010,180.0,180.0,True,True
34,1996,210.0,210.0,True,True
34,1997,210.0,210.0,True,True
34,1998,210.0,210.0,True,True
34,1999,210.0,210.0,True,True
34,2000,210.0,210.0,True,True
34,2001,200.0,200.0,True,True
34,2002,200.0,200.0,True,True
34,2003,200.0,200.0,True,True
34,2004,200.0,200.0,True,True
34,2005,200.0,200.0,True,True
34,2006,200.0,200.0,True,True
34,2007,200.0,200.0,True,True
34,2008,200.0,200.0,True,True
34,2009,200.0,200.0,True,True
34,2010,200.0,200.0,True,True
35,1996,195.0,195.0,True,True
35,1997,185.0,185.0,True,True
35,1998,185.0,185.0,True,True
35,1999,185.0,185.0,True,True
35,2000,185.0,185.0,True,True
35,2001,175.0,175.0,True,True
35,2002,175.0,175.0,True,True
35,2003,175.0,175.0,True,True
35,2004,175.0,175.0,True,True
35,2005,175.0,175.0,True,True
35,2006,175.0,175.0,True,True
35,2007,175.0,175.0,True,True
35,2008,175.0,175.0,True,True
35,2009,175.0,175.0,True,True
35,2010,165.0,165.0,True,True
36,1996,350.0,350.0,True,True
36,1997,340.0,340.0,True,True
36,1998,340.0,340.0,True,True
36,1999,340.0,340.0,True,True
36,2000,340.0,340.0,True,True
36,2001,330.0,330.0,True,True
36,2002,330.0,330.0,True,True
36,2003,330.0,330.0,True,True
36,2004,330.0,330.0,True,True
36,2005,330.0,330.0,True,True
36,2006,330.0,330.0,True,True
36,2007,330.0,330.0,True,True
36,2008,330.0,330.0,True,True
36,2009,320.0,320.0,True,True
36,2010,320.0,320.0,True,True
37,1996,330.0,330.0,True,True
37,1997,320.0,320.0,True,True
37,1998,320.0,320.0,True,True
37,1999,320.0,320.0,True,True
37,2000,310.0,310.0,True,True
37,2001,310.0,310.0,True,True
37,2002,310.0,310.0,True,True
37,2003,310.0,310.0,True,True
37,2004,310.0,310.0,True,True
37,2005,310.0,310.0,True,True
37,2006,310.0,310.0,True,True
37,2007,300.0,300.0,True,True
37,2008,300.0,300.0,True,True
37,2009,300.0,300.0,True,True
37,2010,300.0,300.0,True,True
38,1996,300.0,300.0,True,True
38,1997,300.0,300.0,True,True
38,1998,300.0,300.0,True,True
38,1999,290.0,290.0,True,True
38,2000,290.0,290.0,True,True
38,2001,290.0,290.0,True,True
38,2002,290.0,290.0,True,True
38,2003,290.0,290.0,True,True
38,2004,290.0,290.0,True,True
38,2005,280.0,280.0,True,True
38,2006,280.0,280.0,True,True
38,2007,280.0,280.0,True,True
38,2008,280.0,280.0,True,True
38,2009,280.0,280.0,True,True
38,2010,280.0,280.0,True,True
39,1996,230.0,230.0,True,True
39,1997,230.0,230.0,True,True
39,1998,220.0,220.0,True,True
39,1999,220.0,220.0,True,True
39,2000,220.0,220.0,True,True
39,2001,220.0,220.0,True,True
39,2002,220.0,220.0,True,True
39,2003,210.0,210.0,True,True
39,2004,210.0,210.0,True,True
39,2005,210.0,210.0,True,True
39,2006,210.0,210.0,True,True
39,2007,210.0,210.0,True,True
39,2008,210.0,210.0,True,True
39,2009,210.0,210.0,True,True
39,2010,210.0,210.0,True,True
40,1996,210.0,210.0,True,True
40,1997,210.0,210.0,True,True
40,1998,210.0,210.0,True,True
40,1999,210.0,210.0,True,True
40,2000,200.0,200.0,True,True
40,2001,200.0,200.0,True,True
40,2002,200.0,200.0,True,True
40,2003,200.0,200.0,True,True
40,2004,200.0,200.0,True,True
40,2005,200.0,200.0,True,True
40,2006,200.0,200.0,True,True
40,2007,200.0,200.0,True,True
40,2008,190.0,190.0,True,True
40,2009,190.0,190.0,True,True
40,2010,190.0,190.0,True,True
41,1996,200.0,200.0,True,True
41,1997,200.0,200.0,True,True
41,1998,200.0,200.0,True,True
41,1999,200.0,200.0,True,True
41,2000,200.0,200.0,True,True
41,2001,200.0,200.0,True,True
41,2002,200.0,200.0,True,True
41,2003,200.0,200.0,True,True
41,2004,190.0,190.0,True,True
41,2005,190.0,190.0,True,True
41,2006,190.0,190.0,True,True
41,2007,190.0,190.0,True,True
41,2008,190.0,190.0,True,True
41,2009,190.0,190.0,True,True
41,2010,190.0,190.0,True,True
42,1996,180.0,180.0,True,True
42,1997,180.0,180.0,True,True
42,1998,170.0,170.0,True,True
42,1999,170.0,170.0,True,True
42,2000,170.0,170.0,True,True
42,2001,170.0,170.0,True,True
42,2002,170.0,170.0,True,True
42,2003,170.0,170.0,True,True
42,2004,170.0,170.0,True,True
42,2005,170.0,170.0,True,True
42,2006,170.0,170.0,True,True
42,2007,170.0,170.0,True,True
42,2008,170.0,170.0,True,True
42,2009,160.0,160.0,True,True
42,2010,160.0,160.0,True,True
43,1996,170.0,170.0,True,True
43,1997,170.0,170.0,True,True
43,1998,170.0,170.0,True,True
43,1999,170.0,170.0,True,True
43,2000,170.0,170.0,True,True
43,2001,170.0,170.0,True,True
43,2002,160.0,160.0,True,True
43,2003,160.0,160.0,True,True
43,2004,160.0,160.0,True,True
43,2005,160.0,160.0,True,True
43,2006,160.0,160.0,True,True
43,2007,160.0,160.0,True,True
43,2008,160.0,160.0,True,True
43,2009,160.0,160.0,True,True
43,2010,160.0,160.0,True,True
44,1996,160.0,160.0,True,True
44,1997,160.0,160.0,True,True
44,1998,160.0,160.0,True,True
44,1999,160.0,160.0,True,True
44,2000,160.0,160.0,True,True
44,2001,160.0,160.0,True,True
44,2002,160.0,160.0,True,True
44,2003,160.0,160.0,True,True
44,2004,160.0,160.0,True,True
44,2005,160.0,160.0,True,True
44,2006,160.0,160.0,True,True
44,2007,160.0,160.0,True,True
44,2008,160.0,160.0,True,True
44,2009,150.0,150.0,True,True
44,2010,150.0,150.0,True,True
45,1996,150.0,150.0,True,True
45,1997,150.0,150.0,True,True
45,1998,150.0,150.0,True,True
45,1999,150.0,150.0,True,True
45,2000,150.0,150.0,True,True
45,2001,150.0,150.0,True,True
45,2002,150.0,150.0,True,True
45,2003,150.0,150.0,True,True
45,2004,150.0,150.0,True,True
45,2005,150.0,150.0,True,True
45,2006,150.0,150.0,True,True
45,2007,150.0,150.0,True,True
45,2008,150.0,150.0,True,True
45,2009,150.0,150.0,True,True
45,2010,150.0,150.0,True,True
46,1996,150.0,150.0,True,True
46,1997,150.0,150.0,True,True
46,1998,150.0,150.0,True,True
46,1999,150.0,150.0,True,True
46,2000,150.0,150.0,True,True
46,2001,150.0,150.0,True,True
46,2002,150.0,150.0,True,True
46,2003,150.0,150.0,True,True
46,2004,150.0,150.0,True,True
46,2005,150.0,150.0,True,True
46,2006,150.0,150.0,True,True
46,2007,150.0,150.0,True,True
46,2008,150.0,150.0,True,True
46,2009,150.0,150.0,True,True
46,2010,150.0,150.0,True,True
47,1996,150.0,150.0,True,True
47,1997,150.0,150.0,True,True
47,1998,150.0,150.0,True,True
47,1999,150.0,150.0,True,True
47,2000,150.0,150.0,True,True
47,2001,150.0,150.0,True,True
47,2002,150.0,150.0,True,True
47,2003,150.0,150.0,True,True
47,2004,150.0,150.0,True,True
47,2005,150.0,150.0,True,True
47,2006,150.0,150.0,True,True
47,2007,150.0,150.0,True,True
47,2008,150.0,150.0,True,True
47,2009,150.0,150.0,True,True
47,2010,150.0,150.0,True,True
48,1996,150.0,150.0,True,True
48,1997,150.0,150.0,True,True
48,1998,150.0,150.0,True,True
48,1999,150.0,150.0,True,True
48,2000,150.0,150.0,True,True
48,2001,150.0,150.0,True,True
48,2002,150.0,150.0,True,True
48,2003,150.0,150.0,True,True
48,2004,150.0,150.0,True,True
48,2005,150.0,150.0,True,True
48,2006,150.0,150.0,True,True
48,2007,150.0,150.0,True,True
48,2008,150.0,150.0,True,True
48,2009,150.0,150.0,True,True
48,2010,150.0,150.0,True,True
49,1996,90.0,90.0,True,True
49,1997,90.0,90.0,True,True
49,1998,90.0,90.0,True,True
49,1999,90.0,90.0,True,True
49,2000,90.0,90.0,True,True
49,2001,90.0,90.0,True,True
49,2002,90.0,90.0,True,True
49,2003,90.0,90.0,True,True
49,2004,90.0,90.0,True,True
49,2005,90.0,90.0,True,True
49,2006,90.0,90.0,True,True
49,2007,90.0,90.0,True,True
49,2008,90.0,90.0,True,True
49,2009,90.0,90.0,True,True
49,2010,90.0,90.0,True,True
50,1996,90.0,90.0,True,True
50,1997,90.0,90.0,True,True
50,1998,90.0,90.0,True,True
50,1999,90.0,90.0,True,True
50,2000,90.0,90.0,True,True
50,2001,90.0,90.0,True,True
50,2002,90.0,90.0,True,True
50,2003,90.0,90.0,True,True
50,2004,90.0,90.0,True,True
50,2005,90.0,90.0,True,True
50,2006,90.0,90.0,True,True
50,2007,90.0,90.0,True,True
50,2008,90.0,90.0,True,True
50,2009,90.0,90.0,True,True
50,2010,90.0,90.0,True,True
51,1996,155.0,155.0,True,True
51,1997,155.0,155.0,True,True
51,1998,155.0,155.0,True,True
51,1999,155.0,155.0,True,True
51,2000,155.0,155.0,True,True
51,2001,155.0,155.0,True,True
51,2002,155.0,155.0,True,True
51,2003,155.0,155.0,True,True
51,2004,155.0,155.0,True,True
51,2005,155.0,155.0,True,True
51,2006,155.0,155.0,True,True
51,2007,155.0,155.0,True,True
51,2008,155.0,155.0,True,True
51,2009,155.0,155.0,True,True
51,2010,155.0,155.0,True,True
52,1996,170.0,170.0,True,True
52,1997,170.0,170.0,True,True
52,1998,170.0,170.0,True,True
52,1999,170.0,170.0,True,True
52,2000,170.0,170.0,True,True
52,2001,170.0,170.0,True,True
52,2002,170.0,170.0,True,True
52,2003,170.0,170.0,True,True
52,2004,170.0,170.0,True,True
52,2005,170.0,170.0,True,True
52,2006,170.0,170.0,True,True
52,2007,170.0,170.0,True,True
52,2008,170.0,170.0,True,True
52,2009,170.0,170.0,True,True
52,2010,170.0,170.0,True,True
53,1996,170.0,170.0,True,True
53,1997,170.0,170.0,True,True
53,1998,170.0,170.0,True,True
53,1999,170.0,170.0,True,True
53,2000,170.0,170.0,True,True
53,2001,170.0,170.0,True,True
53,2002,170.0,170.0,True,True
53,2003,170.0,170.0,True,True
53,2004,170.0,170.0,True,True
53,2005,170.0,170.0,True,True
53,2006,170.0,170.0,True,True
53,2007,170.0,170.0,True,True
53,2008,170.0,170.0,True,True
53,2009,170.0,170.0,True,True
53,2010,170.0,170.0,True,True
54,1996,160.0,160.0,True,True
54,1997,160.0,160.0,True,True
54,1998,160.0,160.0,True,True
54,1999,160.0,160.0,True,True
54,2000,160.0,160.0,True,True
54,2001,160.0,160.0,True,True
54,2002,160.0,160.0,True,True
54,2003,160.0,160.0,True,True
54,2004,160.0,160.0,True,True
54,2005,160.0,160.0,True,True
54,2006,160.0,160.0,True,True
54,2007,160.0,160.0,True,True
54,2008,160.0,160.0,True,True
54,2009,160.0,160.0,True,True
54,2010,160.0,160.0,True,True
55,1996,170.0,170.0,True,True
55,1997,170.0,170.0,True,True
55,1998,170.0,170.0,True,True
55,1999,170.0,170.0,True,True
55,2000,170.0,170.0,True,True
55,2001,170.0,170.0,True,True
55,2002,170.0,170.0,True,True
55,2003,170.0,170.0,True,True
55,2004,170.0,170.0,True,True
55,2005,170.0,170.0,True,True
55,2006,170.0,170.0,True,True
55,2007,170.0,170.0,True,True
55,2008,170.0,170.0,True,True
55,2009,170.0,170.0,True,True
55,2010,170.0,170.0,True,True
56,1996,180.0,180.0,True,True
56,1997,180.0,180.0,True,True
56,1998,180.0,180.0,True,True
56,1999,180.0,180.0,True,True
56,2000,180.0,180.0,True,True
56,2001,180.0,180.0,True,True
56,2002,180.0,180.0,True,True
56,2003,180.0,180.0,True,True
56,2004,180.0,180.0,True,True
56,2005,180.0,180.0,True,True
56,2006,180.0,180.0,True,True
56,2007,180.0,180.0,True,True
56,2008,180.0,180.0,True,True
56,2009,180.0,180.0,True,True
56,2010,180.0,180.0,True,True
57,1996,210.0,210.0,True,True
57,1997,210.0,210.0,True,True
57,1998,210.0,210.0,True,True
57,1999,210.0,210.0,True,True
57,2000,210.0,210.0,True,True
57,2001,210.0,210.0,True,True
57,2002,210.0,210.0,True,True
57,2003,210.0,210.0,True,True
57,2004,210.0,210.0,True,True
57,2005,210.0,210.0,True,True
57,2006,210.0,210.0,True,True
57,2007,210.0,210.0,True,True
57,2008,210.0,210.0,True,True
57,2009,210.0,210.0,True,True
57,2010,210.0,210.0,True,True
58,1996,240.0,240.0,True,True
58,1997,240.0,240.0,True,True
58,1998,240.0,240.0,True,True
58,1999,240.0,240.0,True,True
58,2000,240.0,240.0,True,True
58,2001,240.0,240.0,True,True
58,2002,240.0,240.0,True,True
58,2003,240.0,240.0,True,True
58,2004,240.0,240.0,True,True
58,2005,240.0,240.0,True,True
58,2006,240.0,240.0,True,True
58,2007,240.0,240.0,True,True
58,2008,240.0,240.0,True,True
58,2009,240.0,240.0,True,True
58,2010,240.0,240.0,True,True
59,1996,270.0,270.0,True,True
59,1997,270.0,270.0,True,True
59,1998,270.0,270.0,True,True
59,1999,270.0,270.0,True,True
59,2000,270.0,270.0,True,True
59,2001,270.0,270.0,True,True
59,2002,270.0,270.0,True,True
59,2003,270.0,270.0,True,True
59,2004,270.0,270.0,True,True
59,2005,270.0,270.0,True,True
59,2006,270.0,270.0,True,True
59,2007,270.0,270.0,True,True
59,2008,270.0,270.0,True,True
59,2009,270.0,270.0,True,True
59,2010,270.0,270.0,True,True
60,1996,310.0,310.0,True,True
60,1997,310.0,310.0,True,True
60,1998,310.0,310.0,True,True
60,1999,310.0,310.0,True,True
60,2000,310.0,310.0,True,True
60,2001,310.0,310.0,True,True
60,2002,310.0,310.0,True,True
60,2003,310.0,310.0,True,True
60,2004,310.0,310.0,True,True
60,2005,310.0,310.0,True,True
60,2006,310.0,310.0,True,True
60,2007,310.0,310.0,True,True
60,2008,310.0,310.0,True,True
60,2009,310.0,310.0,True,True
60,2010,310.0,310.0,True,True
61,1996,330.0,330.0,True,True
61,1997,330.0,330.0,True,True
61,1998,330.0,330.0,True,True
61,1999,330.0,330.0,True,True
61,2000,330.0,330.0,True,True
61,2001,330.0,330.0,True,True
61,2002,330.0,330.0,True,True
61,2003,330.0,330.0,True,True
61,2004,330.0,330.0,True,True
61,2005,330.0,330.0,True,True
61,2006,330.0,330.0,True,True
61,2007,330.0,330.0,True,True
61,2008,330.0,330.0,True,True
61,2009,330.0,330.0,True,True
61,2010,330.0,330.0,True,True
62,1996,320.0,320.0,True,True
62,1997,320.0,320.0,True,True
62,1998,320.0,320.0,True,True
62,1999,320.0,320.0,True,True
62,2000,320.0,320.0,True,True
62,2001,320.0,320.0,True,True
62,2002,320.0,320.0,True,True
62,2003,320.0,320.0,True,True
62,2004,320.0,320.0,True,True
62,2005,320.0,320.0,True,True
62,2006,320.0,320.0,True,True
62,2007,320.0,320.0,True,True
62,2008,320.0,320.0,True,True
62,2009,320.0,320.0,True,True
62,2010,310.0,310.0,True,True
63,1996,300.0,300.0,True,True
63,1997,300.0,300.0,True,True
63,1998,300.0,300.0,True,True
63,1999,300.0,300.0,True,True
63,2000,300.0,300.0,True,True
63,2001,300.0,300.0,True,True
63,2002,300.0,300.0,True,True
63,2003,300.0,300.0,True,True
63,2004,300.0,300.0,True,True
63,2005,300.0,300.0,True,True
63,2006,300.0,300.0,True,True
63,2007,290.0,290.0,True,True
63,2008,290.0,290.0,True,True
63,2009,290.0,290.0,True,True
63,2010,290.0,290.0,True,True
64,1996,300.0,300.0,True,True
64,1997,300.0,300.0,True,True
64,1998,300.0,300.0,True,True
64,1999,300.0,300.0,True,True
64,2000,300.0,300.0,True,True
64,2001,300.0,300.0,True,True
64,2002,300.0,300.0,True,True
64,2003,290.0,290.0,True,True
64,2004,290.0,290.0,True,True
64,2005,290.0,290.0,True,True
64,2006,290.0,290.0,True,True
64,2007,290.0,290.0,True,True
64,2008,290.0,290.0,True,True
64,2009,290.0,290.0,True,True
64,2010,290.0,290.0,True,True
65,1996,290.0,290.0,True,True
65,1997,290.0,290.0,True,True
65,1998,290.0,290.0,True,True
65,1999,290.0,290.0,True,True
65,2000,290.0,290.0,True,True
65,2001,290.0,290.0,True,True
65,2002,290.0,290.0,True,True
65,2003,290.0,290.0,True,True
65,2004,290.0,290.0,True,True
65,2005,290.0,290.0,True,True
65,2006,290.0,290.0,True,True
65,2007,290.0,290.0,True,True
65,2008,290.0,290.0,True,True
65,2009,290.0,290.0,True,True
65,2010,290.0,290.0,True,True
66,1996,290.0,290.0,True,True
66,1997,290.0,290.0,True,True
66,1998,290.0,290.0,True,True
66,1999,290.0,290.0,True,True
66,2000,290.0,290.0,True,True
66,2001,290.0,290.0,True,True
66,2002,290.0,290.0,True,True
66,2003,290.0,290.0,True,True
66,2004,290.0,290.0,True,True
66,2005,290.0,290.0,True,True
66,2006,290.0,290.0,True,True
66,2007,290.0,290.0,True,True
66,2008,290.0,290.0,True,True
66,2009,290.0,290.0,True,True
66,2010,290.0,290.0,True,True
67,1996,300.0,300.0,True,True
67,1997,300.0,300.0,True,True
67,1998,300.0,300.0,True,True
67,1999,290.0,290.0,True,True
67,2000,290.0,290.0,True,True
67,2001,290.0,290.0,True,True
67,2002,290.0,290.0,True,True
67,2003,290.0,290.0,True,True
67,2004,290.0,290.0,True,True
67,2005,290.0,290.0,True,True
67,2006,290.0,290.0,True,True
67,2007,290.0,290.0,True,True
67,2008,290.0,290.0,True,True
67,2009,290.0,290.0,True,True
67,2010,290.0,290.0,True,True
84,1996,65.0,65.0,True,True
84,1997,65.0,65.0,True,True
84,1998,65.0,65.0,True,True
84,1999,55.0,55.0,True,True
84,2000,55.0,55.0,True,True
84,2001,55.0,55.0,True,True
84,2002,55.0,55.0,True,True
84,2003,55.0,55.0,True,True
84,2004,55.0,55.0,True,True
84,2005,55.0,55.0,True,True
84,2006,55.0,55.0,True,True
84,2007,45.0,45.0,True,True
84,2008,45.0,45.0,True,True
84,2009,45.0,45.0,True,True
84,2010,45.0,45.0,True,True
85,1996,110.0,110.0,True,True
85,1997,110.0,110.0,True,True
85,1998,110.0,110.0,True,True
85,1999,110.0,110.0,True,True
85,2000,110.0,110.0,True,True
85,2001,110.0,110.0,True,True
85,2002,110.0,110.0,True,True
85,2003,100.0,100.0,True,True
85,2004,100.0,100.0,True,True
85,2005,100.0,100.0,True,True
85,2006,100.0,100.0,True,True
85,2007,100.0,100.0,True,True
85,2008,100.0,100.0,True,True
85,2009,90.0,90.0,True,True
85,2010,90.0,90.0,True,True
86,1996,90.0,90.0,True,True
86,1997,90.0,90.0,True,True
86,1998,90.0,90.0,True,True
86,1999,90.0,90.0,True,True
86,2000,90.0,90.0,True,True
86,2001,90.0,90.0,True,True
86,2002,90.0,90.0,True,True
86,2003,90.0,90.0,True,True
86,2004,90.0,90.0,True,True
86,2005,90.0,90.0,True,True
86,2006,80.0,80.0,True,True
86,2007,80.0,80.0,True,True
86,2008,80.0,80.0,True,True
86,2009,80.0,80.0,True,True
86,2010,80.0,80.0,True,True
87,1996,70.0,70.0,True,True
87,1997,70.0,70.0,True,True
87,1998,70.0,70.0,True,True
87,1999,70.0,70.0,True,True
87,2000,70.0,70.0,True,True
87,2001,70.0,70.0,True,True
87,2002,70.0,70.0,True,True
87,2003,70.0,70.0,True,True
87,2004,70.0,70.0,True,True
87,2005,70.0,70.0,True,True
87,2006,70.0,70.0,True,True
87,2007,70.0,70.0,True,True
87,2008,60.0,60.0,True,True
87,2009,60.0,60.0,True,True
87,2010,60.0,60.0,True,True
88,1996,160.0,160.0,True,True
88,1997,160.0,160.0,True,True
88,1998,160.0,160.0,True,True
88,1999,160.0,160.0,True,True
88,2000,160.0,160.0,True,True
88,2001,150.0,150.0,True,True
88,2002,150.0,150.0,True,True
88,2003,150.0,150.0,True,True
88,2004,150.0,150.0,True,True
88,2005,150.0,150.0,True,True
88,2006,150.0,150.0,True,True
88,2007,150.0,150.0,True,True
88,2008,150.0,150.0,True,True
88,2009,140.0,140.0,True,True
88,2010,140.0,140.0,True,True
89,1996,160.0,160.0,True,True
89,1997,160.0,160.0,True,True
89,1998,160.0,160.0,True,True
89,1999,160.0,160.0,True,True
89,2000,160.0,160.0,True,True
89,2001,160.0,160.0,True,True
89,2002,160.0,160.0,True,True
89,2003,160.0,160.0,True,True
89,2004,150.0,150.0,True,True
89,2005,150.0,150.0,True,True
89,2006,150.0,150.0,True,True
89,2007,150.0,150.0,True,True
89,2008,150.0,150.0,True,True
89,2009,140.0,140.0,True,True
89,2010,140.0,140.0,True,True
90,1996,160.0,160.0,True,True
90,1997,160.0,160.0,True,True
90,1998,160.0,160.0,True,True
90,1999,160.0,160.0,True,True
90,2000,160.0,160.0,True,True
90,2001,160.0,160.0,True,True
90,2002,160.0,160.0,True,True
90,2003,160.0,160.0,True,True
90,2004,160.0,160.0,True,True
