domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
2,usa_NC_0032_0031,usa_NC_0032_0031,backward,1996_2024,2.5684,0.2432,520,2010_2024,4.4361,0.6813,1.8677,False,False,False,False,False,False,False,2004,1997,28,2004,1997,28,2007,2007,18,2007,2007,18,2007,2007,18,2008,2008,17,2007,2007,18
2,usa_NC_0032_0032,usa_NC_0032_0032,backward,1996_2024,2.5575,0.2324,516,2010_2024,4.3309,0.6273,1.7734,False,False,False,False,False,False,False,2004,1996,29,2004,1997,28,2006,2006,19,2007,2007,18,2006,2006,19,2008,2008,17,2007,2007,18
2,usa_NC_0032_0033,usa_NC_0032_0033,backward,1996_2024,2.5714,0.2336,511,2010_2024,4.3283,0.6102,1.7569,False,False,False,False,False,False,False,2004,1996,29,2004,1996,29,2006,2006,19,2007,2007,18,2006,2006,19,2008,2008,17,2007,2007,18
2,usa_NC_0032_0034,usa_NC_0032_0034,backward,1996_2024,2.5133,0.2259,511,2010_2024,3.9912,0.5609,1.4779,False,False,False,False,False,False,False,2004,1996,29,2004,1996,29,2007,2007,18,2008,2008,17,2007,2007,18,2008,2008,17,2008,2008,17
2,usa_NC_0032_0035,usa_NC_0032_0035,backward,1996_2024,2.5625,0.2121,516,2010_2024,4.0054,0.5186,1.4429,False,False,False,False,False,False,False,2004,1996,29,2004,1996,29,2007,2007,18,2007,2007,18,2007,2007,18,2008,2008,17,2007,2007,18
2,usa_NC_0032_0036,usa_NC_0032_0036,backward,1996_2024,2.5167,0.2011,520,2010_2024,3.8718,0.4836,1.3551,False,False,False,False,False,False,False,2004,1996,29,2004,1996,29,2007,2007,18,2007,2007,18,2007,2007,18,2008,2008,17,2007,2007,18
2,usa_NC_0032_0037,usa_NC_0032_0037,backward,1996_2024,2.5049,0.1896,521,2010_2024,3.8185,0.4457,1.3136,False,False,False,False,False,False,False,2003,1996,29,2004,1997,28,2007,2007,18,2007,2007,18,2007,2007,18,2008,2008,17,2007,2007,18
2,usa_NC_0032_0038,usa_NC_0032_0038,backward,1996_2024,2.4707,0.1831,521,2010_2024,3.7898,0.4209,1.3191,False,False,False,False,False,False,False,2003,1996,29,2004,1997,28,2007,2007,18,2007,2007,18,2007,2007,18,2008,2008,17,2007,2007,18
2,usa_NC_0032_0039,usa_NC_0032_0039,backward,1996_2024,2.4586,0.1726,522,2010_2024,3.7266,0.3814,1.268,False,False,False,False,False,False,False,2003,1996,29,2003,1997,28,2004,2004,21,2004,2004,21,2004,2004,21,2008,2008,17,2004,2004,21
2,usa_NC_0032_0040,usa_NC_0032_0040,backward,1996_2024,2.4106,0.1641,524,2010_2024,3.7049,0.3702,1.2943,False,False,False,False,False,False,False,2002,1996,29,2003,2003,22,2004,2004,21,2004,2004,21,2004,2004,21,2008,2008,17,2003,2003,22
3,usa_NC_0032_0041,usa_NC_0032_0041,backward,1996_2024,2.2817,0.1555,527,2010_2024,3.3997,0.3402,1.118,False,False,False,False,False,False,False,2003,1996,29,2003,2003,22,2004,2004,21,2006,2004,21,2007,2004,21,2009,2009,16,2003,2003,22
3,usa_NC_0032_0042,usa_NC_0032_0042,backward,1996_2024,2.3051,0.1534,517,2010_2024,3.2954,0.3437,0.9903,False,False,False,False,False,True,False,2000,1997,28,2003,2003,22,2007,2004,21,2007,2004,21,2008,2004,21,2010,2010,15,2007,2004,21
3,usa_NC_0032_0043,usa_NC_0032_0043,backward,1996_2024,2.4358,0.1501,515,2010_2024,3.3867,0.339,0.9509,False,False,False,False,False,True,False,2002,1997,28,2003,2003,22,2008,2004,21,2004,2004,21,2008,2004,21,2010,2010,15,2003,2003,22
3,usa_NC_0032_0044,usa_NC_0032_0044,backward,1996_2024,2.5379,0.1471,513,2010_2024,3.4905,0.3224,0.9526,False,False,False,False,False,True,False,2002,1997,28,2002,2002,23,2004,2004,21,2003,2003,22,2004,2004,21,2010,2010,15,2003,2003,22
3,usa_NC_0032_0045,usa_NC_0032_0045,backward,1996_2024,2.58,0.1473,505,2010_2024,3.6095,0.3407,1.0295,False,False,False,False,False,False,False,2002,1996,29,2002,2002,23,2004,2004,21,2003,2003,22,2003,2003,22,2009,2009,16,2002,2002,23
3,usa_NC_0032_0046,usa_NC_0032_0046,backward,1996_2024,2.5488,0.1487,503,2010_2024,3.5018,0.351,0.953,False,False,False,False,False,True,False,2002,1996,29,2002,2002,23,2007,2004,21,2006,2004,21,2007,2004,21,2012,2012,13,2003,2003,22
3,usa_NC_0032_0047,usa_NC_0032_0047,backward,1996_2024,2.5308,0.1471,505,2010_2024,3.3835,0.3494,0.8527,False,False,False,False,False,True,False,2002,1996,29,2006,2002,23,2008,2008,17,2008,2004,21,2008,2008,17,2012,2012,13,2008,2004,21
3,usa_NC_0032_0048,usa_NC_0032_0048,backward,1996_2024,2.4689,0.1493,514,2010_2024,3.381,0.3495,0.9121,False,False,False,False,False,True,False,2002,1996,29,2006,2003,22,2008,2008,17,2007,2007,18,2008,2008,17,2011,2011,14,2007,2004,21
3,usa_NC_0032_0049,usa_NC_0032_0049,backward,1996_2024,2.4811,0.1513,514,2010_2024,3.4726,0.3539,0.9915,False,False,False,False,False,True,False,2002,1997,28,2002,2002,23,2007,2007,18,2006,2004,21,2007,2007,18,2010,2010,15,2006,2003,22
3,usa_NC_0032_0050,usa_NC_0032_0050,backward,1996_2024,2.4667,0.1529,519,2010_2024,3.4885,0.3519,1.0218,False,False,False,False,False,False,False,2002,2002,23,2002,2002,23,2007,2007,18,2007,2007,18,2007,2007,18,2009,2009,16,2007,2003,22
4,usa_NC_0032_0051,usa_NC_0032_0051,backward,1996_2024,2.3757,0.1557,521,2010_2024,3.5004,0.3539,1.1247,False,False,False,False,False,False,False,2002,2002,23,2002,2002,23,2006,2006,19,2006,2006,19,2006,2006,19,2008,2008,17,2006,2003,22
4,usa_NC_0032_0052,usa_NC_0032_0052,backward,1996_2024,2.3436,0.155,520,2010_2024,3.5083,0.3557,1.1647,False,False,False,False,False,False,False,2002,2002,23,2002,2002,23,2006,2006,19,2006,2006,19,2006,2006,19,2009,2009,16,2006,2003,22
4,usa_NC_0032_0053,usa_NC_0032_0053,backward,1996_2024,2.3196,0.1573,520,2010_2024,3.5871,0.3612,1.2675,False,False,False,False,False,False,False,2002,1999,26,2002,2002,23,2006,2006,19,2006,2006,19,2006,2006,19,2008,2008,17,2006,2003,22
4,usa_NC_0032_0054,usa_NC_0032_0054,backward,1996_2024,2.2292,0.1594,512,2010_2024,3.3978,0.3586,1.1686,False,False,False,False,False,False,False,2002,1999,26,2002,2002,23,2006,2006,19,2006,2006,19,2006,2006,19,2009,2009,16,2020,2003,22
4,usa_NC_0032_0055,usa_NC_0032_0055,backward,1996_2024,2.1177,0.1615,519,2010_2024,3.3531,0.3692,1.2354,False,False,False,False,False,False,False,2002,1999,26,2002,2002,23,2003,2003,22,2006,2006,19,2006,2006,19,2008,2008,17,2020,2003,22
4,usa_NC_0032_0056,usa_NC_0032_0056,backward,1996_2024,2.0336,0.1613,520,2010_2024,3.3841,0.3782,1.3505,False,False,False,False,False,False,False,2002,1999,26,2002,2002,23,2003,2003,22,2004,2004,21,2004,2004,21,2008,2008,17,2020,2003,22
4,usa_NC_0032_0057,usa_NC_0032_0057,backward,1996_2024,1.9336,0.1602,523,2010_2024,3.3201,0.365,1.3865,False,False,False,False,False,False,False,2002,1999,26,2002,1999,26,2003,2003,22,2004,2004,21,2005,2005,20,2008,2008,17,2020,2003,22
4,usa_NC_0032_0058,usa_NC_0032_0058,backward,1996_2024,1.8176,0.1608,521,2010_2024,3.144,0.3547,1.3264,False,False,False,False,False,False,False,2002,1999,26,2002,1999,26,2003,2003,22,2004,2004,21,2005,2005,20,2008,2008,17,2004,2004,21
4,usa_NC_0032_0059,usa_NC_0032_0059,backward,1996_2024,1.7534,0.1646,525,2010_2024,3.1485,0.3644,1.3951,False,False,False,False,False,False,False,2002,1999,26,2002,1999,26,2003,2003,22,2004,2004,21,2004,2004,21,2008,2008,17,2003,2003,22
4,usa_NC_0032_0060,usa_NC_0032_0060,backward,1996_2024,1.6514,0.1686,524,2010_2024,3.2364,0.3695,1.585,False,False,False,False,False,False,False,2002,1999,26,2002,1999,26,2002,1999,26,2004,2004,21,2004,2004,21,2008,2008,17,2002,1999,26
4,usa_NC_0032_0061,usa_NC_0032_0061,backward,1996_2024,1.5283,0.1728,518,2010_2024,3.1199,0.3934,1.5916,False,False,False,False,False,False,False,2002,1999,26,2002,1999,26,2002,1999,26,2004,2004,21,2004,2004,21,2007,2007,18,2020,2004,21
4,usa_NC_0032_0062,usa_NC_0032_0062,backward,1996_2024,1.4762,0.1757,520,2010_2024,3.2545,0.4136,1.7783,False,False,False,False,False,False,False,2002,1999,26,2002,1999,26,2002,2002,23,2004,2004,21,2004,2004,21,2006,2006,19,2020,2004,21
4,usa_NC_0032_0063,usa_NC_0032_0063,backward,1996_2024,1.3717,0.179,528,2010_2024,3.0854,0.4483,1.7137,False,False,False,False,False,False,False,2002,1999,26,2002,2002,23,2002,2002,23,2004,2004,21,2004,2004,21,2020,2006,19,2020,2004,21
5,usa_NC_0032_0064,usa_NC_0032_0064,backward,1996_2024,1.2622,0.183,522,2010_2024,3.2111,0.4752,1.9489,False,False,False,False,False,False,False,2001,2001,24,2002,2002,23,2002,2002,23,2020,2004,21,2020,2003,22,2020,2005,20,2020,2003,22
5,usa_NC_0032_0065,usa_NC_0032_0065,backward,1996_2024,1.1759,0.1777,520,2010_2024,3.1228,0.4688,1.9469,False,False,False,False,False,False,False,2000,2000,25,2020,2002,23,2020,2001,24,2020,2003,22,2020,2003,22,2020,2005,20,2020,2002,23
5,usa_NC_0032_0066,usa_NC_0032_0066,backward,1996_2024,1.1133,0.1756,522,2010_2024,2.9132,0.4416,1.7999,False,False,False,False,False,False,False,2000,2000,25,2002,2000,25,2000,2000,25,2020,2004,21,2020,2004,21,2020,2005,20,2020,2002,23
5,usa_NC_0032_0067,usa_NC_0032_0067,backward,1996_2024,0.9857,0.1833,526,2010_2024,2.858,0.4453,1.8723,False,False,False,False,False,False,False,2020,2000,25,2020,2000,25,2020,2000,25,2020,2004,21,2020,2004,21,2020,2005,20,2020,2002,23
5,usa_NC_0032_0068,usa_NC_0032_0068,backward,1996_2024,0.881,0.1828,518,2010_2024,2.8919,0.4386,2.0109,False,False,False,False,False,False,False,2020,2000,25,2020,2000,25,2020,2000,25,2020,2004,21,2020,2002,23,2020,2005,20,2020,2002,23
5,usa_NC_0032_0069,usa_NC_0032_0069,backward,1996_2024,0.771,0.1932,524,2010_2024,2.832,0.459,2.061,False,False,False,False,False,False,False,2018,2000,25,2019,2000,25,2018,2000,25,2019,2004,21,2019,2004,21,2019,2005,20,2020,2004,21
5,usa_NC_0032_0070,usa_NC_0032_0070,backward,1996_2024,0.7255,0.1989,522,2010_2024,2.7356,0.4758,2.0101,False,False,False,False,False,False,False,2000,2000,25,2000,2000,25,2000,2000,25,2004,2004,21,2004,2004,21,2018,2005,20,2020,2004,21
5,usa_NC_0032_0071,usa_NC_0032_0071,backward,1996_2024,0.6461,0.1951,518,2010_2024,2.3719,0.4682,1.7258,False,False,False,False,False,False,False,2000,2000,25,2000,2000,25,2000,1997,28,2017,2004,21,2017,2004,21,2017,2005,20,2017,2004,21
5,usa_NC_0032_0072,usa_NC_0032_0072,backward,1996_2024,0.6016,0.1992,520,2010_2024,2.065,0.4895,1.4634,False,False,False,False,False,False,False,2000,2000,25,2000,2000,25,2000,1997,28,2017,2004,21,2004,2004,21,2017,2005,20,2017,2004,21
5,usa_NC_0032_0073,usa_NC_0032_0073,backward,1996_2024,0.6271,0.1948,515,2010_2024,1.876,0.4949,1.2489,False,False,False,False,False,False,False,2000,2000,25,2004,2000,25,2000,1997,28,2005,2005,20,2004,2004,21,2007,2007,18,2017,2004,21
5,usa_NC_0032_0074,usa_NC_0032_0074,backward,1996_2024,0.6311,0.1783,514,2010_2024,1.7159,0.4674,1.0848,False,False,False,False,False,False,False,2004,2000,25,2004,2004,21,2004,1998,27,2005,2005,20,2005,2005,20,2016,2008,17,2016,2005,20
5,usa_NC_0032_0075,usa_NC_0032_0075,backward,1996_2024,0.6427,0.1843,518,2010_2024,1.4653,0.5013,0.8226,False,False,False,False,False,True,False,2016,2000,25,2016,2004,21,2016,1997,28,2016,2006,19,2016,2005,20,2016,2016,9,2016,2007,18
5,usa_NC_0032_0076,usa_NC_0032_0076,backward,1996_2024,0.6046,0.163,503,2010_2024,1.2802,0.4424,0.6756,False,False,False,False,False,True,False,2016,2000,25,2016,2001,24,2016,1998,27,2016,2005,20,2016,2006,19,2016,2016,9,2016,2004,21
6,usa_NC_0032_0077,usa_NC_0032_0077,backward,1996_2024,0.6713,0.168,502,2010_2024,1.6256,0.456,0.9543,False,False,False,False,False,True,False,2000,2000,25,2000,2000,25,2000,2000,25,2017,2004,21,2017,2004,21,2017,2017,8,2017,2001,24
6,usa_NC_0032_0078,usa_NC_0032_0078,backward,1996_2024,-0.8735,0.1908,377,2010_2024,-0.1898,0.4494,0.6837,False,False,False,False,False,True,False,2004,2004,21,2020,2005,20,2004,2004,21,2020,2008,17,2020,2008,17,2020,2012,13,2020,2009,16
6,usa_NC_0032_0079,usa_NC_0032_0079,backward,1996_2024,-1.7048,0.1317,529,2010_2024,-1.518,0.3863,0.1868,False,True,True,True,True,True,True,2009,2000,25,2010,2010,15,2010,2010,15,2011,2011,14,2012,2012,13,2020,2014,11,2020,2012,13
6,usa_NC_0032_0080,usa_NC_0032_0080,backward,1996_2024,-2.1297,0.131,527,2010_2024,-2.2811,0.3798,-0.1514,False,True,True,True,True,True,True,2018,2000,25,2019,2015,10,2020,2016,9,2020,2016,9,2020,2020,5,2020,2020,5,2020,2020,5
6,usa_NC_0032_0081,usa_NC_0032_0081,backward,1996_2024,-2.263,0.1302,528,2010_2024,-2.4649,0.3646,-0.2019,False,True,True,True,True,True,True,2005,2005,20,2016,2006,19,2019,2019,6,2018,2018,7,2019,2019,6,2019,2019,6,2020,2020,5
6,usa_NC_0032_0082,usa_NC_0032_0082,backward,1996_2024,-2.0291,0.14,530,2010_2024,-1.9541,0.4082,0.075,True,True,True,True,True,True,True,2020,2003,22,2020,2013,12,2020,2013,12,2020,2013,12,2020,2014,11,2020,2015,10,2020,2014,11
7,usa_NC_0032_0083,usa_NC_0032_0083,backward,1996_2024,-1.849,0.1442,521,2010_2024,-1.4596,0.4235,0.3894,False,False,False,True,True,True,True,2020,2002,23,2020,2002,23,2020,2008,17,2020,2011,14,2020,2012,13,2020,2020,5,2020,2014,11
7,usa_NC_0032_0084,usa_NC_0032_0084,backward,1996_2024,-1.4845,0.1537,514,2010_2024,-0.3463,0.4463,1.1382,False,False,False,False,False,False,False,2001,2001,24,2002,2002,23,2002,2002,23,2002,2002,23,2002,2002,23,2008,2008,17,2020,2002,23
7,usa_NC_0032_0085,usa_NC_0032_0085,backward,1996_2024,-1.017,0.1765,526,2010_2024,0.3263,0.5347,1.3433,False,False,False,False,False,False,False,2018,2001,24,2018,2001,24,2018,2001,24,2018,2002,23,2018,2002,23,2018,2007,18,2020,2002,23
7,usa_NC_0032_0086,usa_NC_0032_0086,backward,1996_2024,-0.9048,0.1774,524,2010_2024,0.8079,0.5284,1.7127,False,False,False,False,False,False,False,2018,2001,24,2018,2001,24,2018,2001,24,2018,2002,23,2018,2002,23,2018,2006,19,2020,2002,23
8,usa_NC_0032_0088,usa_NC_0032_0088,backward,1996_2024,-0.7878,0.1877,527,2010_2024,0.939,0.5624,1.7268,False,False,False,False,False,False,False,2002,2002,23,2002,2002,23,2001,2001,24,2004,2004,21,2003,2003,22,2007,2007,18,2020,2003,22
8,usa_NC_0032_0089,usa_NC_0032_0089,backward,1996_2024,-0.6723,0.2015,534,2010_2024,1.0847,0.619,1.757,False,False,False,False,False,False,False,2002,2002,23,2002,2002,23,2001,2001,24,2004,2004,21,2003,2003,22,2007,2007,18,2020,2004,21
8,usa_NC_0032_0090,usa_NC_0032_0090,backward,1996_2024,-0.4569,0.2088,527,2010_2024,1.4128,0.6462,1.8697,False,False,False,False,False,False,False,2001,2001,24,2001,2001,24,2000,2000,25,2018,2003,22,2018,2002,23,2018,2006,19,2020,2003,22
8,usa_NC_0032_0091,usa_NC_0032_0091,backward,1996_2024,-0.3017,0.2123,529,2010_2024,1.5419,0.6416,1.8436,False,False,False,False,False,False,False,2017,2001,24,2017,2001,24,1997,1997,28,2018,2003,22,2018,2002,23,2020,2005,20,2020,2003,22
8,usa_NC_0032_0092,usa_NC_0032_0092,backward,1996_2024,-0.1943,0.212,526,2010_2024,1.6427,0.6514,1.837,False,False,False,False,False,False,False,2001,2001,24,2001,2001,24,1996,1996,29,2018,2003,22,2002,2002,23,2020,2005,20,2020,2003,22
8,usa_NC_0032_0093,usa_NC_0032_0093,backward,1996_2024,-0.054,0.21,531,2010_2024,1.762,0.6455,1.816,False,False,False,False,False,False,False,2001,2001,24,2001,2001,24,1996,1996,29,2018,2003,22,2018,2002,23,2018,2005,20,2020,2003,22
8,usa_NC_0032_0094,usa_NC_0032_0094,backward,1996_2024,-0.0267,0.2233,521,2010_2024,2.0178,0.7035,2.0445,False,False,False,False,False,False,False,2001,2001,24,2018,2001,24,1996,1996,29,2018,2003,22,2018,2002,23,2018,2004,21,2020,2002,23
8,usa_NC_0032_0095,usa_NC_0032_0095,backward,1996_2024,-0.0948,0.225,526,2010_2024,2.1845,0.664,2.2793,False,False,False,False,False,False,False,2001,2001,24,2018,2001,24,1996,1996,29,2018,2003,22,2018,2002,23,2018,2004,21,2020,2002,23
9,usa_NC_0032_0096,usa_NC_0032_0096,backward,1996_2024,-0.0735,0.2181,529,2010_2024,2.3713,0.6345,2.4448,False,False,False,False,False,False,False,2018,2000,25,2018,2000,25,1996,1996,29,2018,2002,23,2018,2002,23,2020,2004,21,2020,2002,23
9,usa_NC_0032_0097,usa_NC_0032_0097,backward,1996_2024,0.0904,0.2077,520,2010_2024,2.663,0.5992,2.5726,False,False,False,False,False,False,False,2018,2000,25,2018,2000,25,1996,1996,29,2018,2002,23,2018,2001,24,2018,2004,21,2020,2002,23
9,usa_NC_0032_0098,usa_NC_0032_0098,backward,1996_2024,0.0984,0.1924,517,2010_2024,2.5708,0.5464,2.4724,False,False,False,False,False,False,False,2018,2000,25,2018,2000,25,1996,1996,29,2018,2002,23,2018,2001,24,2018,2004,21,2020,2001,24
9,usa_NC_0032_0099,usa_NC_0032_0099,backward,1996_2024,0.0954,0.182,513,2010_2024,2.5674,0.5069,2.472,False,False,False,False,False,False,False,2000,2000,25,2000,2000,25,1996,1996,29,2018,2002,23,2001,2001,24,2018,2004,21,2020,2001,24
9,usa_NC_0032_0100,usa_NC_0032_0100,backward,1996_2024,0.1508,0.1845,509,2010_2024,2.6654,0.4981,2.5146,False,False,False,False,False,False,False,2000,2000,25,2000,2000,25,1996,1996,29,2018,2002,23,2018,2001,24,2018,2004,21,2020,2001,24
9,usa_NC_0032_0101,usa_NC_0032_0101,backward,1996_2024,0.1399,0.171,519,2010_2024,2.5101,0.4509,2.3702,False,False,False,False,False,False,False,1999,1999,26,2018,2000,25,1996,1996,29,2018,2002,23,2018,2001,24,2019,2004,21,2019,2001,24
9,usa_NC_0032_0102,usa_NC_0032_0102,backward,1996_2024,0.1664,0.1729,516,2010_2024,2.6437,0.4546,2.4773,False,False,False,False,False,False,False,2019,1999,26,2019,2000,25,1996,1996,29,2019,2002,23,2019,2002,23,2019,2004,21,2019,2000,25
9,usa_NC_0032_0103,usa_NC_0032_0103,backward,1996_2024,0.2618,0.1799,506,2010_2024,2.872,0.4736,2.6102,False,False,False,False,False,False,False,1998,1998,27,2019,1999,26,1996,1996,29,2019,2002,23,2019,2001,24,2019,2004,21,2019,2000,25
9,usa_NC_0032_0104,usa_NC_0032_0104,backward,1996_2024,0.3046,0.1796,510,2010_2024,2.921,0.4595,2.6164,False,False,False,False,False,False,False,2019,1998,27,2019,1999,26,2019,1996,29,2019,2001,24,2019,2001,24,2019,2004,21,2019,2000,25
10,usa_NC_0032_0105,usa_NC_0032_0105,backward,1996_2024,0.4012,0.1812,505,2010_2024,3.1489,0.4612,2.7477,False,False,False,False,False,False,False,1998,1998,27,1999,1999,26,1996,1996,29,2019,2002,23,2019,2001,24,2019,2004,21,2019,2001,24
10,usa_NC_0032_0106,usa_NC_0032_0106,backward,1996_2024,0.4617,0.1829,506,2010_2024,3.2514,0.4732,2.7897,False,False,False,False,False,False,False,1998,1998,27,2000,2000,25,1997,1997,28,2018,2002,23,2018,2002,23,2019,2004,21,2020,2001,24
10,usa_NC_0032_0107,usa_NC_0032_0107,backward,1996_2024,0.5819,0.185,515,2010_2024,3.3941,0.4756,2.8122,False,False,False,False,False,False,False,1998,1998,27,2000,2000,25,1997,1997,28,2018,2002,23,2018,2001,24,2019,2004,21,2020,2001,24
10,usa_NC_0032_0108,usa_NC_0032_0108,backward,1996_2024,0.728,0.1902,519,2010_2024,3.6918,0.4736,2.9638,False,False,False,False,False,False,False,2018,1998,27,2018,2000,25,1998,1998,27,2018,2002,23,2018,2001,24,2018,2003,22,2020,2001,24
10,usa_NC_0032_0109,usa_NC_0032_0109,backward,1996_2024,0.7919,0.1913,515,2010_2024,3.9201,0.4621,3.1282,False,False,False,False,False,False,False,1998,1998,27,2018,1998,27,1997,1997,28,2018,2001,24,2018,2001,24,2018,2003,22,2020,2000,25
10,usa_NC_0032_0110,usa_NC_0032_0110,backward,1996_2024,0.8147,0.1963,512,2010_2024,3.9814,0.4665,3.1667,False,False,False,False,False,False,False,2018,1997,28,2018,1998,27,2018,1997,28,2018,2001,24,2018,2000,25,2018,2003,22,2020,2000,25
10,usa_NC_0032_0111,usa_NC_0032_0111,backward,1996_2024,0.8544,0.1894,519,2010_2024,4.0126,0.4346,3.1582,False,False,False,False,False,False,False,1997,1997,28,1998,1998,27,1997,1997,28,2001,2001,24,2000,2000,25,2018,2003,22,2020,2000,25
10,usa_NC_0032_0112,usa_NC_0032_0112,backward,1996_2024,0.8564,0.1863,515,2010_2024,4.0024,0.4341,3.146,False,False,False,False,False,False,False,1997,1997,28,1999,1999,26,1997,1997,28,2001,2001,24,2001,2001,24,2018,2003,22,2020,2000,25
10,usa_NC_0032_0113,usa_NC_0032_0113,backward,1996_2024,0.8494,0.1896,516,2010_2024,4.0091,0.4404,3.1597,False,False,False,False,False,False,False,2018,1998,27,2018,2000,25,2018,1997,28,2018,2001,24,2018,2001,24,2018,2003,22,2019,2000,25
10,usa_NC_0032_0114,usa_NC_0032_0114,backward,1996_2024,0.8032,0.1868,525,2010_2024,3.8289,0.4277,3.0257,False,False,False,False,False,False,False,2018,1998,27,2018,2000,25,2018,1997,28,2018,2001,24,2018,2001,24,2018,2003,22,2020,2000,25
11,usa_NC_0032_0115,usa_NC_0032_0115,backward,1996_2024,0.9105,0.1891,511,2010_2024,4.0339,0.434,3.1234,False,False,False,False,False,False,False,1998,1998,27,2000,2000,25,1998,1998,27,2001,2001,24,2001,2001,24,2019,2003,22,2019,2000,25
11,usa_NC_0032_0116,usa_NC_0032_0116,backward,1996_2024,0.8597,0.198,463,2010_2024,4.3617,0.4265,3.502,False,False,False,False,False,False,False,1997,1997,28,1998,1998,27,1997,1997,28,2001,2001,24,2000,2000,25,2020,2002,23,2020,2000,25
11,usa_NC_0032_0117,usa_NC_0032_0117,backward,1996_2024,0.8046,0.201,461,2010_2024,4.3156,0.4402,3.511,False,False,False,False,False,False,False,1997,1997,28,1998,1998,27,1996,1996,29,2018,2001,24,2018,2000,25,2020,2002,23,2020,2000,25
