Year,Month,Decimal_Year,Monthly_MSL_m,Monthly_MSL_mm,Trend_m,Trend_mm,Residual_m,Residual_mm
1985,11,1985.87500,0.06400,64.00000,-0.03123,-31.23456,0.09523,95.23456
1985,12,1985.95833,-0.03800,-38.00000,-0.03091,-30.90836,-0.00709,-7.09164
1986,1,1986.04167,-0.17300,-173.00000,-0.03058,-30.58215,-0.14242,-142.41785
1986,2,1986.12500,0.04500,45.00000,-0.03026,-30.25594,0.07526,75.25594
1986,3,1986.20833,-0.14300,-143.00000,-0.02993,-29.92974,-0.11307,-113.07026
1986,4,1986.29167,0.07800,78.00000,-0.02960,-29.60353,0.10760,107.60353
1986,5,1986.37500,-0.01500,-15.00000,-0.02928,-29.27733,0.01428,14.27733
1986,6,1986.45833,-0.11400,-114.00000,-0.02895,-28.95112,-0.08505,-85.04888
1986,7,1986.54167,0.00000,0.00000,-0.02862,-28.62491,0.02862,28.62491
1986,8,1986.62500,-0.01300,-13.00000,-0.02830,-28.29871,0.01530,15.29871
1986,9,1986.70833,-0.10200,-102.00000,-0.02797,-27.97250,-0.07403,-74.02750
1986,10,1986.79167,-0.00800,-8.00000,-0.02765,-27.64629,0.01965,19.64629
1986,11,1986.87500,0.00000,0.00000,-0.02732,-27.32009,0.02732,27.32009
1986,12,1986.95833,0.03900,39.00000,-0.02699,-26.99388,0.06599,65.99388
1987,1,1987.04167,0.08000,80.00000,-0.02667,-26.66768,0.10667,106.66768
1987,2,1987.12500,0.04800,48.00000,-0.02634,-26.34147,0.07434,74.34147
1987,3,1987.20833,0.12500,125.00000,-0.02602,-26.01526,0.15102,151.01526
1987,4,1987.29167,0.10000,100.00000,-0.02569,-25.68906,0.12569,125.68906
1987,5,1987.37500,-0.01800,-18.00000,-0.02536,-25.36285,0.00736,7.36285
1987,6,1987.45833,-0.02000,-20.00000,-0.02504,-25.03664,0.00504,5.03664
1987,7,1987.54167,0.03700,37.00000,-0.02471,-24.71044,0.06171,61.71044
1987,8,1987.62500,0.03000,30.00000,-0.02438,-24.38423,0.05438,54.38423
1987,9,1987.70833,-0.05600,-56.00000,-0.02406,-24.05803,-0.03194,-31.94197
1987,10,1987.79167,-0.05700,-57.00000,-0.02373,-23.73182,-0.03327,-33.26818
1987,11,1987.87500,-0.04600,-46.00000,-0.02341,-23.40561,-0.02259,-22.59439
1987,12,1987.95833,0.01400,14.00000,-0.02308,-23.07941,0.03708,37.07941
1988,1,1988.04167,0.00100,1.00000,-0.02275,-22.75320,0.02375,23.75320
1988,2,1988.12500,-0.00600,-6.00000,-0.02243,-22.42700,0.01643,16.42700
1988,3,1988.20833,-0.08200,-82.00000,-0.02210,-22.10079,-0.05990,-59.89921
1988,4,1988.29167,0.09400,94.00000,-0.02177,-21.77458,0.11577,115.77458
1988,5,1988.37500,-0.02700,-27.00000,-0.02145,-21.44838,-0.00555,-5.55162
1988,6,1988.45833,-0.03500,-35.00000,-0.02112,-21.12217,-0.01388,-13.87783
1988,7,1988.54167,-0.11900,-119.00000,-0.02080,-20.79596,-0.09820,-98.20404
1988,8,1988.62500,-0.12600,-126.00000,-0.02047,-20.46976,-0.10553,-105.53024
1988,9,1988.70833,-0.19700,-197.00000,-0.02014,-20.14355,-0.17686,-176.85645
1988,10,1988.79167,-0.17200,-172.00000,-0.01982,-19.81735,-0.15218,-152.18265
1988,11,1988.87500,-0.14600,-146.00000,-0.01949,-19.49114,-0.12651,-126.50886
1988,12,1988.95833,-0.13800,-138.00000,-0.01916,-19.16493,-0.11884,-118.83507
1989,1,1989.04167,-0.03600,-36.00000,-0.01884,-18.83873,-0.01716,-17.16127
1989,2,1989.12500,-0.01600,-16.00000,-0.01851,-18.51252,0.00251,2.51252
1989,3,1989.20833,-0.00300,-3.00000,-0.01819,-18.18632,0.01519,15.18632
1989,4,1989.29167,-0.08600,-86.00000,-0.01786,-17.86011,-0.06814,-68.13989
1989,5,1989.37500,-0.06600,-66.00000,-0.01753,-17.53390,-0.04847,-48.46610
1989,6,1989.45833,-0.06500,-65.00000,-0.01721,-17.20770,-0.04779,-47.79230
1989,7,1989.54167,-0.01800,-18.00000,-0.01688,-16.88149,-0.00112,-1.11851
1989,8,1989.62500,0.02400,24.00000,-0.01656,-16.55528,0.04056,40.55528
1989,9,1989.70833,-0.02900,-29.00000,-0.01623,-16.22908,-0.01277,-12.77092
1989,10,1989.79167,-0.09600,-96.00000,-0.01590,-15.90287,-0.08010,-80.09713
1989,11,1989.87500,-0.11600,-116.00000,-0.01558,-15.57667,-0.10042,-100.42333
1989,12,1989.95833,-0.03200,-32.00000,-0.01525,-15.25046,-0.01675,-16.74954
1990,1,1990.04167,-0.14900,-149.00000,-0.01492,-14.92425,-0.13408,-134.07575
1990,2,1990.12500,-0.08900,-89.00000,-0.01460,-14.59805,-0.07440,-74.40195
1990,3,1990.20833,-0.08800,-88.00000,-0.01427,-14.27184,-0.07373,-73.72816
1990,4,1990.29167,-0.09500,-95.00000,-0.01395,-13.94563,-0.08105,-81.05437
1990,5,1990.37500,-0.02100,-21.00000,-0.01362,-13.61943,-0.00738,-7.38057
1990,6,1990.45833,-0.05300,-53.00000,-0.01329,-13.29322,-0.03971,-39.70678
1990,7,1990.54167,-0.01800,-18.00000,-0.01297,-12.96702,-0.00503,-5.03298
1990,8,1990.62500,0.01400,14.00000,-0.01264,-12.64081,0.02664,26.64081
1990,9,1990.70833,-0.03500,-35.00000,-0.01231,-12.31460,-0.02269,-22.68540
1990,10,1990.79167,-0.07500,-75.00000,-0.01199,-11.98840,-0.06301,-63.01160
1990,11,1990.87500,-0.03300,-33.00000,-0.01166,-11.66219,-0.02134,-21.33781
1990,12,1990.95833,-0.05000,-50.00000,-0.01134,-11.33599,-0.03866,-38.66401
1991,1,1991.04167,0.07100,71.00000,-0.01101,-11.00978,0.08201,82.00978
1991,2,1991.12500,-0.00600,-6.00000,-0.01068,-10.68357,0.00468,4.68357
1991,3,1991.20833,0.09700,97.00000,-0.01036,-10.35737,0.10736,107.35737
1991,4,1991.29167,0.01400,14.00000,-0.01003,-10.03116,0.02403,24.03116
1991,5,1991.37500,-0.02400,-24.00000,-0.00970,-9.70495,-0.01430,-14.29505
1991,6,1991.45833,0.06900,69.00000,-0.00938,-9.37875,0.07838,78.37875
1991,7,1991.54167,0.07000,70.00000,-0.00905,-9.05254,0.07905,79.05254
1991,8,1991.62500,-0.01300,-13.00000,-0.00873,-8.72634,-0.00427,-4.27366
1991,9,1991.70833,-0.05900,-59.00000,-0.00840,-8.40013,-0.05060,-50.59987
1991,10,1991.79167,0.03200,32.00000,-0.00807,-8.07392,0.04007,40.07392
1991,11,1991.87500,0.04000,40.00000,-0.00775,-7.74772,0.04775,47.74772
1991,12,1991.95833,-0.05000,-50.00000,-0.00742,-7.42151,-0.04258,-42.57849
1992,1,1992.04167,0.03700,37.00000,-0.00710,-7.09530,0.04410,44.09530
1992,2,1992.12500,0.09100,91.00000,-0.00677,-6.76910,0.09777,97.76910
1992,3,1992.20833,-0.01200,-12.00000,-0.00644,-6.44289,-0.00556,-5.55711
1992,4,1992.29167,0.01400,14.00000,-0.00612,-6.11669,0.02012,20.11669
1992,5,1992.37500,0.05900,59.00000,-0.00579,-5.79048,0.06479,64.79048
1992,6,1992.45833,0.04100,41.00000,-0.00546,-5.46427,0.04646,46.46427
1992,7,1992.54167,0.00600,6.00000,-0.00514,-5.13807,0.01114,11.13807
1992,8,1992.62500,-0.01900,-19.00000,-0.00481,-4.81186,-0.01419,-14.18814
1992,9,1992.70833,-0.05600,-56.00000,-0.00449,-4.48566,-0.05151,-51.51434
1992,10,1992.79167,-0.06300,-63.00000,-0.00416,-4.15945,-0.05884,-58.84055
1992,11,1992.87500,-0.00600,-6.00000,-0.00383,-3.83324,-0.00217,-2.16676
1992,12,1992.95833,0.00500,5.00000,-0.00351,-3.50704,0.00851,8.50704
1993,1,1993.04167,0.05600,56.00000,-0.00318,-3.18083,0.05918,59.18083
1993,2,1993.12500,0.11200,112.00000,-0.00285,-2.85462,0.11485,114.85462
1993,3,1993.20833,-0.00600,-6.00000,-0.00253,-2.52842,-0.00347,-3.47158
1993,4,1993.29167,0.10900,109.00000,-0.00220,-2.20221,0.11120,111.20221
1993,5,1993.37500,0.01900,19.00000,-0.00188,-1.87601,0.02088,20.87601
1993,6,1993.45833,-0.02600,-26.00000,-0.00155,-1.54980,-0.02445,-24.45020
1993,7,1993.54167,0.04600,46.00000,-0.00122,-1.22359,0.04722,47.22359
1993,8,1993.62500,0.01700,17.00000,-0.00090,-0.89739,0.01790,17.89739
1993,9,1993.70833,-0.07500,-75.00000,-0.00057,-0.57118,-0.07443,-74.42882
1993,10,1993.79167,-0.05700,-57.00000,-0.00024,-0.24497,-0.05676,-56.75503
1993,11,1993.87500,-0.03600,-36.00000,0.00008,0.08123,-0.03608,-36.08123
1993,12,1993.95833,0.11800,118.00000,0.00041,0.40744,0.11759,117.59256
1994,1,1994.04167,-0.09600,-96.00000,0.00073,0.73364,-0.09673,-96.73364
1994,2,1994.12500,-0.00500,-5.00000,0.00106,1.05985,-0.00606,-6.05985
1994,3,1994.20833,0.00400,4.00000,0.00139,1.38606,0.00261,2.61394
1994,4,1994.29167,-0.12900,-129.00000,0.00171,1.71226,-0.13071,-130.71226
1994,5,1994.37500,0.04700,47.00000,0.00204,2.03847,0.04496,44.96153
1994,6,1994.45833,-0.09300,-93.00000,0.00236,2.36467,-0.09536,-95.36467
1994,7,1994.54167,-0.09700,-97.00000,0.00269,2.69088,-0.09969,-99.69088
1994,8,1994.62500,-0.08600,-86.00000,0.00302,3.01709,-0.08902,-89.01709
1994,9,1994.70833,-0.05200,-52.00000,0.00334,3.34329,-0.05534,-55.34329
1994,10,1994.79167,-0.00200,-2.00000,0.00367,3.66950,-0.00567,-5.66950
1994,11,1994.87500,-0.07100,-71.00000,0.00400,3.99571,-0.07500,-74.99571
1994,12,1994.95833,0.07400,74.00000,0.00432,4.32191,0.06968,69.67809
1995,1,1995.04167,-0.03800,-38.00000,0.00465,4.64812,-0.04265,-42.64812
1995,2,1995.12500,-0.11200,-112.00000,0.00497,4.97432,-0.11697,-116.97432
1995,3,1995.20833,0.02400,24.00000,0.00530,5.30053,0.01870,18.69947
1995,4,1995.29167,-0.06400,-64.00000,0.00563,5.62674,-0.06963,-69.62674
1995,5,1995.37500,0.01000,10.00000,0.00595,5.95294,0.00405,4.04706
1995,6,1995.45833,0.00500,5.00000,0.00628,6.27915,-0.00128,-1.27915
1995,7,1995.54167,-0.02500,-25.00000,0.00661,6.60536,-0.03161,-31.60536
1995,8,1995.62500,0.09800,98.00000,0.00693,6.93156,0.09107,91.06844
1995,9,1995.70833,0.02600,26.00000,0.00726,7.25777,0.01874,18.74223
1995,10,1995.79167,-0.06700,-67.00000,0.00758,7.58397,-0.07458,-74.58397
1995,11,1995.87500,-0.02400,-24.00000,0.00791,7.91018,-0.03191,-31.91018
1995,12,1995.95833,0.01500,15.00000,0.00824,8.23639,0.00676,6.76361
1996,1,1996.04167,0.07400,74.00000,0.00856,8.56259,0.06544,65.43741
1996,2,1996.12500,0.00000,0.00000,0.00889,8.88880,-0.00889,-8.88880
1996,3,1996.20833,-0.03800,-38.00000,0.00922,9.21500,-0.04722,-47.21500
1996,4,1996.29167,-0.03500,-35.00000,0.00954,9.54121,-0.04454,-44.54121
1996,5,1996.37500,-0.02700,-27.00000,0.00987,9.86742,-0.03687,-36.86742
1996,6,1996.45833,-0.01400,-14.00000,0.01019,10.19362,-0.02419,-24.19362
1996,7,1996.54167,-0.01300,-13.00000,0.01052,10.51983,-0.02352,-23.51983
1996,8,1996.62500,0.03400,34.00000,0.01085,10.84604,0.02315,23.15396
1996,9,1996.70833,0.07600,76.00000,0.01117,11.17224,0.06483,64.82776
1996,10,1996.79167,0.05800,58.00000,0.01150,11.49845,0.04650,46.50155
1996,11,1996.87500,0.06400,64.00000,0.01182,11.82465,0.05218,52.17535
1996,12,1996.95833,0.13200,132.00000,0.01215,12.15086,0.11985,119.84914
1997,1,1997.04167,0.03900,39.00000,0.01248,12.47707,0.02652,26.52293
1997,2,1997.12500,0.03200,32.00000,0.01280,12.80327,0.01920,19.19673
1997,3,1997.20833,0.03900,39.00000,0.01313,13.12948,0.02587,25.87052
1997,4,1997.29167,0.15400,154.00000,0.01346,13.45569,0.14054,140.54431
1997,5,1997.37500,-0.04900,-49.00000,0.01378,13.78189,-0.06278,-62.78189
1997,6,1997.45833,0.11500,115.00000,0.01411,14.10810,0.10089,100.89190
1997,7,1997.54167,0.02900,29.00000,0.01443,14.43430,0.01457,14.56570
1997,8,1997.62500,0.02900,29.00000,0.01476,14.76051,0.01424,14.23949
1997,9,1997.70833,-0.00900,-9.00000,0.01509,15.08672,-0.02409,-24.08672
1997,10,1997.79167,0.03200,32.00000,0.01541,15.41292,0.01659,16.58708
1997,11,1997.87500,0.06400,64.00000,0.01574,15.73913,0.04826,48.26087
1997,12,1997.95833,0.07300,73.00000,0.01607,16.06533,0.05693,56.93467
1998,1,1998.04167,0.11700,117.00000,0.01639,16.39154,0.10061,100.60846
1998,2,1998.12500,0.27600,276.00000,0.01672,16.71775,0.25928,259.28225
1998,3,1998.20833,0.02400,24.00000,0.01704,17.04395,0.00696,6.95605
1998,4,1998.29167,0.07100,71.00000,0.01737,17.37016,0.05363,53.62984
1998,5,1998.37500,0.15600,156.00000,0.01770,17.69637,0.13830,138.30363
1998,6,1998.45833,0.07100,71.00000,0.01802,18.02257,0.05298,52.97743
1998,7,1998.54167,0.07900,79.00000,0.01835,18.34878,0.06065,60.65122
1998,8,1998.62500,0.10200,102.00000,0.01867,18.67498,0.08333,83.32502
1998,9,1998.70833,0.01200,12.00000,0.01900,19.00119,-0.00700,-7.00119
1998,10,1998.79167,-0.01700,-17.00000,0.01933,19.32740,-0.03633,-36.32740
1998,11,1998.87500,-0.00700,-7.00000,0.01965,19.65360,-0.02665,-26.65360
1998,12,1998.95833,0.07500,75.00000,0.01998,19.97981,0.05502,55.02019
1999,1,1999.04167,-0.02800,-28.00000,0.02031,20.30601,-0.04831,-48.30601
1999,2,1999.12500,0.17500,175.00000,0.02063,20.63222,0.15437,154.36778
1999,3,1999.20833,0.04400,44.00000,0.02096,20.95843,0.02304,23.04157
1999,4,1999.29167,0.07900,79.00000,0.02128,21.28463,0.05772,57.71537
1999,5,1999.37500,0.11600,116.00000,0.02161,21.61084,0.09439,94.38916
1999,6,1999.45833,0.04900,49.00000,0.02194,21.93705,0.02706,27.06295
1999,7,1999.54167,0.04900,49.00000,0.02226,22.26325,0.02674,26.73675
1999,8,1999.62500,0.08100,81.00000,0.02259,22.58946,0.05841,58.41054
1999,9,1999.70833,0.01800,18.00000,0.02292,22.91566,-0.00492,-4.91566
1999,10,1999.79167,-0.06100,-61.00000,0.02324,23.24187,-0.08424,-84.24187
1999,11,1999.87500,-0.02900,-29.00000,0.02357,23.56808,-0.05257,-52.56808
1999,12,1999.95833,-0.00300,-3.00000,0.02389,23.89428,-0.02689,-26.89428
2000,1,2000.04167,-0.03400,-34.00000,0.02422,24.22049,-0.05822,-58.22049
2000,2,2000.12500,-0.11100,-111.00000,0.02455,24.54670,-0.13555,-135.54670
2000,3,2000.20833,0.02500,25.00000,0.02487,24.87290,0.00013,0.12710
2000,4,2000.29167,0.02500,25.00000,0.02520,25.19911,-0.00020,-0.19911
2000,5,2000.37500,0.02600,26.00000,0.02553,25.52531,0.00047,0.47469
2000,6,2000.45833,-0.04100,-41.00000,0.02585,25.85152,-0.06685,-66.85152
2000,7,2000.54167,0.07600,76.00000,0.02618,26.17773,0.04982,49.82227
2000,8,2000.62500,0.01400,14.00000,0.02650,26.50393,-0.01250,-12.50393
2000,9,2000.70833,0.02400,24.00000,0.02683,26.83014,-0.00283,-2.83014
2000,10,2000.79167,0.01300,13.00000,0.02716,27.15634,-0.01416,-14.15634
2000,11,2000.87500,0.04800,48.00000,0.02748,27.48255,0.02052,20.51745
2000,12,2000.95833,-0.04500,-45.00000,0.02781,27.80876,-0.07281,-72.80876
2001,1,2001.04167,0.00500,5.00000,0.02813,28.13496,-0.02313,-23.13496
2001,2,2001.12500,-0.05500,-55.00000,0.02846,28.46117,-0.08346,-83.46117
2001,3,2001.20833,0.06300,63.00000,0.02879,28.78738,0.03421,34.21262
2001,4,2001.29167,-0.00200,-2.00000,0.02911,29.11358,-0.03111,-31.11358
2001,5,2001.37500,0.05600,56.00000,0.02944,29.43979,0.02656,26.56021
2001,6,2001.45833,0.01500,15.00000,0.02977,29.76599,-0.01477,-14.76599
2001,7,2001.54167,0.07200,72.00000,0.03009,30.09220,0.04191,41.90780
2001,8,2001.62500,-0.01500,-15.00000,0.03042,30.41841,-0.04542,-45.41841
2001,9,2001.70833,0.07700,77.00000,0.03074,30.74461,0.04626,46.25539
2001,10,2001.79167,-0.02600,-26.00000,0.03107,31.07082,-0.05707,-57.07082
2001,11,2001.87500,0.01000,10.00000,0.03140,31.39703,-0.02140,-21.39703
2001,12,2001.95833,0.08500,85.00000,0.03172,31.72323,0.05328,53.27677
2002,1,2002.04167,-0.06800,-68.00000,0.03205,32.04944,-0.10005,-100.04944
2002,2,2002.12500,0.06700,67.00000,0.03238,32.37564,0.03462,34.62436
2002,3,2002.20833,-0.09900,-99.00000,0.03270,32.70185,-0.13170,-131.70185
2002,4,2002.29167,-0.02100,-21.00000,0.03303,33.02806,-0.05403,-54.02806
2002,5,2002.37500,-0.04500,-45.00000,0.03335,33.35426,-0.07835,-78.35426
2002,6,2002.45833,0.01600,16.00000,0.03368,33.68047,-0.01768,-17.68047
2002,7,2002.54167,0.04700,47.00000,0.03401,34.00667,0.01299,12.99333
2002,8,2002.62500,0.03600,36.00000,0.03433,34.33288,0.00167,1.66712
2002,9,2002.70833,0.06900,69.00000,0.03466,34.65909,0.03434,34.34091
2002,10,2002.79167,0.12600,126.00000,0.03499,34.98529,0.09101,91.01471
2002,11,2002.87500,-0.02300,-23.00000,0.03531,35.31150,-0.05831,-58.31150
2002,12,2002.95833,0.01600,16.00000,0.03564,35.63771,-0.01964,-19.63771
2003,1,2003.04167,0.02200,22.00000,0.03596,35.96391,-0.01396,-13.96391
2003,2,2003.12500,-0.05200,-52.00000,0.03629,36.29012,-0.08829,-88.29012
2003,3,2003.20833,0.07900,79.00000,0.03662,36.61632,0.04238,42.38368
2003,4,2003.29167,0.12100,121.00000,0.03694,36.94253,0.08406,84.05747
2003,5,2003.37500,0.10100,101.00000,0.03727,37.26874,0.06373,63.73126
2003,6,2003.45833,0.09200,92.00000,0.03759,37.59494,0.05441,54.40506
2003,7,2003.54167,-0.00800,-8.00000,0.03792,37.92115,-0.04592,-45.92115
2003,8,2003.62500,-0.05500,-55.00000,0.03825,38.24736,-0.09325,-93.24736
2003,9,2003.70833,0.10200,102.00000,0.03857,38.57356,0.06343,63.42644
2003,10,2003.79167,0.03200,32.00000,0.03890,38.89977,-0.00690,-6.89977
2003,11,2003.87500,0.02700,27.00000,0.03923,39.22597,-0.01223,-12.22597
2003,12,2003.95833,0.03500,35.00000,0.03955,39.55218,-0.00455,-4.55218
2004,1,2004.04167,0.01100,11.00000,0.03988,39.87839,-0.02888,-28.87839
2004,2,2004.12500,0.04100,41.00000,0.04020,40.20459,0.00080,0.79541
2004,3,2004.20833,0.00800,8.00000,0.04053,40.53080,-0.03253,-32.53080
2004,4,2004.29167,-0.02000,-20.00000,0.04086,40.85700,-0.06086,-60.85700
2004,5,2004.37500,-0.06400,-64.00000,0.04118,41.18321,-0.10518,-105.18321
2004,6,2004.45833,0.01500,15.00000,0.04151,41.50942,-0.02651,-26.50942
2004,7,2004.54167,0.04200,42.00000,0.04184,41.83562,0.00016,0.16438
2004,8,2004.62500,0.01200,12.00000,0.04216,42.16183,-0.03016,-30.16183
2004,9,2004.70833,0.07300,73.00000,0.04249,42.48804,0.03051,30.51196
2004,10,2004.79167,0.13100,131.00000,0.04281,42.81424,0.08819,88.18576
2004,11,2004.87500,0.08000,80.00000,0.04314,43.14045,0.03686,36.85955
2004,12,2004.95833,0.04900,49.00000,0.04347,43.46665,0.00553,5.53335
