ws_peak_dam_yr,rod_amplitude,rod_width_domains,avon_north_dam_yr,rmse_p1,rmse_p2,combined_score,pareto_optimal
0.5,-0.5,7,0.55,0.2773,0.3189,0.2981,False
0.25,-0.6,5,0.1,0.2422,0.354,0.2981,False
0.2,-0.55,6,0.55,0.239,0.3571,0.2981,False
0.2,-0.55,6,0.25,0.234,0.3623,0.2982,False
0.5,-0.55,5,0.25,0.2832,0.3134,0.2983,False
0.6,-0.45,5,0.25,0.3063,0.2903,0.2983,False
0.65,-0.3,5,0.05,0.3242,0.2724,0.2983,False
0.65,-0.35,6,0.2,0.3161,0.2804,0.2983,False
0.55,-0.6,3,0.1,0.3021,0.2948,0.2984,False
0.4,-0.6,5,0.25,0.2651,0.3317,0.2984,False
0.2,-0.6,5,0.15,0.2368,0.3602,0.2985,False
0.65,-0.4,4,0.45,0.328,0.2689,0.2985,False
0.65,-0.4,4,0.4,0.3273,0.2699,0.2986,False
0.15,-0.6,5,0.4,0.2345,0.3626,0.2986,False
0.5,-0.5,6,0.1,0.2777,0.3195,0.2986,False
0.65,-0.35,7,0.15,0.3103,0.2868,0.2986,False
0.5,-0.6,4,0.2,0.2879,0.3096,0.2987,False
0.15,-0.6,5,0.45,0.2355,0.3619,0.2987,False
0.65,-0.4,4,0.5,0.3291,0.2683,0.2987,False
0.15,-0.6,5,0.35,0.2338,0.3636,0.2987,False
0.05,-0.55,5,0.25,0.2237,0.3738,0.2987,False
0.35,-0.55,6,0.1,0.2522,0.3453,0.2987,False
0.5,-0.5,7,0.25,0.273,0.3247,0.2988,False
0.6,-0.5,4,0.45,0.3137,0.2841,0.2989,False
0.05,-0.55,5,0.55,0.2289,0.3688,0.2989,False
0.6,-0.5,4,0.4,0.3129,0.285,0.299,False
0.55,-0.55,4,0.2,0.2988,0.2991,0.299,False
0.65,-0.4,4,0.35,0.3268,0.2712,0.299,False
0.6,-0.4,6,0.05,0.302,0.296,0.299,False
0.6,-0.5,4,0.5,0.3147,0.2835,0.2991,False
0.05,-0.45,7,0.4,0.2223,0.3759,0.2991,False
0.15,-0.6,5,0.5,0.2369,0.3615,0.2992,False
0.15,-0.6,5,0.3,0.2336,0.3649,0.2992,False
0.6,-0.55,3,0.25,0.3152,0.2831,0.2992,False
0.05,-0.45,7,0.35,0.2217,0.3768,0.2992,False
0.2,-0.5,7,0.1,0.231,0.3675,0.2992,False
0.65,-0.4,4,0.55,0.3304,0.268,0.2992,False
0.6,-0.4,7,0.05,0.2962,0.3023,0.2993,False
0.05,-0.45,7,0.45,0.2234,0.3752,0.2993,False
0.45,-0.55,6,0.4,0.2712,0.3274,0.2993,False
0.45,-0.55,6,0.45,0.2721,0.3266,0.2993,False
0.2,-0.55,6,0.2,0.2346,0.3641,0.2993,False
0.6,-0.5,4,0.35,0.3124,0.2863,0.2993,False
0.65,-0.45,3,0.45,0.3319,0.2667,0.2993,False
0.4,-0.55,6,0.15,0.2605,0.3384,0.2994,False
0.25,-0.55,6,0.1,0.2396,0.3591,0.2994,False
0.55,-0.5,5,0.15,0.2942,0.3046,0.2994,False
0.65,-0.45,3,0.4,0.3311,0.2677,0.2994,False
0.65,-0.35,3,0.05,0.3317,0.2672,0.2995,False
0.35,-0.6,5,0.1,0.2572,0.3419,0.2995,False
0.15,-0.5,7,0.4,0.2297,0.3693,0.2995,False
0.6,-0.45,6,0.45,0.3036,0.2954,0.2995,False
0.6,-0.45,6,0.4,0.3028,0.2963,0.2995,False
0.65,-0.45,3,0.5,0.3329,0.2661,0.2995,False
0.4,-0.6,5,0.2,0.2656,0.3337,0.2996,False
0.6,-0.45,5,0.2,0.3068,0.2925,0.2996,False
0.65,-0.4,3,0.15,0.3303,0.2688,0.2996,False
0.15,-0.5,7,0.45,0.2307,0.3685,0.2996,False
0.15,-0.5,7,0.35,0.229,0.3702,0.2996,False
0.5,-0.55,5,0.2,0.2837,0.3155,0.2996,False
0.45,-0.55,6,0.35,0.2707,0.3284,0.2996,False
0.6,-0.5,4,0.55,0.3161,0.2832,0.2997,False
0.45,-0.55,6,0.5,0.2733,0.326,0.2997,False
0.05,-0.45,7,0.3,0.2214,0.378,0.2997,False
0.6,-0.5,3,0.05,0.3156,0.2838,0.2997,False
0.6,-0.45,6,0.5,0.3047,0.2949,0.2998,False
0.65,-0.4,4,0.3,0.3267,0.2729,0.2998,False
0.65,-0.45,3,0.35,0.3307,0.269,0.2998,False
0.65,-0.35,5,0.15,0.3224,0.2772,0.2998,False
0.05,-0.45,7,0.5,0.2249,0.3747,0.2998,False
0.05,-0.55,5,0.2,0.2243,0.3755,0.2999,False
0.65,-0.35,6,0.15,0.3169,0.283,0.2999,False
0.6,-0.45,6,0.35,0.3023,0.2975,0.2999,False
0.6,-0.5,4,0.3,0.3122,0.2878,0.3,False
0.65,-0.45,3,0.55,0.3342,0.2658,0.3,False
0.15,-0.6,5,0.55,0.2388,0.3613,0.3,False
0.3,-0.6,5,0.05,0.2503,0.3498,0.3,False
0.15,-0.5,7,0.5,0.2322,0.3681,0.3001,False
0.65,-0.35,4,0.1,0.3276,0.2726,0.3001,False
0.45,-0.55,6,0.3,0.2705,0.3298,0.3001,False
0.15,-0.5,7,0.3,0.2288,0.3714,0.3001,False
0.5,-0.5,7,0.2,0.2735,0.3266,0.3001,False
0.15,-0.6,5,0.25,0.2338,0.3664,0.3001,False
0.55,-0.45,7,0.05,0.2841,0.3162,0.3002,False
0.45,-0.5,7,0.05,0.2645,0.3359,0.3002,False
0.1,-0.5,6,0.05,0.2255,0.3749,0.3002,False
0.25,-0.6,5,0.05,0.2439,0.3566,0.3003,False
0.3,-0.55,6,0.05,0.2465,0.354,0.3003,False
0.2,-0.6,5,0.1,0.2382,0.3625,0.3003,False
0.5,-0.6,4,0.15,0.2887,0.3119,0.3003,False
0.45,-0.55,6,0.55,0.2749,0.3258,0.3004,False
0.6,-0.45,4,0.05,0.3124,0.2884,0.3004,False
0.55,-0.5,6,0.45,0.2922,0.3087,0.3004,False
0.6,-0.45,6,0.55,0.3061,0.2946,0.3004,False
0.55,-0.5,6,0.4,0.2914,0.3095,0.3004,False
0.6,-0.55,3,0.2,0.3157,0.2854,0.3005,False
0.05,-0.45,7,0.25,0.2216,0.3795,0.3005,False
0.55,-0.55,4,0.15,0.2996,0.3016,0.3006,False
0.65,-0.45,3,0.3,0.3305,0.2707,0.3006,False
0.6,-0.45,6,0.3,0.3021,0.299,0.3006,False
0.65,-0.35,7,0.1,0.3114,0.2897,0.3006,False
0.55,-0.6,3,0.05,0.3035,0.2979,0.3007,False
0.55,-0.5,6,0.5,0.2934,0.3081,0.3007,False
0.05,-0.45,7,0.55,0.2269,0.3745,0.3007,False
0.2,-0.55,6,0.15,0.2356,0.3661,0.3008,False
0.55,-0.5,6,0.35,0.2909,0.3107,0.3008,False
0.5,-0.5,6,0.05,0.2792,0.3224,0.3008,False
0.65,-0.4,4,0.25,0.3268,0.2749,0.3008,False
0.6,-0.45,7,0.45,0.2982,0.3035,0.3009,False
0.35,-0.55,6,0.05,0.2539,0.3479,0.3009,False
0.15,-0.5,7,0.25,0.229,0.3729,0.3009,False
0.6,-0.45,7,0.4,0.2974,0.3044,0.3009,False
0.15,-0.5,7,0.55,0.2341,0.3679,0.301,False
0.05,-0.5,6,0.4,0.2258,0.3762,0.301,False
0.45,-0.55,6,0.25,0.2706,0.3315,0.301,False
0.5,-0.55,5,0.15,0.2845,0.3178,0.3011,False
0.6,-0.5,4,0.25,0.3124,0.2897,0.3011,False
0.6,-0.45,7,0.5,0.2993,0.303,0.3011,False
0.15,-0.6,5,0.2,0.2343,0.3681,0.3012,False
0.05,-0.5,6,0.45,0.2269,0.3755,0.3012,False
0.6,-0.45,7,0.35,0.2969,0.3056,0.3012,False
0.05,-0.5,6,0.35,0.2252,0.3772,0.3012,False
0.4,-0.6,5,0.15,0.2665,0.3359,0.3012,False
0.4,-0.55,6,0.1,0.2617,0.3408,0.3013,False
0.6,-0.45,5,0.15,0.3075,0.295,0.3013,False
0.55,-0.5,5,0.1,0.2953,0.3073,0.3013,False
0.2,-0.5,7,0.05,0.2328,0.37,0.3014,False
0.05,-0.55,5,0.15,0.2253,0.3775,0.3014,False
0.55,-0.5,6,0.55,0.2948,0.3079,0.3014,False
0.55,-0.5,6,0.3,0.2907,0.3121,0.3014,False
0.25,-0.55,6,0.05,0.2414,0.3617,0.3015,False
0.65,-0.4,5,0.45,0.3242,0.2788,0.3015,False
0.6,-0.45,6,0.25,0.3022,0.3009,0.3015,False
0.65,-0.4,5,0.4,0.3234,0.2797,0.3015,False
0.5,-0.5,7,0.15,0.2743,0.3289,0.3016,False
0.65,-0.4,3,0.1,0.3312,0.2719,0.3016,False
0.65,-0.45,3,0.25,0.3306,0.2727,0.3017,False
0.65,-0.4,5,0.5,0.3252,0.2781,0.3017,False
0.05,-0.5,6,0.5,0.2284,0.3751,0.3017,False
0.6,-0.45,7,0.55,0.3008,0.3027,0.3017,False
0.05,-0.5,6,0.3,0.2249,0.3784,0.3017,False
0.35,-0.6,5,0.05,0.2588,0.3446,0.3017,False
0.05,-0.45,7,0.2,0.2222,0.3812,0.3017,False
0.65,-0.35,5,0.1,0.3234,0.2801,0.3018,False
0.65,-0.35,6,0.1,0.3179,0.2859,0.3019,False
0.6,-0.45,7,0.3,0.2967,0.307,0.3019,False
0.45,-0.6,5,0.4,0.2782,0.3258,0.302,False
0.65,-0.4,7,0.45,0.3123,0.2917,0.302,False
0.45,-0.6,5,0.45,0.279,0.325,0.302,False
0.65,-0.4,5,0.35,0.3229,0.281,0.302,False
0.15,-0.55,6,0.4,0.2346,0.3694,0.302,False
0.65,-0.4,7,0.4,0.3115,0.2926,0.3021,False
0.15,-0.5,7,0.2,0.2296,0.3746,0.3021,False
0.15,-0.55,6,0.35,0.234,0.3703,0.3022,False
0.15,-0.55,6,0.45,0.2356,0.3687,0.3022,False
0.6,-0.55,3,0.15,0.3164,0.2879,0.3022,False
0.65,-0.4,4,0.2,0.3272,0.2772,0.3022,False
0.65,-0.4,5,0.55,0.3265,0.2779,0.3022,False
0.5,-0.6,4,0.1,0.2898,0.3146,0.3022,False
0.45,-0.6,5,0.35,0.2776,0.3269,0.3022,False
0.45,-0.6,5,0.5,0.2802,0.3244,0.3023,False
0.65,-0.4,7,0.5,0.3134,0.2911,0.3023,False
0.45,-0.55,6,0.2,0.2711,0.3334,0.3023,False
0.55,-0.5,6,0.25,0.2908,0.3139,0.3023,False
0.6,-0.5,4,0.2,0.3128,0.2919,0.3024,False
0.65,-0.35,4,0.05,0.3289,0.276,0.3024,False
0.65,-0.4,7,0.35,0.311,0.2938,0.3024,False
0.55,-0.55,4,0.1,0.3007,0.3043,0.3025,False
0.05,-0.5,6,0.25,0.2251,0.3798,0.3025,False
0.2,-0.6,5,0.05,0.24,0.365,0.3025,False
0.65,-0.4,6,0.45,0.3188,0.2864,0.3026,False
0.05,-0.5,6,0.55,0.2303,0.3749,0.3026,False
0.15,-0.55,6,0.3,0.2337,0.3716,0.3026,False
0.15,-0.55,6,0.5,0.2371,0.3682,0.3026,False
0.15,-0.6,5,0.15,0.2353,0.3701,0.3027,False
0.65,-0.4,6,0.4,0.318,0.2873,0.3027,False
0.65,-0.4,5,0.3,0.3228,0.2826,0.3027,False
0.2,-0.55,6,0.1,0.237,0.3683,0.3027,False
0.6,-0.45,6,0.2,0.3027,0.303,0.3028,False
0.65,-0.35,7,0.05,0.3127,0.2929,0.3028,False
0.65,-0.4,7,0.55,0.3148,0.2909,0.3028,False
0.65,-0.4,6,0.5,0.3199,0.2858,0.3028,False
0.45,-0.6,5,0.3,0.2774,0.3282,0.3028,False
0.6,-0.45,7,0.25,0.2968,0.3088,0.3028,False
0.4,-0.6,5,0.1,0.2677,0.3383,0.303,False
0.5,-0.55,5,0.1,0.2857,0.3204,0.303,False
0.45,-0.6,5,0.55,0.2818,0.3242,0.303,False
0.65,-0.45,3,0.2,0.331,0.275,0.303,False
0.65,-0.4,7,0.3,0.3109,0.2954,0.3031,False
0.65,-0.4,6,0.35,0.3176,0.2885,0.3031,False
0.6,-0.45,5,0.1,0.3086,0.2978,0.3032,False
0.05,-0.55,5,0.1,0.2267,0.3797,0.3032,False
0.05,-0.45,7,0.15,0.2232,0.3831,0.3032,False
0.65,-0.4,6,0.55,0.3212,0.2856,0.3034,False
0.35,-0.55,7,0.4,0.2544,0.3524,0.3034,False
0.4,-0.55,6,0.05,0.2633,0.3435,0.3034,False
0.35,-0.55,7,0.45,0.2554,0.3516,0.3035,False
0.5,-0.5,7,0.1,0.2755,0.3314,0.3035,False
0.55,-0.5,5,0.05,0.2967,0.3103,0.3035,False
0.15,-0.55,6,0.25,0.2339,0.373,0.3035,False
0.15,-0.55,6,0.55,0.2389,0.368,0.3035,False
0.15,-0.5,7,0.15,0.2306,0.3766,0.3036,False
0.05,-0.5,6,0.2,0.2257,0.3815,0.3036,False
0.35,-0.55,7,0.35,0.2539,0.3534,0.3036,False
0.55,-0.5,6,0.2,0.2913,0.3159,0.3036,False
0.45,-0.6,5,0.25,0.2776,0.3299,0.3037,False
0.65,-0.4,5,0.25,0.3229,0.2845,0.3037,False
0.65,-0.4,6,0.3,0.3174,0.2901,0.3038,False
0.45,-0.55,6,0.15,0.272,0.3356,0.3038,False
0.65,-0.4,3,0.05,0.3325,0.2753,0.3039,False
0.65,-0.4,4,0.15,0.3279,0.2798,0.3039,False
0.35,-0.55,7,0.5,0.2567,0.3511,0.3039,False
0.6,-0.5,4,0.15,0.3135,0.2945,0.304,False
0.65,-0.35,5,0.05,0.3247,0.2834,0.3041,False
0.65,-0.4,7,0.25,0.311,0.2972,0.3041,False
0.6,-0.55,3,0.1,0.3174,0.2908,0.3041,False
0.35,-0.55,7,0.3,0.2536,0.3546,0.3041,False
0.6,-0.45,7,0.2,0.2973,0.3109,0.3041,False
0.65,-0.35,6,0.05,0.3192,0.2891,0.3042,False
0.55,-0.5,7,0.4,0.2878,0.3205,0.3042,False
0.55,-0.5,7,0.45,0.2887,0.3197,0.3042,False
0.3,-0.55,7,0.4,0.2489,0.3597,0.3043,False
0.6,-0.6,3,0.45,0.3204,0.2885,0.3044,False
0.4,-0.55,7,0.4,0.2621,0.3467,0.3044,False
0.3,-0.55,7,0.45,0.2499,0.3589,0.3044,False
0.5,-0.6,4,0.05,0.2912,0.3175,0.3044,False
0.6,-0.45,6,0.15,0.3034,0.3054,0.3044,False
0.3,-0.55,7,0.35,0.2483,0.3606,0.3045,False
0.15,-0.6,5,0.1,0.2367,0.3723,0.3045,False
0.55,-0.5,7,0.35,0.2873,0.3216,0.3045,False
0.4,-0.55,7,0.45,0.2631,0.3459,0.3045,False
0.6,-0.6,3,0.4,0.3196,0.2894,0.3045,False
0.55,-0.5,7,0.5,0.2898,0.3192,0.3045,False
0.4,-0.55,7,0.35,0.2616,0.3477,0.3046,False
0.15,-0.55,6,0.2,0.2345,0.3747,0.3046,False
0.65,-0.45,3,0.15,0.3317,0.2777,0.3047,False
0.35,-0.55,7,0.55,0.2584,0.3509,0.3047,False
0.55,-0.55,4,0.05,0.3021,0.3073,0.3047,False
0.6,-0.6,3,0.5,0.3214,0.2879,0.3047,False
0.65,-0.4,6,0.25,0.3175,0.292,0.3048,False
0.2,-0.55,6,0.05,0.2387,0.3708,0.3048,False
0.1,-0.6,5,0.4,0.2355,0.3741,0.3048,False
0.45,-0.6,5,0.2,0.2781,0.3318,0.3049,False
0.6,-0.6,3,0.35,0.3191,0.2906,0.3049,False
0.3,-0.55,7,0.5,0.2513,0.3585,0.3049,False
0.4,-0.55,7,0.5,0.2644,0.3454,0.3049,False
0.1,-0.6,5,0.45,0.2365,0.3734,0.305,False
0.65,-0.4,5,0.2,0.3233,0.2867,0.305,False
0.35,-0.55,7,0.25,0.2538,0.3562,0.305,False
0.1,-0.6,5,0.35,0.2349,0.3751,0.305,False
0.05,-0.45,7,0.1,0.2247,0.3852,0.305,False
0.3,-0.55,7,0.3,0.2481,0.3619,0.305,False
0.05,-0.5,6,0.15,0.2267,0.3834,0.3051,False
0.55,-0.5,6,0.15,0.2921,0.3182,0.3051,False
0.55,-0.5,7,0.3,0.2871,0.323,0.3051,False
0.55,-0.5,7,0.55,0.2913,0.3189,0.3051,False
0.6,-0.6,3,0.55,0.3228,0.2876,0.3052,False
0.65,-0.5,3,0.45,0.334,0.2765,0.3052,False
0.4,-0.6,5,0.05,0.2693,0.341,0.3052,False
0.4,-0.55,7,0.3,0.2614,0.349,0.3052,False
0.5,-0.55,5,0.05,0.2871,0.3233,0.3052,False
0.65,-0.5,3,0.4,0.3333,0.2774,0.3053,False
0.65,-0.45,4,0.45,0.3303,0.2804,0.3053,False
0.5,-0.55,6,0.4,0.2844,0.3264,0.3054,False
0.5,-0.55,6,0.45,0.2852,0.3256,0.3054,False
0.6,-0.45,5,0.05,0.3099,0.3009,0.3054,False
0.65,-0.5,3,0.5,0.335,0.2758,0.3054,False
0.65,-0.45,4,0.4,0.3295,0.2813,0.3054,False
0.65,-0.4,7,0.2,0.3114,0.2994,0.3054,False
0.15,-0.5,7,0.1,0.232,0.3788,0.3054,False
0.05,-0.55,5,0.05,0.2286,0.3821,0.3054,False
0.65,-0.45,4,0.5,0.3313,0.2798,0.3055,False
0.1,-0.6,5,0.3,0.2346,0.3763,0.3055,False
0.1,-0.6,5,0.5,0.238,0.373,0.3055,False
0.55,-0.55,5,0.4,0.2999,0.3114,0.3056,False
0.4,-0.55,7,0.55,0.266,0.3452,0.3056,False
0.6,-0.6,3,0.3,0.319,0.2922,0.3056,False
0.5,-0.5,7,0.05,0.277,0.3342,0.3056,False
0.55,-0.6,4,0.45,0.3057,0.3056,0.3056,False
0.6,-0.45,7,0.15,0.298,0.3132,0.3056,False
0.3,-0.55,7,0.55,0.253,0.3583,0.3056,False
0.55,-0.55,5,0.45,0.3007,0.3105,0.3056,False
0.45,-0.55,6,0.1,0.2731,0.3381,0.3056,False
0.5,-0.55,6,0.5,0.2864,0.325,0.3057,False
0.55,-0.6,4,0.4,0.3049,0.3064,0.3057,False
0.5,-0.55,6,0.35,0.2839,0.3275,0.3057,False
0.65,-0.5,3,0.35,0.3328,0.2787,0.3057,False
0.6,-0.5,5,0.45,0.3122,0.2995,0.3058,False
0.3,-0.55,7,0.25,0.2483,0.3634,0.3058,False
0.65,-0.4,4,0.1,0.3289,0.2828,0.3058,False
0.65,-0.45,4,0.35,0.3291,0.2826,0.3058,False
0.55,-0.55,5,0.5,0.3018,0.31,0.3059,False
0.6,-0.5,4,0.1,0.3146,0.2973,0.3059,False
0.55,-0.6,4,0.5,0.3068,0.305,0.3059,False
0.65,-0.5,3,0.55,0.3363,0.2756,0.3059,False
0.6,-0.5,5,0.4,0.3114,0.3003,0.3059,False
0.4,-0.55,7,0.25,0.2615,0.3505,0.306,False
0.65,-0.45,4,0.55,0.3326,0.2795,0.306,False
0.55,-0.5,7,0.25,0.2873,0.3247,0.306,False
0.55,-0.55,5,0.35,0.2994,0.3125,0.306,False
0.55,-0.6,4,0.35,0.3044,0.3076,0.306,False
0.15,-0.55,6,0.15,0.2355,0.3767,0.3061,False
0.65,-0.4,6,0.2,0.318,0.2942,0.3061,False
0.6,-0.5,5,0.5,0.3133,0.2989,0.3061,False
0.35,-0.55,7,0.2,0.2543,0.358,0.3062,False
0.6,-0.5,5,0.35,0.3109,0.3015,0.3062,False
0.5,-0.55,6,0.3,0.2837,0.3288,0.3062,False
0.1,-0.6,5,0.25,0.2348,0.3777,0.3063,False
0.6,-0.45,6,0.1,0.3045,0.3081,0.3063,False
0.1,-0.6,5,0.55,0.2398,0.3728,0.3063,False
0.6,-0.55,3,0.05,0.3187,0.294,0.3064,False
0.5,-0.55,6,0.55,0.2879,0.3248,0.3064,False
0.55,-0.55,5,0.55,0.3033,0.3097,0.3065,False
0.65,-0.45,4,0.3,0.3289,0.2841,0.3065,False
0.55,-0.6,4,0.55,0.3082,0.3048,0.3065,False
0.45,-0.6,5,0.15,0.2789,0.334,0.3065,False
0.65,-0.5,3,0.3,0.3327,0.2803,0.3065,False
0.55,-0.55,5,0.3,0.2992,0.3139,0.3066,False
0.6,-0.5,5,0.55,0.3146,0.2986,0.3066,False
0.15,-0.6,5,0.05,0.2385,0.3748,0.3066,False
0.55,-0.6,4,0.3,0.3042,0.3091,0.3066,False
0.6,-0.6,3,0.25,0.3191,0.294,0.3066,False
0.65,-0.45,3,0.1,0.3327,0.2807,0.3067,False
0.65,-0.4,5,0.15,0.324,0.2893,0.3067,False
0.05,-0.5,6,0.1,0.2282,0.3856,0.3069,False
0.6,-0.5,5,0.3,0.3107,0.303,0.3069,False
0.65,-0.4,7,0.15,0.3122,0.3018,0.307,False
0.3,-0.55,7,0.2,0.2488,0.3652,0.307,False
0.55,-0.5,6,0.1,0.2932,0.3208,0.307,False
0.25,-0.55,7,0.4,0.2458,0.3685,0.3071,False
0.5,-0.55,6,0.25,0.2838,0.3305,0.3071,False
0.05,-0.45,7,0.05,0.2265,0.3876,0.3071,False
0.55,-0.5,7,0.2,0.2877,0.3267,0.3072,False
0.45,-0.55,7,0.4,0.2719,0.3426,0.3072,False
0.4,-0.55,7,0.2,0.262,0.3524,0.3072,False
0.25,-0.55,7,0.35,0.2452,0.3694,0.3073,False
0.25,-0.55,7,0.45,0.2468,0.3677,0.3073,False
0.45,-0.55,7,0.45,0.2728,0.3419,0.3073,False
0.1,-0.6,5,0.2,0.2354,0.3794,0.3074,False
0.45,-0.55,7,0.35,0.2713,0.3437,0.3075,False
0.65,-0.45,4,0.25,0.329,0.2861,0.3075,False
0.65,-0.5,3,0.25,0.3328,0.2822,0.3075,False
0.6,-0.45,7,0.1,0.2991,0.3159,0.3075,False
0.15,-0.5,7,0.05,0.2338,0.3812,0.3075,False
0.55,-0.55,5,0.25,0.2994,0.3157,0.3075,False
0.35,-0.55,7,0.15,0.2552,0.36,0.3076,False
0.55,-0.6,4,0.25,0.3043,0.3108,0.3076,False
0.65,-0.4,6,0.15,0.3187,0.2967,0.3077,False
0.1,-0.5,7,0.4,0.2333,0.3821,0.3077,False
0.45,-0.55,6,0.05,0.2747,0.3408,0.3077,False
0.45,-0.55,7,0.5,0.274,0.3414,0.3077,False
0.6,-0.55,4,0.45,0.3182,0.2973,0.3077,False
0.25,-0.55,7,0.5,0.2481,0.3673,0.3077,False
0.1,-0.5,7,0.35,0.2327,0.383,0.3078,False
0.6,-0.5,5,0.25,0.3109,0.3048,0.3078,False
0.25,-0.55,7,0.3,0.245,0.3706,0.3078,False
0.6,-0.55,4,0.4,0.3174,0.2982,0.3078,False
0.15,-0.55,6,0.1,0.2368,0.3789,0.3079,False
0.1,-0.5,7,0.45,0.2343,0.3814,0.3079,False
0.6,-0.6,3,0.2,0.3195,0.2962,0.3079,False
0.6,-0.55,4,0.5,0.3192,0.2967,0.308,False
0.45,-0.55,7,0.3,0.2711,0.345,0.308,False
0.6,-0.5,4,0.05,0.3159,0.3004,0.3081,False
0.6,-0.55,4,0.35,0.3169,0.2993,0.3081,False
0.65,-0.4,4,0.05,0.3302,0.286,0.3081,False
0.45,-0.6,5,0.1,0.2801,0.3365,0.3083,False
0.1,-0.5,7,0.3,0.2324,0.3842,0.3083,False
0.1,-0.5,7,0.5,0.2358,0.381,0.3084,False
0.45,-0.55,7,0.55,0.2756,0.3412,0.3084,False
0.5,-0.55,6,0.2,0.2843,0.3324,0.3084,False
0.3,-0.55,7,0.15,0.2498,0.3672,0.3085,False
0.25,-0.55,7,0.55,0.2499,0.3671,0.3085,False
0.6,-0.45,6,0.05,0.3059,0.3111,0.3085,False
0.6,-0.55,4,0.55,0.3206,0.2965,0.3085,False
0.65,-0.4,5,0.1,0.325,0.2922,0.3086,False
0.35,-0.6,6,0.4,0.263,0.3542,0.3086,False
0.3,-0.6,6,0.4,0.2565,0.3606,0.3086,False
0.25,-0.55,7,0.25,0.2451,0.3721,0.3086,False
0.55,-0.5,7,0.15,0.2885,0.3289,0.3087,False
0.4,-0.55,7,0.15,0.2629,0.3545,0.3087,False
0.3,-0.6,6,0.45,0.2574,0.3599,0.3087,False
0.35,-0.6,6,0.45,0.2639,0.3535,0.3087,False
0.55,-0.55,5,0.2,0.2998,0.3177,0.3088,False
0.6,-0.55,4,0.3,0.3167,0.3009,0.3088,False
0.3,-0.6,6,0.35,0.2559,0.3616,0.3088,False
0.55,-0.6,4,0.2,0.3048,0.3129,0.3088,False
0.65,-0.5,3,0.2,0.3332,0.2845,0.3088,False
0.35,-0.6,6,0.35,0.2624,0.3552,0.3088,False
0.65,-0.4,7,0.1,0.3132,0.3045,0.3089,False
0.45,-0.55,7,0.25,0.2713,0.3466,0.3089,False
0.65,-0.45,4,0.2,0.3294,0.2883,0.3089,False
0.1,-0.6,5,0.15,0.2364,0.3814,0.3089,False
0.5,-0.6,5,0.4,0.2921,0.3258,0.3089,False
0.5,-0.6,5,0.45,0.293,0.325,0.309,False
0.05,-0.5,6,0.05,0.23,0.388,0.309,False
0.65,-0.45,3,0.05,0.334,0.284,0.309,False
0.3,-0.6,6,0.5,0.2587,0.3595,0.3091,False
0.35,-0.6,6,0.5,0.2652,0.353,0.3091,False
0.6,-0.5,5,0.2,0.3113,0.3069,0.3091,False
0.1,-0.5,7,0.25,0.2326,0.3856,0.3091,False
0.55,-0.5,6,0.05,0.2946,0.3237,0.3092,False
0.1,-0.5,7,0.55,0.2376,0.3808,0.3092,False
0.5,-0.6,5,0.35,0.2916,0.3269,0.3092,False
0.5,-0.6,5,0.5,0.2941,0.3244,0.3093,False
0.1,-0.55,6,0.4,0.237,0.3815,0.3093,False
0.3,-0.6,6,0.3,0.2557,0.3629,0.3093,False
0.1,-0.55,6,0.45,0.2381,0.3808,0.3094,False
0.1,-0.55,6,0.35,0.2364,0.3824,0.3094,False
0.35,-0.6,6,0.3,0.2622,0.3565,0.3094,False
0.35,-0.55,7,0.1,0.2565,0.3623,0.3094,False
0.6,-0.6,3,0.15,0.3202,0.2987,0.3095,False
0.65,-0.45,5,0.45,0.327,0.2921,0.3095,False
0.65,-0.4,6,0.1,0.3197,0.2995,0.3096,False
0.65,-0.45,5,0.4,0.3262,0.293,0.3096,False
0.6,-0.45,7,0.05,0.3005,0.3188,0.3097,False
0.35,-0.6,6,0.55,0.2668,0.3528,0.3098,False
0.6,-0.55,4,0.25,0.3169,0.3027,0.3098,False
0.5,-0.6,5,0.3,0.2914,0.3282,0.3098,False
0.65,-0.45,5,0.5,0.328,0.2916,0.3098,False
0.25,-0.55,7,0.2,0.2457,0.3738,0.3098,False
0.3,-0.6,6,0.55,0.2604,0.3593,0.3098,False
0.5,-0.55,6,0.15,0.2851,0.3346,0.3099,False
0.5,-0.6,5,0.55,0.2956,0.3242,0.3099,False
0.1,-0.55,6,0.3,0.2362,0.3836,0.3099,False
0.1,-0.55,6,0.5,0.2395,0.3804,0.3099,False
0.15,-0.55,6,0.05,0.2386,0.3813,0.31,False
0.65,-0.45,5,0.35,0.3258,0.2942,0.31,False
0.3,-0.6,6,0.25,0.2558,0.3644,0.3101,False
0.45,-0.55,7,0.2,0.2718,0.3484,0.3101,False
0.1,-0.5,7,0.2,0.2332,0.3873,0.3102,False
0.35,-0.6,6,0.25,0.2624,0.358,0.3102,False
0.3,-0.55,7,0.1,0.2511,0.3694,0.3102,False
0.65,-0.45,5,0.55,0.3293,0.2913,0.3103,False
0.55,-0.55,5,0.15,0.3006,0.32,0.3103,False
0.55,-0.6,4,0.15,0.3055,0.3152,0.3104,False
0.45,-0.6,5,0.05,0.2815,0.3393,0.3104,False
0.25,-0.6,6,0.4,0.2522,0.3686,0.3104,False
0.55,-0.5,7,0.1,0.2897,0.3314,0.3105,False
0.6,-0.5,6,0.4,0.3081,0.3128,0.3105,False
