domain_number,n_transects,ref_lrr_median_m_yr,diff_marked_median_m_yr,diff_marked_q25_m_yr,diff_marked_q75_m_yr,marked_in_ci_frac,years_needed_ci_median,years_needed_ci_q25,years_needed_ci_q75,stable_entry_ci_median,marked_in_abs_frac,years_needed_abs_median,years_needed_abs_q25,years_needed_abs_q75,stable_entry_abs_median,marked_in_rel_frac,years_needed_rel_median,years_needed_rel_q25,years_needed_rel_q75,stable_entry_rel_median,marked_in_ci3x_frac,years_needed_ci3x_median,years_needed_ci3x_q25,years_needed_ci3x_q75,stable_entry_ci3x_median,marked_in_abs50_frac,years_needed_abs50_median,years_needed_abs50_q25,years_needed_abs50_q75,stable_entry_abs50_median,marked_in_abs100_frac,years_needed_abs100_median,years_needed_abs100_q25,years_needed_abs100_q75,stable_entry_abs100_median,marked_in_overlap_frac,years_needed_overlap_median,years_needed_overlap_q25,years_needed_overlap_q75,stable_entry_overlap_median
11,10,0.7798,-2.7662,-2.8028,-2.7116,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,27.25,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,27.0,27.0,27.0,2022.0
12,10,0.5903,-2.9972,-3.0721,-2.9836,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,27.0,27.0,27.0,2022.0
13,11,0.5372,-2.6985,-2.7844,-2.3345,0.0,29.0,28.0,29.0,2024.0,0.0,28.0,28.0,28.0,2023.0,0.0,29.0,29.0,29.0,2024.0,0.0,27.0,27.0,28.0,2022.0,0.0,27.0,27.0,28.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,28.0,27.5,28.0,2023.0
14,10,1.0596,-2.1999,-2.2346,-2.1053,0.0,29.0,29.0,29.0,2024.0,0.0,29.0,29.0,29.0,2024.0,0.0,29.0,29.0,29.0,2024.0,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,26.0,26.0,27.0,2021.0,0.0,28.0,28.0,28.0,2023.0
15,10,1.288,-1.169,-1.585,-0.6922,0.0,29.0,29.0,29.0,2024.0,0.0,29.0,29.0,29.0,2024.0,0.0,29.0,29.0,29.0,2024.0,0.1,28.0,28.0,28.0,2023.0,0.2,28.0,28.0,28.0,2023.0,0.4,25.5,22.0,26.0,2020.5,0.2,29.0,29.0,29.0,2024.0
16,10,1.0341,0.2558,0.1266,0.3518,0.3,29.0,29.0,29.0,2024.0,0.5,29.0,29.0,29.0,2024.0,0.4,29.0,29.0,29.0,2024.0,1.0,28.0,28.0,28.0,2023.0,1.0,28.0,28.0,28.0,2023.0,1.0,26.0,11.5,26.0,2021.0,1.0,29.0,29.0,29.0,2024.0
17,10,1.3263,-0.0064,-0.0777,0.0181,0.7,29.0,29.0,29.0,2024.0,1.0,28.5,28.0,29.0,2023.5,0.9,28.0,28.0,29.0,2023.0,1.0,27.0,27.0,27.0,2022.0,1.0,27.0,27.0,27.0,2022.0,1.0,25.0,13.0,26.0,2020.0,1.0,28.0,28.0,28.0,2023.0
18,10,1.677,0.0314,0.0133,0.0477,1.0,29.0,28.0,29.0,2024.0,1.0,28.0,28.0,28.0,2023.0,1.0,27.0,27.0,28.0,2022.0,1.0,27.0,27.0,27.0,2022.0,1.0,27.0,27.0,27.0,2022.0,1.0,12.5,11.0,22.75,2007.5,1.0,27.0,27.0,28.0,2022.0
19,10,1.8203,-0.2602,-0.461,-0.0336,0.3,28.0,28.0,28.0,2023.0,0.5,28.0,28.0,28.0,2023.0,0.7,27.0,26.0,27.0,2022.0,0.7,27.0,26.0,27.0,2022.0,0.7,26.0,26.0,27.0,2021.0,1.0,6.0,6.0,11.25,2001.0,0.7,27.0,27.0,27.75,2022.0
20,10,1.1875,-1.3706,-1.6174,-1.1559,0.0,28.0,28.0,28.0,2023.0,0.0,27.5,27.0,28.0,2022.5,0.0,27.5,27.0,28.0,2022.5,0.0,26.0,26.0,27.0,2021.0,0.0,26.0,26.0,26.0,2021.0,0.1,22.0,21.25,22.0,2017.0,0.0,27.0,27.0,27.0,2022.0
21,11,-0.1069,-0.7569,-1.503,-0.1054,0.0909,27.0,27.0,28.0,2022.0,0.1818,27.0,27.0,27.0,2022.0,0.0909,28.0,28.0,28.0,2023.0,0.2727,27.0,26.0,27.0,2022.0,0.2727,26.0,26.0,26.0,2021.0,0.5455,20.0,9.5,22.0,2015.0,0.3636,27.0,27.0,27.0,2022.0
22,10,-0.7746,0.2027,0.115,0.4643,0.4,27.0,27.0,27.75,2022.0,0.6,27.0,27.0,27.0,2022.0,0.4,27.0,27.0,27.0,2022.0,0.7,26.0,26.0,27.0,2021.0,0.8,26.0,26.0,26.0,2021.0,1.0,10.0,9.25,10.0,2005.0,0.8,27.0,27.0,27.0,2022.0
23,10,-1.9158,0.1938,0.0655,0.2727,0.5,28.0,28.0,28.0,2023.0,0.7,28.0,27.25,28.0,2023.0,0.9,27.0,27.0,27.0,2022.0,1.0,27.0,27.0,27.0,2022.0,1.0,27.0,27.0,27.0,2022.0,1.0,26.0,14.0,26.0,2021.0,1.0,27.0,27.0,28.0,2022.0
24,10,-2.269,-0.4772,-0.6615,-0.389,0.1,29.0,29.0,29.0,2024.0,0.1,28.0,28.0,28.0,2023.0,0.5,28.0,28.0,28.0,2023.0,0.6,28.0,28.0,28.0,2023.0,0.5,28.0,28.0,28.0,2023.0,1.0,27.0,27.0,27.0,2022.0,0.8,28.0,28.0,28.0,2023.0
25,10,-2.4882,-0.743,-0.9304,-0.5458,0.0,28.0,28.0,28.75,2023.0,0.0,28.0,28.0,28.0,2023.0,0.2,27.5,27.0,28.0,2022.5,0.3,27.0,27.0,27.0,2022.0,0.2,27.5,27.0,28.0,2022.5,1.0,27.0,26.0,27.0,2022.0,0.4,28.0,28.0,28.0,2023.0
26,10,-1.4267,-0.4109,-0.6132,-0.3132,0.1,28.0,28.0,28.75,2023.0,0.1,28.0,28.0,28.0,2023.0,0.3,28.0,28.0,28.0,2023.0,0.7,27.0,27.0,27.0,2022.0,0.7,27.0,27.0,27.0,2022.0,0.9,26.0,16.25,26.0,2021.0,0.8,28.0,27.25,28.0,2023.0
27,10,-0.0261,2.2381,1.94,2.4613,0.0,26.0,23.5,27.0,2021.0,0.0,22.0,22.0,27.0,2017.0,0.0,28.0,25.5,29.0,2023.0,0.0,21.0,21.0,21.0,2016.0,0.0,21.0,21.0,21.0,2016.0,0.0,20.0,20.0,20.75,2015.0,0.0,21.0,21.0,21.0,2016.0
28,10,1.9224,1.1389,1.0826,1.2001,0.0,27.0,27.0,28.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,22.5,27.0,2022.0,0.0,20.0,19.25,25.75,2015.0,0.0,20.0,19.0,26.75,2015.0,0.0,17.0,16.0,17.0,2012.0,0.0,27.0,21.5,27.0,2022.0
29,10,2.941,0.3829,-0.4925,1.0396,0.0,27.0,27.0,28.0,2022.0,0.2,27.0,27.0,27.0,2022.0,0.4,26.0,26.0,26.0,2021.0,0.2,26.0,26.0,27.0,2021.0,0.2,27.0,26.0,27.0,2022.0,0.6,22.0,16.0,22.0,2017.0,0.4,27.0,27.0,27.0,2022.0
30,10,3.1716,-1.6497,-1.7732,-1.4244,0.0,27.0,26.25,27.0,2022.0,0.0,26.5,26.0,27.0,2021.5,0.0,23.5,21.25,26.0,2018.5,0.0,26.0,23.5,26.0,2021.0,0.0,26.0,21.75,26.0,2021.0,0.0,21.0,20.0,22.0,2016.0,0.0,26.0,24.5,26.0,2021.0
31,11,2.6083,-0.4887,-0.9308,-0.2399,0.0,26.0,22.0,26.0,2021.0,0.2727,22.0,20.5,24.0,2017.0,0.5455,20.0,18.0,21.0,2015.0,0.3636,20.0,19.0,21.0,2015.0,0.5455,20.0,18.0,21.0,2015.0,0.8182,13.0,12.5,15.5,2008.0,0.5455,20.0,18.0,21.0,2015.0
32,10,1.3982,0.4126,0.2013,0.8474,0.2,27.5,27.0,28.0,2022.5,0.3,27.0,26.25,27.0,2022.0,0.4,26.5,26.0,27.0,2021.5,0.6,26.0,26.0,26.0,2021.0,0.6,26.0,26.0,26.0,2021.0,0.9,11.0,9.5,15.0,2006.0,0.6,26.0,26.0,27.0,2021.0
33,11,1.2434,0.6383,-0.0756,0.795,0.0,26.0,26.0,27.0,2021.0,0.0909,26.0,26.0,26.0,2021.0,0.0909,26.0,26.0,26.0,2021.0,0.2727,26.0,23.5,26.0,2021.0,0.2727,26.0,20.0,26.0,2021.0,1.0,15.0,15.0,20.0,2010.0,0.3636,26.0,26.0,26.0,2021.0
34,10,1.8704,-2.0835,-2.411,-1.832,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,26.0,26.0,26.0,2021.0,0.0,26.0,26.0,26.0,2021.0,0.0,22.5,22.0,23.75,2017.5,0.0,26.0,26.0,26.0,2021.0
35,11,0.478,-3.2979,-3.5484,-2.8701,0.0,28.0,27.0,28.0,2023.0,0.0,28.0,27.0,28.0,2023.0,0.0,28.0,27.5,29.0,2023.0,0.0,26.0,26.0,26.0,2021.0,0.0,27.0,26.0,27.0,2022.0,0.0,25.0,25.0,25.0,2020.0,0.0,27.0,26.5,27.0,2022.0
36,10,0.0906,-3.6406,-3.7811,-3.4562,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,29.0,29.0,29.0,2024.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,25.0,25.0,25.0,2020.0,0.0,27.0,27.0,27.0,2022.0
37,11,-0.0692,-2.3405,-2.4576,-2.1492,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,27.5,28.0,2023.0,0.0,29.0,29.0,29.0,2024.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,20.0,18.5,23.5,2015.0,0.0,27.0,27.0,27.0,2022.0
38,10,0.1054,0.6617,-0.0021,0.9316,0.1,27.0,26.25,27.0,2022.0,0.1,26.5,26.0,27.0,2021.5,0.0,29.0,29.0,29.0,2024.0,0.2,26.0,26.0,26.0,2021.0,0.2,26.0,25.25,26.0,2021.0,0.8,13.5,12.0,15.0,2008.5,0.4,26.0,26.0,26.0,2021.0
39,10,0.2126,0.2151,0.1931,0.4381,0.2,27.0,27.0,27.0,2022.0,0.6,26.0,26.0,26.0,2021.0,0.1,27.0,27.0,27.0,2022.0,0.8,26.0,26.0,26.0,2021.0,0.8,25.0,25.0,25.0,2020.0,1.0,11.0,10.25,11.0,2006.0,0.8,26.0,26.0,26.0,2021.0
40,10,0.3018,0.4476,0.3176,0.562,0.2,27.0,27.0,28.0,2022.0,0.2,27.0,22.5,27.0,2022.0,0.2,28.0,27.25,28.0,2023.0,0.3,16.0,16.0,19.0,2011.0,0.6,16.0,12.0,16.0,2011.0,1.0,11.5,11.0,12.0,2006.5,0.8,16.0,12.0,26.75,2011.0
41,10,0.6456,0.9406,0.8723,1.0317,0.0,26.0,26.0,26.75,2021.0,0.0,26.0,26.0,26.0,2021.0,0.0,27.0,26.0,27.0,2022.0,0.0,18.0,18.0,20.25,2013.0,0.0,18.0,18.0,18.75,2013.0,0.7,14.5,14.0,15.75,2009.5,0.0,22.0,18.25,26.0,2017.0
42,10,0.4205,0.8996,0.8082,0.974,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,27.0,27.0,27.0,2022.0,0.0,22.0,22.0,22.0,2017.0,0.0,21.0,21.0,21.0,2016.0,0.9,10.0,8.5,10.75,2005.0,0.0,22.0,22.0,22.0,2017.0
43,10,0.1587,0.5413,0.424,0.7587,0.0,26.0,23.75,27.0,2021.0,0.0,22.0,21.25,26.0,2017.0,0.0,29.0,29.0,29.0,2024.0,0.0,21.0,20.0,21.0,2016.0,0.4,20.5,16.0,21.0,2015.5,0.8,13.5,10.25,15.0,2008.5,0.5,21.0,20.0,21.0,2016.0
44,10,0.0626,1.1128,1.0868,1.1342,0.0,27.0,25.25,27.75,2022.0,0.0,22.0,22.0,22.0,2017.0,0.0,28.5,28.0,29.0,2023.5,0.0,21.0,20.25,21.0,2016.0,0.0,19.0,19.0,21.0,2014.0,0.1,16.0,16.0,16.0,2011.0,0.0,21.0,19.5,21.0,2016.0
45,10,-0.5085,0.9696,0.8802,1.1233,0.0,26.0,25.25,26.0,2021.0,0.0,26.0,21.0,26.0,2021.0,0.0,27.0,26.0,28.0,2022.0,0.0,19.5,18.25,20.0,2014.5,0.0,18.0,18.0,18.0,2013.0,0.5,15.5,15.0,16.0,2010.5,0.0,19.0,18.0,20.0,2014.0
46,10,-1.1076,0.0088,-0.3379,0.3743,0.2,27.0,26.0,27.0,2022.0,0.3,26.0,26.0,26.75,2021.0,0.2,26.0,26.0,27.0,2021.0,0.5,21.0,20.25,26.0,2016.0,0.8,14.0,13.25,17.75,2009.0,1.0,10.5,9.25,11.0,2005.5,0.8,26.0,21.0,26.0,2021.0
47,10,-1.0894,-0.4316,-0.4448,-0.3584,0.0,27.0,26.0,27.0,2022.0,0.1,26.0,26.0,26.0,2021.0,0.0,26.0,26.0,26.75,2021.0,0.3,26.0,24.5,26.0,2021.0,0.8,22.0,22.0,22.0,2017.0,1.0,9.0,9.0,9.0,2004.0,1.0,26.0,26.0,26.0,2021.0
48,10,-0.4056,0.2354,-0.2335,0.7749,0.1,26.0,23.0,26.0,2021.0,0.2,20.0,19.0,21.0,2015.0,0.0,26.5,25.0,27.75,2021.5,0.5,19.5,16.0,20.0,2014.5,0.6,18.5,16.0,19.0,2013.5,0.8,9.5,7.25,14.75,2004.5,0.7,19.0,15.25,20.0,2014.0
49,10,-0.2745,1.823,1.5984,1.9482,0.0,27.0,24.5,27.0,2022.0,0.0,24.5,24.0,25.0,2019.5,0.0,29.0,27.25,29.0,2024.0,0.0,24.0,23.0,24.0,2019.0,0.0,23.0,23.0,24.0,2018.0,0.0,19.5,18.0,21.0,2014.5,0.0,24.0,24.0,24.0,2019.0
50,10,-0.5972,0.415,0.1366,1.0893,0.1,25.0,25.0,26.75,2020.0,0.3,24.5,23.25,25.0,2019.5,0.1,25.5,25.0,26.75,2020.5,0.5,23.0,19.25,24.0,2018.0,0.6,23.0,13.5,23.75,2018.0,0.7,14.5,10.25,21.0,2009.5,0.6,24.0,14.0,24.0,2019.0
51,10,-0.6538,-0.0036,-0.2071,0.3056,0.2,23.0,23.0,23.75,2018.0,0.5,21.5,20.25,23.0,2016.5,0.2,23.0,23.0,24.75,2018.0,0.8,19.0,15.0,20.75,2014.0,0.9,16.0,12.0,20.0,2011.0,1.0,11.0,11.0,11.0,2006.0,0.9,15.5,11.0,20.0,2010.5
52,10,-0.8994,1.2874,1.106,1.4434,0.0,25.0,23.0,27.0,2020.0,0.0,23.0,22.0,23.0,2018.0,0.0,24.0,23.0,24.0,2019.0,0.0,22.0,22.0,22.0,2017.0,0.0,22.0,21.0,22.0,2017.0,0.1,19.0,18.25,19.0,2014.0,0.0,22.0,22.0,22.0,2017.0
53,10,-0.9941,0.4348,0.3854,0.452,0.0,22.0,22.0,22.0,2017.0,0.0,21.0,20.25,21.0,2016.0,0.0,21.0,21.0,21.75,2016.0,0.3,20.0,20.0,20.0,2015.0,0.9,20.0,14.75,20.0,2015.0,1.0,8.0,8.0,8.0,2003.0,0.9,20.0,20.0,20.0,2015.0
54,10,-0.8596,1.026,1.0028,1.2011,0.0,24.0,24.0,24.75,2019.0,0.0,23.0,22.0,23.0,2018.0,0.0,24.0,22.25,24.0,2019.0,0.0,22.0,22.0,22.75,2017.0,0.0,22.0,21.25,22.0,2017.0,0.3,18.0,16.5,20.0,2013.0,0.0,22.0,22.0,23.0,2017.0
55,10,-0.4259,0.8568,0.7855,0.8877,0.0,25.0,25.0,28.0,2020.0,0.0,24.0,23.25,24.0,2019.0,0.0,28.0,25.75,28.0,2023.0,0.0,23.0,22.25,24.0,2018.0,0.0,22.5,21.25,23.0,2017.5,1.0,15.0,12.25,15.0,2010.0,0.0,24.0,22.5,24.0,2019.0
56,11,-0.167,0.6941,0.2404,0.8098,0.0909,28.0,28.0,28.0,2023.0,0.2727,22.0,21.0,23.0,2017.0,0.0,29.0,29.0,29.0,2024.0,0.3636,22.0,20.5,22.0,2017.0,0.3636,21.0,17.5,21.0,2016.0,0.9091,14.0,12.0,15.0,2009.0,0.3636,22.0,21.0,22.0,2017.0
57,10,-0.0023,-0.1978,-0.2324,-0.1508,0.2,27.0,27.0,27.75,2022.0,0.9,18.0,17.0,26.0,2013.0,0.0,29.0,29.0,29.0,2024.0,1.0,12.0,12.0,15.75,2007.0,1.0,12.0,10.25,12.0,2007.0,1.0,7.0,7.0,7.0,2002.0,1.0,7.0,5.0,21.25,2002.0
58,10,0.3309,-0.0769,-0.245,0.0317,0.6,26.0,26.0,27.0,2021.0,0.7,26.0,26.0,26.0,2021.0,0.5,27.0,26.25,27.0,2022.0,1.0,9.0,7.25,17.0,2004.0,1.0,7.0,7.0,8.0,2002.0,1.0,7.0,5.25,7.0,2002.0,1.0,26.0,26.0,26.0,2021.0
59,10,0.2862,0.0101,-0.0164,0.0752,0.8,26.0,26.0,26.0,2021.0,0.8,26.0,26.0,26.0,2021.0,0.6,28.0,28.0,28.0,2023.0,1.0,13.0,11.0,26.0,2008.0,1.0,10.5,10.0,22.25,2005.5,1.0,9.5,9.0,10.0,2004.5,1.0,26.0,26.0,26.0,2021.0
60,10,-0.5512,0.2874,0.1541,0.3048,0.3,26.0,26.0,26.75,2021.0,0.3,26.0,26.0,26.0,2021.0,0.3,27.0,26.0,27.0,2022.0,1.0,20.0,15.0,21.0,2015.0,1.0,15.0,13.5,15.0,2010.0,1.0,11.0,11.0,12.75,2006.0,1.0,21.0,13.5,26.0,2016.0
61,10,-1.3407,0.5247,0.289,0.8054,0.2,26.0,26.0,26.75,2021.0,0.3,21.0,21.0,23.25,2016.0,0.2,21.0,21.0,23.25,2016.0,0.3,20.0,20.0,20.0,2015.0,0.5,20.0,19.0,20.0,2015.0,0.8,13.5,12.25,15.0,2008.5,0.5,20.0,20.0,20.0,2015.0
62,10,-1.536,1.4994,0.6784,1.7089,0.1,27.0,27.0,28.0,2022.0,0.2,21.0,21.0,27.0,2016.0,0.2,21.0,21.0,25.5,2016.0,0.2,21.0,20.0,21.0,2016.0,0.2,20.0,20.0,20.0,2015.0,0.4,17.0,13.5,18.0,2012.0,0.2,21.0,21.0,27.0,2016.0
63,10,-0.8258,-1.1626,-1.6628,-0.6816,0.0,29.0,29.0,29.0,2024.0,0.0,28.0,28.0,28.0,2023.0,0.0,29.0,28.25,29.0,2024.0,0.1,27.0,27.0,27.0,2022.0,0.2,27.0,27.0,27.0,2022.0,0.4,24.0,22.5,25.0,2019.0,0.2,28.0,28.0,28.0,2023.0
64,10,-0.1693,-1.949,-1.9684,-1.8546,0.0,28.0,28.0,28.0,2023.0,0.0,27.5,27.0,28.0,2022.5,0.0,29.0,29.0,29.0,2024.0,0.0,27.0,26.25,27.0,2022.0,0.0,26.0,26.0,26.75,2021.0,0.0,25.0,25.0,25.0,2020.0,0.0,27.0,27.0,27.0,2022.0
65,10,0.394,-2.8653,-3.0862,-2.5192,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,29.0,28.25,29.0,2024.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,27.0,27.0,27.75,2022.0
66,11,2.2156,-3.2498,-3.4015,-3.1909,0.0,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.0,27.0,27.0,28.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,26.0,2021.0,0.0,28.0,27.0,28.0,2023.0
67,10,2.823,-0.662,-1.5102,0.379,0.0,28.0,27.25,28.0,2023.0,0.1,27.5,26.25,28.0,2022.5,0.2,26.0,17.25,26.75,2021.0,0.1,26.5,19.0,27.0,2021.5,0.1,26.0,18.0,27.0,2021.0,0.4,17.0,14.5,19.75,2012.0,0.3,27.0,23.25,27.0,2022.0
68,10,2.3368,2.7968,2.7281,3.0354,0.0,23.0,23.0,23.75,2018.0,0.0,23.0,23.0,23.0,2018.0,0.0,22.0,22.0,22.75,2017.0,0.0,22.0,22.0,22.0,2017.0,0.0,22.0,22.0,22.0,2017.0,0.0,21.0,21.0,21.0,2016.0,0.0,22.0,22.0,22.0,2017.0
69,10,1.4866,2.221,1.7568,2.815,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,23.0,26.0,2021.0,0.0,26.0,22.25,26.0,2021.0,0.0,22.0,20.25,22.0,2017.0,0.0,22.0,20.25,22.0,2017.0,0.0,20.0,18.25,21.0,2015.0,0.0,22.0,22.0,25.0,2017.0
70,10,0.8054,-0.2972,-0.6119,0.2345,0.2,27.0,27.0,27.0,2022.0,0.2,26.0,26.0,26.0,2021.0,0.2,27.0,26.25,27.0,2022.0,0.3,26.0,23.25,26.0,2021.0,0.6,24.0,15.75,24.0,2019.0,1.0,9.0,8.25,14.75,2004.0,0.6,26.0,26.0,26.0,2021.0
71,10,0.6922,-1.1099,-1.2946,-0.8995,0.0,27.0,27.0,27.0,2022.0,0.0,26.0,26.0,27.0,2021.0,0.0,27.0,27.0,27.0,2022.0,0.0,25.0,24.0,26.0,2020.0,0.0,24.0,24.0,25.0,2019.0,0.4,16.5,14.25,18.5,2011.5,0.0,26.0,26.0,26.0,2021.0
72,10,1.0336,-1.7712,-2.1456,-1.6541,0.0,29.0,28.25,29.0,2024.0,0.0,24.5,23.0,26.0,2019.5,0.0,26.0,23.75,27.75,2021.0,0.0,22.0,22.0,23.75,2017.0,0.0,22.0,22.0,23.75,2017.0,0.0,20.0,19.25,20.0,2015.0,0.0,23.0,22.0,24.5,2018.0
73,10,1.0956,-1.5417,-2.1392,-0.8947,0.0,29.0,28.0,29.0,2024.0,0.1,28.0,28.0,28.0,2023.0,0.0,28.0,28.0,28.0,2023.0,0.1,26.5,22.75,27.0,2021.5,0.1,26.0,21.0,27.0,2021.0,0.3,18.0,17.25,19.0,2013.0,0.2,27.0,23.0,27.75,2022.0
74,10,0.4962,1.4577,1.061,1.8208,0.0,29.0,29.0,29.0,2024.0,0.1,26.0,26.0,26.75,2021.0,0.0,29.0,29.0,29.0,2024.0,0.1,25.0,24.25,25.75,2020.0,0.1,24.5,24.0,25.0,2019.5,0.2,21.0,20.25,22.5,2016.0,0.1,26.0,25.0,26.0,2021.0
75,10,-0.9094,0.8601,0.4679,1.4232,0.1,27.0,26.0,27.0,2022.0,0.1,26.0,25.25,27.0,2021.0,0.1,27.0,26.0,27.0,2022.0,0.3,23.5,22.0,26.0,2018.5,0.3,23.0,20.5,26.0,2018.0,0.6,17.0,15.25,20.5,2012.0,0.4,25.5,22.5,26.0,2020.5
