domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
33,GIS 33 mean,GIS 33 mean,forward,1996_2020,0.7546,0.2239,4871,1996_2010,1.6594,0.4972,0.9048,False,False,False,False,False,True,False,2006,2013,18,2006,2013,18,2006,2015,20,2006,2012,17,2006,2013,18,2005,2010,15,2002,2012,17
34,GIS 34 mean,GIS 34 mean,forward,1996_2020,0.9527,0.2383,4299,1996_2010,-0.241,0.5215,-1.1937,False,False,False,False,False,False,False,2017,2017,22,2017,2017,22,2017,2017,22,2015,2015,20,2016,2016,21,2006,2014,19,2006,2015,20
35,GIS 35 mean,GIS 35 mean,forward,1996_2020,-0.2969,0.2625,4782,1996_2010,-2.5954,0.499,-2.2985,False,False,False,False,False,False,False,2019,2019,24,2019,2019,24,2020,2020,25,2004,2017,22,2004,2017,22,2004,2016,21,2003,2017,22
36,GIS 36 mean,GIS 36 mean,forward,1996_2020,-0.9612,0.2458,4438,1996_2010,-3.566,0.5062,-2.6048,False,False,False,False,False,False,False,2002,2019,24,2002,2019,24,2002,2020,25,2001,2016,21,2002,2018,23,2001,2015,20,2001,2018,23
37,GIS 37 mean,GIS 37 mean,forward,1996_2020,-0.9295,0.2123,4819,1996_2010,-2.3897,0.5008,-1.4602,False,False,False,False,False,False,False,2015,2018,23,2014,2014,19,2015,2018,23,2002,2013,18,2002,2013,18,2002,2011,16,2001,2013,18
38,GIS 38 mean,GIS 38 mean,forward,1996_2020,-0.4517,0.2087,4446,1996_2010,0.5367,0.5115,0.9884,False,False,False,False,False,True,False,2015,2015,20,2015,2015,20,2017,2017,22,2001,2012,17,2001,2013,18,2001,2006,11,2000,2011,16
39,GIS 39 mean,GIS 39 mean,forward,1996_2020,-0.2664,0.2026,4401,1996_2010,0.5285,0.463,0.7949,False,False,False,False,False,True,False,2012,2016,21,2012,2015,20,2016,2020,25,2003,2011,16,2003,2011,16,2001,2010,15,2000,2011,16
40,GIS 40 mean,GIS 40 mean,forward,1996_2020,0.1296,0.1861,4495,1996_2010,0.7322,0.4265,0.6026,False,False,False,False,False,True,True,2007,2013,18,2007,2012,17,2013,2020,25,2007,2011,16,2007,2011,16,2002,2006,11,2001,2006,11
41,GIS 41 mean,GIS 41 mean,forward,1996_2020,0.2843,0.2056,4359,1996_2010,1.5574,0.4834,1.2731,False,False,False,False,False,False,False,2018,2018,23,2018,2018,23,2019,2019,24,2006,2014,19,2006,2015,20,2005,2013,18,2005,2015,20
42,GIS 42 mean,GIS 42 mean,forward,1996_2020,0.1032,0.1907,4471,1996_2010,1.2694,0.4213,1.1662,False,False,False,False,False,False,False,2006,2019,24,2006,2019,24,2020,2020,25,2001,2017,22,2001,2017,22,2000,2014,19,2000,2018,23
43,GIS 43 mean,GIS 43 mean,forward,1996_2020,0.0067,0.182,4357,1996_2010,0.8246,0.4138,0.8179,False,False,False,False,False,True,False,2018,2018,23,2017,2017,22,2020,2020,25,2011,2016,21,2016,2016,21,2010,2010,15,2011,2016,21
44,GIS 44 mean,GIS 44 mean,forward,1996_2020,0.1191,0.1817,4459,1996_2010,1.1654,0.4256,1.0463,False,False,False,False,False,False,False,2017,2017,22,2016,2016,21,2017,2020,25,2014,2014,19,2014,2014,19,2011,2011,16,2014,2014,19
45,GIS 45 mean,GIS 45 mean,forward,1996_2020,-0.6915,0.1829,4380,1996_2010,0.503,0.4506,1.1945,False,False,False,False,False,False,False,2017,2017,22,2017,2017,22,2017,2017,22,2015,2015,20,2015,2015,20,2011,2011,16,2015,2015,20
46,GIS 46 mean,GIS 46 mean,forward,1996_2020,-1.4443,0.1815,4509,1996_2010,-1.0157,0.4092,0.4286,False,False,False,True,True,True,True,2005,2017,22,2005,2017,22,2005,2017,22,2001,2016,21,2001,2016,21,2001,2003,8,2000,2016,21
47,GIS 47 mean,GIS 47 mean,forward,1996_2020,-1.4478,0.1767,4432,1996_2010,-1.4373,0.4139,0.0105,True,True,True,True,True,True,True,2007,2014,19,2006,2013,18,2004,2013,18,2004,2004,9,2004,2004,9,2000,2003,8,2000,2000,5
48,GIS 48 mean,GIS 48 mean,forward,1996_2020,-0.5513,0.1842,4558,1996_2010,-0.1098,0.4141,0.4415,False,False,False,True,True,True,True,2000,2018,23,2000,2011,16,2000,2018,23,2000,2010,15,2000,2010,15,2000,2006,11,2000,2010,15
49,GIS 49 mean,GIS 49 mean,forward,1996_2020,-0.1852,0.1956,4495,1996_2010,1.4849,0.4437,1.6701,False,False,False,False,False,False,False,2019,2019,24,2019,2019,24,2020,2020,25,2017,2017,22,2018,2018,23,2013,2013,18,2000,2018,23
50,GIS 50 mean,GIS 50 mean,forward,1996_2020,-0.4751,0.191,4535,1996_2010,-0.0144,0.4322,0.4607,False,False,False,True,True,True,True,2004,2019,24,2003,2019,24,2004,2020,25,2003,2016,21,2003,2016,21,2003,2003,8,2000,2018,23
51,GIS 51 mean,GIS 51 mean,forward,1996_2020,-0.6009,0.2025,4527,1996_2010,-0.5811,0.4848,0.0198,True,True,True,True,True,True,True,2007,2016,21,2007,2015,20,2007,2018,23,2006,2006,11,2007,2013,18,2006,2006,11,2006,2006,11
52,GIS 52 mean,GIS 52 mean,forward,1996_2020,-0.8142,0.2024,4542,1996_2010,0.37,0.447,1.1842,False,False,False,False,False,False,False,2017,2017,22,2017,2017,22,2018,2018,23,2006,2016,21,2006,2016,21,2003,2013,18,2003,2016,21
53,GIS 53 mean,GIS 53 mean,forward,1996_2020,-1.0515,0.1877,4577,1996_2010,-0.5427,0.4115,0.5088,False,False,False,True,False,True,True,2006,2017,22,2006,2016,21,2006,2017,22,2003,2015,20,2004,2015,20,2003,2003,8,2003,2015,20
54,GIS 54 mean,GIS 54 mean,forward,1996_2020,-0.9404,0.1835,4556,1996_2010,0.1929,0.3734,1.1333,False,False,False,False,False,False,False,2002,2019,24,2002,2019,24,2002,2019,24,2002,2017,22,2002,2017,22,2001,2015,20,2000,2017,22
55,GIS 55 mean,GIS 55 mean,forward,1996_2020,-0.4088,0.1899,4564,1996_2010,0.3925,0.4083,0.8013,False,False,False,False,False,True,False,2019,2019,24,2019,2019,24,2020,2020,25,2001,2016,21,2001,2017,22,2000,2008,13,2000,2017,22
56,GIS 56 mean,GIS 56 mean,forward,1996_2020,-0.234,0.1747,4990,1996_2010,0.3569,0.3876,0.5909,False,False,False,False,False,True,False,2001,2018,23,2001,2017,22,2020,2020,25,2001,2016,21,2001,2016,21,2001,2008,13,2000,2016,21
57,GIS 57 mean,GIS 57 mean,forward,1996_2020,-0.2573,0.1878,4582,1996_2010,-0.1908,0.4362,0.0665,True,True,False,True,True,True,True,2002,2018,23,2002,2017,22,2003,2020,25,2002,2002,7,2002,2002,7,2002,2002,7,2000,2000,5
58,GIS 58 mean,GIS 58 mean,forward,1996_2020,-0.0352,0.1767,4511,1996_2010,0.209,0.3958,0.2442,False,True,False,True,True,True,True,2000,2019,24,2000,2017,22,2020,2020,25,2000,2000,5,2000,2000,5,2000,2000,5,2000,2000,5
59,GIS 59 mean,GIS 59 mean,forward,1996_2020,-0.1853,0.1888,4620,1996_2010,0.3098,0.4101,0.4951,False,False,False,True,True,True,True,2017,2017,22,2017,2017,22,2018,2018,23,2006,2016,21,2006,2016,21,2005,2005,10,2005,2016,21
60,GIS 60 mean,GIS 60 mean,forward,1996_2020,-0.8931,0.1916,4494,1996_2010,-0.3109,0.3995,0.5822,False,False,False,False,False,True,True,2018,2018,23,2017,2017,22,2018,2018,23,2011,2016,21,2011,2016,21,2008,2008,13,2010,2016,21
61,GIS 61 mean,GIS 61 mean,forward,1996_2020,-1.4899,0.1857,4608,1996_2010,-0.736,0.4022,0.7539,False,False,False,False,False,True,False,2017,2017,22,2016,2016,21,2016,2016,21,2015,2015,20,2015,2015,20,2010,2010,15,2016,2016,21
62,GIS 62 mean,GIS 62 mean,forward,1996_2020,-1.7776,0.1867,4427,1996_2010,-0.3685,0.4001,1.4091,False,False,False,False,False,False,False,2016,2016,21,2016,2016,21,2016,2016,21,2015,2015,20,2015,2015,20,2011,2011,16,2015,2015,20
63,GIS 63 mean,GIS 63 mean,forward,1996_2020,-1.7013,0.1824,4551,1996_2010,-2.022,0.3926,-0.3207,False,False,True,True,True,True,True,2019,2019,24,2009,2017,22,2009,2017,22,2008,2014,19,2008,2015,20,2007,2007,12,2000,2016,21
64,GIS 64 mean,GIS 64 mean,forward,1996_2020,-1.0916,0.188,4370,1996_2010,-2.0741,0.3935,-0.9825,False,False,False,False,False,True,False,2004,2019,24,2004,2019,24,2004,2019,24,2002,2016,21,2002,2016,21,2002,2013,18,2000,2017,22
65,GIS 65 mean,GIS 65 mean,forward,1996_2020,-0.6644,0.1982,4523,1996_2010,-2.2987,0.4003,-1.6343,False,False,False,False,False,False,False,2018,2018,23,2017,2017,22,2019,2019,24,2016,2016,21,2016,2016,21,2014,2014,19,2016,2016,21
66,GIS 66 mean,GIS 66 mean,forward,1996_2020,0.9385,0.2111,4812,1996_2010,-1.0717,0.4185,-2.0102,False,False,False,False,False,False,False,2018,2018,23,2018,2018,23,2019,2019,24,2016,2016,21,2016,2016,21,2014,2014,19,2016,2016,21
67,GIS 67 mean,GIS 67 mean,forward,1996_2020,2.2146,0.2083,4481,1996_2010,2.2099,0.4881,-0.0047,True,True,True,True,True,True,True,2007,2013,18,2007,2012,17,2007,2007,12,2007,2007,12,2007,2007,12,2007,2007,12,2007,2007,12
68,GIS 68 mean,GIS 68 mean,forward,1996_2020,2.244,0.257,4432,1996_2010,5.0645,0.5618,2.8205,False,False,False,False,False,False,False,2018,2018,23,2018,2018,23,2017,2017,22,2005,2017,22,2017,2017,22,2005,2016,21,2002,2017,22
69,GIS 69 mean,GIS 69 mean,forward,1996_2020,1.258,0.2261,4513,1996_2010,3.7861,0.4766,2.5281,False,False,False,False,False,False,False,2003,2018,23,2003,2018,23,2003,2018,23,2000,2017,22,2002,2017,22,2000,2016,21,2000,2017,22
70,GIS 70 mean,GIS 70 mean,forward,1996_2020,0.4393,0.1871,4478,1996_2010,0.6815,0.4484,0.2422,False,True,False,True,True,True,True,2011,2011,16,2010,2010,15,2012,2019,24,2003,2010,15,2004,2010,15,2000,2000,5,2000,2008,13
71,GIS 71 mean,GIS 71 mean,forward,1996_2020,0.2753,0.1863,4716,1996_2010,-0.4396,0.434,-0.7149,False,False,False,False,False,True,False,2004,2019,24,2003,2016,21,2019,2019,24,2003,2012,17,2003,2014,19,2003,2009,14,2003,2012,17
72,GIS 72 mean,GIS 72 mean,forward,1996_2020,0.8358,0.2099,4636,1996_2010,-0.8954,0.47,-1.7312,False,False,False,False,False,False,False,2004,2018,23,2004,2018,23,2004,2018,23,2004,2015,20,2004,2016,21,2003,2014,19,2003,2016,21
73,GIS 73 mean,GIS 73 mean,forward,1996_2020,1.522,0.2187,4682,1996_2010,-0.4177,0.4446,-1.9397,False,False,False,False,False,False,False,2015,2015,20,2015,2015,20,2014,2014,19,2004,2014,19,2004,2014,19,2004,2013,18,2003,2014,19
74,GIS 74 mean,GIS 74 mean,forward,1996_2020,0.786,0.2005,4685,1996_2010,1.7346,0.4128,0.9486,False,False,False,False,False,True,False,2019,2019,24,2019,2019,24,2019,2019,24,2016,2016,21,2016,2016,21,2010,2014,19,2016,2018,23
75,GIS 75 mean,GIS 75 mean,forward,1996_2020,-1.209,0.2182,4718,1996_2010,0.0044,0.4897,1.2134,False,False,False,False,False,False,False,2014,2017,22,2014,2014,19,2014,2014,19,2001,2013,18,2013,2013,18,2000,2011,16,2000,2013,18
76,GIS 76 mean,GIS 76 mean,forward,1996_2020,-2.1905,0.2319,4767,1996_2010,-3.0452,0.4985,-0.8547,False,False,False,False,False,True,False,2018,2018,23,2018,2018,23,2007,2017,22,2006,2017,22,2007,2017,22,2006,2016,21,2006,2017,22
77,GIS 77 mean,GIS 77 mean,forward,1996_2020,-1.38,0.2314,4711,1996_2010,-3.2384,0.4464,-1.8584,False,False,False,False,False,False,False,2016,2018,23,2016,2018,23,2016,2016,21,2015,2015,20,2016,2016,21,2015,2015,20,2015,2015,20
78,GIS 78 mean,GIS 78 mean,forward,1996_2020,-1.3347,0.2373,4732,1996_2010,-2.6585,0.5008,-1.3238,False,False,False,False,False,False,False,2014,2019,24,2014,2019,24,2014,2019,24,2013,2013,18,2013,2013,18,2013,2013,18,2013,2013,18
79,GIS 79 mean,GIS 79 mean,forward,1996_2020,-2.0183,0.1989,4669,1996_2010,-1.7346,0.4695,0.2837,False,False,True,True,True,True,True,2007,2013,18,2007,2011,16,2007,2007,12,2006,2006,11,2007,2007,12,2004,2006,11,2003,2006,11
80,GIS 80 mean,GIS 80 mean,forward,1996_2020,-3.2489,0.2352,4697,1996_2010,-5.4487,0.4809,-2.1998,False,False,False,False,False,False,False,2001,2019,24,2001,2019,24,2000,2017,22,2000,2016,21,2000,2017,22,2000,2016,21,2000,2017,22
81,GIS 81 mean,GIS 81 mean,forward,1996_2020,-2.4035,0.2172,4688,1996_2010,-4.5462,0.441,-2.1427,False,False,False,False,False,False,False,2019,2019,24,2019,2019,24,2017,2017,22,2017,2017,22,2017,2017,22,2016,2016,21,2000,2017,22
82,GIS 82 mean,GIS 82 mean,forward,1996_2020,-1.3085,0.1802,4799,1996_2010,-0.6204,0.4397,0.6881,False,False,False,False,False,True,False,2000,2013,18,2000,2012,17,2000,2012,17,2000,2011,16,2000,2011,16,2000,2004,9,2000,2011,16
83,GIS 83 mean,GIS 83 mean,forward,1996_2020,-2.2521,0.1879,4786,1996_2010,-2.2339,0.4059,0.0182,True,True,True,True,True,True,True,2010,2016,21,2010,2015,20,2001,2014,19,2001,2014,19,2001,2014,19,2000,2008,13,2000,2014,19
84,GIS 84 mean,GIS 84 mean,forward,1996_2020,-1.7932,0.2136,5284,1996_2010,-3.3275,0.424,-1.5343,False,False,False,False,False,False,False,2017,2017,22,2017,2017,22,2016,2016,21,2015,2015,20,2016,2016,21,2015,2015,20,2016,2016,21
85,GIS 85 mean,GIS 85 mean,forward,1996_2020,-1.3853,0.189,5691,1996_2010,-2.7154,0.3858,-1.3301,False,False,False,False,False,False,False,2002,2017,22,2002,2016,21,2002,2016,21,2002,2015,20,2002,2015,20,2002,2014,19,2000,2015,20
86,GIS 86 mean,GIS 86 mean,forward,1996_2020,-0.826,0.1969,5692,1996_2010,-2.4751,0.4146,-1.6491,False,False,False,False,False,False,False,2017,2017,22,2017,2017,22,2017,2017,22,2015,2015,20,2015,2015,20,2014,2014,19,2015,2015,20
87,GIS 87 mean,GIS 87 mean,forward,1996_2020,-0.3928,0.1888,5191,1996_2010,-2.0711,0.4141,-1.6783,False,False,False,False,False,False,False,2017,2017,22,2016,2016,21,2017,2017,22,2015,2015,20,2015,2015,20,2014,2014,19,2015,2015,20
88,GIS 88 mean,GIS 88 mean,forward,1996_2020,0.3142,0.1801,4775,1996_2010,-0.9122,0.4236,-1.2264,False,False,False,False,False,False,False,2016,2016,21,2015,2015,20,2017,2019,24,2014,2014,19,2014,2014,19,2011,2011,16,2014,2014,19
89,GIS 89 mean,GIS 89 mean,forward,1996_2020,0.8741,0.1576,4217,1996_2010,-0.2021,0.3561,-1.0762,False,False,False,False,False,False,False,2016,2016,21,2016,2016,21,2016,2016,21,2015,2015,20,2015,2015,20,2011,2011,16,2000,2015,20
90,GIS 90 mean,GIS 90 mean,forward,1996_2020,0.7552,0.1781,4594,1996_2010,-0.304,0.3748,-1.0592,False,False,False,False,False,False,False,2005,2018,23,2005,2017,22,2005,2018,23,2003,2013,18,2004,2013,18,2002,2011,16,2002,2014,19
