domain_number,coastsat_loess_m_yr,endpoint_raw_m_yr,endpoint_loess_m_yr,model_endpoint_coastsat_m_yr,model_lrr_coastsat_m_yr,resid_lrr_coastsat_vs_coastsat_loess_m_yr,resid_endpoint_coastsat_vs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_endpoint_loess_m_yr,model_endpoint_dunemean3_m_yr,model_lrr_dunemean3_m_yr,resid_lrr_dunemean3_vs_coastsat_loess_m_yr,resid_endpoint_dunemean3_vs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_endpoint_loess_m_yr,model_endpoint_duneraw_m_yr,model_lrr_duneraw_m_yr,resid_lrr_duneraw_vs_coastsat_loess_m_yr,resid_endpoint_duneraw_vs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_endpoint_loess_m_yr
57,0.13436880375781785,-0.532,-0.6679747790325479,0.573672352799414,0.523782960717892,0.38941415696007414,1.105672352799414,1.2416471318319617,0.5736585484684318,0.5237746339959113,0.38940583023809344,1.1056585484684318,1.2416333275009797,0.5736639522978554,0.5237778932407171,0.38940908948289926,1.1056639522978555,1.2416387313304034
58,0.03527969427119935,-0.898,-0.521928798826379,0.478668107537877,0.4539014305095776,0.41862173623837823,1.376668107537877,1.000596906364256,0.4786443387105724,0.4538868345568474,0.41860714028564805,1.3766443387105725,1.0005731375369513,0.4786536441302554,0.4538925480334203,0.4186128537622209,1.3766536441302555,1.0005824429566343
59,-0.12687508061717778,-0.85,-0.3693154524299068,0.3875990166586364,0.3672748623326506,0.4941499429498284,1.2375990166586364,0.7569144690885432,0.3875584784444592,0.3672494983202133,0.4941245789373911,1.237558478444459,0.7568739308743659,0.387574351019014,0.3672594276370695,0.49413450825424726,1.237574351019014,0.7568898034489209
60,-0.36273791093471225,-0.147,-0.298916213390242,0.2720769236944501,0.2582252978368727,0.620963208771585,0.41907692369445004,0.5709931370846921,0.2720084640658179,0.2581816171886147,0.620919528123327,0.41900846406581793,0.5709246774560599,0.2720352734561727,0.2581987186811292,0.6209366296158414,0.41903527345617264,0.5709514868464147
61,-0.6913683102196603,0.958,-0.27017197277610755,0.1989678884262632,0.14155741015852,0.8329257203781802,-0.7590321115737367,0.4691398612023707,0.198853426680476,0.1414828693614898,0.8328511795811501,-0.759146573319524,0.46902539945658356,0.1988982599143907,0.1415120567010239,0.8328803669206841,-0.7591017400856093,0.46907023269049825
62,-1.0576482220484944,0.744,-0.23694791541905896,-0.1046135034833111,-0.0411635871849624,1.016484634863532,-0.8486135034833111,0.13233441193574785,-0.1048029153208907,-0.0412895966391015,1.0163586254093928,-0.8488029153208907,0.13214500009816826,-0.104728706685559,-0.0412402482226923,1.016407973825802,-0.848728706685559,0.13221920873349996
63,-1.3081255650776424,-1.105,-0.24111680378882144,-0.3430955270437802,-0.2069577410606272,1.1011678240170153,0.7619044729562198,-0.10197872325495877,-0.3434055909153488,-0.2071686525572338,1.1009569125204086,0.7615944090846511,-0.10228878712652734,-0.3432840761336462,-0.2070860380651469,1.1010395270124955,0.7617159238663538,-0.10216727234482476
64,-1.401243022990101,-0.47,-0.313840028641182,-0.3064911966269262,-0.3017088800579549,1.0995341429321461,0.16350880337307377,0.007348832014255791,-0.3069931862579064,-0.3020583304354794,1.0991846925546216,0.16300681374209358,0.006846842383275598,-0.3067963846224302,-0.3019214170672555,1.0993216059228454,0.16320361537756978,0.0070436440187517935
65,-1.2986361827611195,-0.353,-0.3585446262931377,-0.317604745553191,-0.4124648397515419,0.8861713430095776,0.035395254446808966,0.0409398807399467,-0.3184085717977203,-0.4130379931554615,0.885598189605658,0.03459142820227967,0.040136054495417406,-0.3180933040977314,-0.4128133691934016,0.8858228135677179,0.03490669590226858,0.040451322195406314
66,-0.8499020126221439,-0.425,-0.27868450595613914,-0.4735027823132571,-0.5792453784784523,0.2706566341436917,-0.04850278231325711,-0.19481827635711796,-0.4747753640401372,-0.5801755755511736,0.2697264370709703,-0.049775364040137215,-0.19609085808399807,-0.4742760022176558,-0.5798108992208869,0.270091113401257,-0.04927600221765582,-0.19559149626151667
67,-0.4990744439252432,-0.51,-0.15943634215157068,-0.7458142450750529,-0.7947564478458928,-0.29568200392064964,-0.2358142450750529,-0.5863779029234822,-0.7478055448455052,-0.7962497509853054,-0.2971753070600622,-0.2378055448455052,-0.5883692026939346,-0.7470237204335197,-0.7956640816760301,-0.2965896377507869,-0.2370237204335197,-0.5875873782819491
68,-0.28996927121508453,0.238,-0.09889475550391634,-1.0084161756414167,-1.0100924005914615,-0.720123129376377,-1.2464161756414167,-0.9095214201375004,-1.0114953048818538,-1.012463058100267,-0.7224937868851824,-1.2494953048818538,-0.9126005493779374,-1.0102856094144954,-1.011532868069975,-0.7215635968548906,-1.2482856094144954,-0.9113908539105791
69,-0.06774900700726172,0.919,-0.059088666471861416,-1.286708098568202,-1.2316379206021295,-1.1638889135948678,-2.205708098568202,-1.2276194320963405,-1.29141050950992,-1.235357272140711,-1.1676082651334492,-2.21041050950992,-1.2323218430380585,-1.289561747472752,-1.233897121569027,-1.1661481145617654,-2.208561747472752,-1.2304730810008906
