year,domain,profile,dune_crest_cell,interior_row0_cell,road_seaward_cell,road_landward_cell,road_center_cell,setback_m,road_width_m,n_road_cells,n_wet_road_cells
1984,10,4,8,9,7,8,7.5,-20.0,20.0,2,0
1984,10,5,8,9,7,8,7.5,-20.0,20.0,2,0
1984,10,6,8,9,7,8,7.5,-20.0,20.0,2,0
1984,10,7,8,9,6,8,7.0,-30.0,30.0,3,0
1984,10,8,8,9,6,8,7.0,-30.0,30.0,3,0
1984,10,9,8,9,6,7,6.5,-30.0,20.0,2,0
1984,10,10,9,10,7,8,7.5,-30.0,20.0,2,0
1984,10,11,9,10,7,8,7.5,-30.0,20.0,2,0
1984,10,12,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,13,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,14,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,15,8,9,6,7,6.5,-30.0,20.0,2,0
1984,10,16,8,9,6,7,6.5,-30.0,20.0,2,0
1984,10,17,9,10,7,8,7.5,-30.0,20.0,2,0
1984,10,18,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,19,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,20,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,21,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,22,8,9,6,7,6.5,-30.0,20.0,2,0
1984,10,23,8,9,6,7,6.5,-30.0,20.0,2,0
1984,10,24,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,25,9,10,6,8,7.0,-40.0,30.0,3,0
1984,10,26,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,27,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,28,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,29,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,30,5,6,5,7,6.0,-10.0,30.0,3,0
1984,10,31,6,7,6,8,7.0,-10.0,30.0,3,0
1984,10,32,6,7,6,7,6.5,-10.0,20.0,2,0
1984,10,33,6,7,6,7,6.5,-10.0,20.0,2,0
1984,10,34,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,35,8,9,5,7,6.0,-40.0,30.0,3,0
1984,10,36,8,9,5,7,6.0,-40.0,30.0,3,0
1984,10,37,8,9,5,7,6.0,-40.0,30.0,3,0
1984,10,38,8,9,5,6,5.5,-40.0,20.0,2,0
1984,10,39,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,40,9,10,6,7,6.5,-40.0,20.0,2,0
1984,10,41,9,10,5,7,6.0,-50.0,30.0,3,0
1984,10,42,9,10,5,7,6.0,-50.0,30.0,3,0
1984,10,43,9,10,5,6,5.5,-50.0,20.0,2,0
1984,10,44,9,10,5,6,5.5,-50.0,20.0,2,0
1984,10,45,8,9,5,6,5.5,-40.0,20.0,2,0
1984,10,46,9,10,5,7,6.0,-50.0,30.0,3,0
1984,10,47,9,10,5,7,6.0,-50.0,30.0,3,0
1984,10,48,8,9,5,6,5.5,-40.0,20.0,2,0
1984,10,49,8,9,5,6,5.5,-40.0,20.0,2,0
1984,11,0,7,8,3,5,4.0,-50.0,30.0,3,0
1984,11,1,7,8,3,4,3.5,-50.0,20.0,2,0
1984,11,2,7,8,3,4,3.5,-50.0,20.0,2,0
1984,11,3,7,8,2,4,3.0,-60.0,30.0,3,0
1984,11,4,7,8,2,4,3.0,-60.0,30.0,3,0
1984,11,5,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,6,7,8,2,4,3.0,-60.0,30.0,3,0
1984,11,7,7,8,2,4,3.0,-60.0,30.0,3,0
1984,11,8,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,9,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,10,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,11,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,12,6,7,1,2,1.5,-60.0,20.0,2,0
1984,11,13,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,14,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,15,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,16,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,17,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,18,7,8,0,2,1.0,-80.0,30.0,3,0
1984,11,19,7,8,0,2,1.0,-80.0,30.0,3,0
1984,11,20,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,21,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,22,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,23,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,24,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,25,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,26,7,8,1,3,2.0,-70.0,30.0,3,1
1984,11,27,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,28,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,29,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,30,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,31,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,32,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,33,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,34,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,35,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,36,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,37,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,38,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,39,7,8,1,2,1.5,-70.0,20.0,2,0
1984,11,40,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,41,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,42,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,43,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,44,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,45,7,8,1,3,2.0,-70.0,30.0,3,0
1984,11,46,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,47,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,48,7,8,2,3,2.5,-60.0,20.0,2,0
1984,11,49,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,0,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,1,7,8,1,3,2.0,-70.0,30.0,3,0
1984,12,2,7,8,1,3,2.0,-70.0,30.0,3,0
1984,12,3,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,4,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,5,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,6,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,7,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,8,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,9,7,8,2,4,3.0,-60.0,30.0,3,0
1984,12,10,7,8,2,4,3.0,-60.0,30.0,3,0
1984,12,11,7,8,2,4,3.0,-60.0,30.0,3,0
1984,12,12,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,13,7,8,2,3,2.5,-60.0,20.0,2,0
1984,12,14,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,15,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,16,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,17,7,8,2,4,3.0,-60.0,30.0,3,0
1984,12,18,7,8,2,4,3.0,-60.0,30.0,3,0
1984,12,19,7,8,3,5,4.0,-50.0,30.0,3,0
1984,12,20,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,21,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,22,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,23,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,24,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,25,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,26,7,8,3,5,4.0,-50.0,30.0,3,0
1984,12,27,7,8,3,5,4.0,-50.0,30.0,3,0
1984,12,28,7,8,3,5,4.0,-50.0,30.0,3,0
1984,12,29,7,8,3,4,3.5,-50.0,20.0,2,0
1984,12,30,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,31,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,32,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,33,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,34,7,8,3,5,4.0,-50.0,30.0,3,0
1984,12,35,7,8,3,5,4.0,-50.0,30.0,3,0
1984,12,36,7,8,4,6,5.0,-40.0,30.0,3,0
1984,12,37,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,38,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,39,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,40,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,41,7,8,5,6,5.5,-30.0,20.0,2,0
1984,12,42,7,8,4,6,5.0,-40.0,30.0,3,0
1984,12,43,7,8,4,6,5.0,-40.0,30.0,3,0
1984,12,44,7,8,4,6,5.0,-40.0,30.0,3,0
1984,12,45,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,46,7,8,4,5,4.5,-40.0,20.0,2,0
1984,12,47,7,8,5,6,5.5,-30.0,20.0,2,0
1984,12,48,7,8,5,6,5.5,-30.0,20.0,2,0
1984,12,49,7,8,5,6,5.5,-30.0,20.0,2,0
1984,13,0,8,9,4,5,4.5,-50.0,20.0,2,0
1984,13,1,8,9,4,5,4.5,-50.0,20.0,2,0
1984,13,2,8,9,4,5,4.5,-50.0,20.0,2,0
1984,13,3,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,4,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,5,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,6,8,9,4,6,5.0,-50.0,30.0,3,0
1984,13,7,8,9,4,6,5.0,-50.0,30.0,3,0
1984,13,8,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,9,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,10,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,11,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,12,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,13,8,9,6,7,6.5,-30.0,20.0,2,0
1984,13,14,8,9,5,7,6.0,-40.0,30.0,3,0
1984,13,15,8,9,5,7,6.0,-40.0,30.0,3,0
1984,13,16,8,9,5,7,6.0,-40.0,30.0,3,0
1984,13,17,8,9,5,6,5.5,-40.0,20.0,2,0
1984,13,18,8,9,6,7,6.5,-30.0,20.0,2,0
1984,13,19,8,9,6,7,6.5,-30.0,20.0,2,0
1984,13,20,8,9,6,7,6.5,-30.0,20.0,2,0
1984,13,21,8,9,6,7,6.5,-30.0,20.0,2,0
1984,13,22,6,7,6,8,7.0,-10.0,30.0,3,0
1984,13,23,6,7,6,8,7.0,-10.0,30.0,3,0
1984,13,24,6,7,6,8,7.0,-10.0,30.0,3,0
1984,13,25,8,9,6,7,6.5,-30.0,20.0,2,0
1984,13,26,5,6,6,7,6.5,0.0,20.0,2,0
1984,13,27,6,7,7,8,7.5,0.0,20.0,2,0
1984,13,28,6,7,7,8,7.5,0.0,20.0,2,0
1984,13,29,6,7,7,8,7.5,0.0,20.0,2,0
1984,13,30,6,7,7,8,7.5,0.0,20.0,2,0
1984,13,31,5,6,6,8,7.0,0.0,30.0,3,0
1984,13,32,6,7,7,9,8.0,0.0,30.0,3,0
1984,13,33,6,7,7,8,7.5,0.0,20.0,2,0
1984,13,34,7,8,7,8,7.5,-10.0,20.0,2,0
1984,13,35,7,8,7,8,7.5,-10.0,20.0,2,0
1984,13,36,5,6,7,8,7.5,10.0,20.0,2,0
1984,13,37,6,7,8,9,8.5,10.0,20.0,2,0
1984,13,38,6,7,8,9,8.5,10.0,20.0,2,0
1984,13,39,6,7,7,9,8.0,0.0,30.0,3,0
1984,13,40,5,6,7,9,8.0,10.0,30.0,3,0
1984,13,41,5,6,7,9,8.0,10.0,30.0,3,0
1984,13,42,6,7,8,9,8.5,10.0,20.0,2,0
1984,13,43,6,7,8,9,8.5,10.0,20.0,2,0
1984,13,44,6,7,8,9,8.5,10.0,20.0,2,0
1984,13,45,5,6,8,9,8.5,20.0,20.0,2,0
1984,13,46,5,6,8,9,8.5,20.0,20.0,2,0
1984,13,47,6,7,9,10,9.5,20.0,20.0,2,0
1984,13,48,6,7,8,10,9.0,10.0,30.0,3,0
1984,13,49,6,7,8,10,9.0,10.0,30.0,3,0
1984,14,0,6,7,9,10,9.5,20.0,20.0,2,0
1984,14,1,6,7,9,10,9.5,20.0,20.0,2,0
1984,14,2,6,7,8,10,9.0,10.0,30.0,3,0
1984,14,3,6,7,8,10,9.0,10.0,30.0,3,0
1984,14,4,7,8,9,11,10.0,10.0,30.0,3,0
1984,14,5,7,8,9,10,9.5,10.0,20.0,2,0
1984,14,6,6,7,9,10,9.5,20.0,20.0,2,0
1984,14,7,6,7,9,10,9.5,20.0,20.0,2,0
1984,14,8,7,8,10,11,10.5,20.0,20.0,2,0
1984,14,9,7,8,10,11,10.5,20.0,20.0,2,0
1984,14,10,7,8,9,11,10.0,10.0,30.0,3,0
1984,14,11,6,7,9,11,10.0,20.0,30.0,3,0
1984,14,12,6,7,9,11,10.0,20.0,30.0,3,0
1984,14,13,7,8,10,11,10.5,20.0,20.0,2,0
1984,14,14,7,8,10,11,10.5,20.0,20.0,2,0
1984,14,15,7,8,10,11,10.5,20.0,20.0,2,0
1984,14,16,6,7,10,11,10.5,30.0,20.0,2,0
1984,14,17,7,8,11,12,11.5,30.0,20.0,2,0
1984,14,18,7,8,10,12,11.0,20.0,30.0,3,0
1984,14,19,7,8,10,12,11.0,20.0,30.0,3,0
1984,14,20,7,8,10,11,10.5,20.0,20.0,2,0
1984,14,21,7,8,11,12,11.5,30.0,20.0,2,0
1984,14,22,7,8,11,12,11.5,30.0,20.0,2,0
1984,14,23,7,8,11,12,11.5,30.0,20.0,2,0
1984,14,24,7,8,11,12,11.5,30.0,20.0,2,0
1984,14,25,7,8,10,12,11.0,20.0,30.0,3,0
1984,14,26,8,9,11,13,12.0,20.0,30.0,3,0
1984,14,27,7,8,11,13,12.0,30.0,30.0,3,0
1984,14,28,8,9,11,12,11.5,20.0,20.0,2,0
1984,14,29,6,7,11,12,11.5,40.0,20.0,2,0
1984,14,30,7,8,12,13,12.5,40.0,20.0,2,0
1984,14,31,7,8,12,13,12.5,40.0,20.0,2,0
1984,14,32,7,8,12,13,12.5,40.0,20.0,2,0
1984,14,33,7,8,11,13,12.0,30.0,30.0,3,0
1984,14,34,8,9,12,14,13.0,30.0,30.0,3,0
1984,14,35,8,9,12,14,13.0,30.0,30.0,3,0
1984,14,36,8,9,12,13,12.5,30.0,20.0,2,0
1984,14,37,9,10,12,13,12.5,20.0,20.0,2,0
1984,14,38,9,10,12,13,12.5,20.0,20.0,2,0
1984,14,39,8,9,13,14,13.5,40.0,20.0,2,0
1984,14,40,8,9,13,14,13.5,40.0,20.0,2,0
1984,14,41,9,10,12,14,13.0,20.0,30.0,3,0
1984,14,42,9,10,12,14,13.0,20.0,30.0,3,0
1984,14,43,8,9,13,15,14.0,40.0,30.0,3,0
1984,14,44,8,9,13,14,13.5,40.0,20.0,2,0
1984,14,45,8,9,13,14,13.5,40.0,20.0,2,0
1984,14,46,8,9,13,14,13.5,40.0,20.0,2,0
1984,14,47,9,10,14,15,14.5,40.0,20.0,2,0
1984,14,48,8,9,14,15,14.5,50.0,20.0,2,0
1984,14,49,8,9,13,15,14.0,40.0,30.0,3,0
1984,15,0,9,10,14,16,15.0,40.0,30.0,3,0
1984,15,1,9,10,14,15,14.5,40.0,20.0,2,0
1984,15,2,9,10,14,15,14.5,40.0,20.0,2,0
1984,15,3,9,10,14,15,14.5,40.0,20.0,2,0
1984,15,4,10,11,15,16,15.5,40.0,20.0,2,0
1984,15,5,10,11,15,16,15.5,40.0,20.0,2,0
1984,15,6,10,11,14,16,15.0,30.0,30.0,3,0
1984,15,7,10,11,14,16,15.0,30.0,30.0,3,0
1984,15,8,9,10,14,16,15.0,40.0,30.0,3,0
1984,15,9,10,11,15,16,15.5,40.0,20.0,2,0
1984,15,10,10,11,15,16,15.5,40.0,20.0,2,0
1984,15,11,10,11,15,16,15.5,40.0,20.0,2,0
1984,15,12,10,11,15,16,15.5,40.0,20.0,2,0
1984,15,13,9,10,15,16,15.5,50.0,20.0,2,0
1984,15,14,10,11,15,17,16.0,40.0,30.0,3,0
1984,15,15,10,11,15,17,16.0,40.0,30.0,3,0
1984,15,16,10,11,15,17,16.0,40.0,30.0,3,0
1984,15,17,9,10,15,16,15.5,50.0,20.0,2,0
1984,15,18,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,19,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,20,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,21,9,10,16,17,16.5,60.0,20.0,2,0
1984,15,22,9,10,15,17,16.0,50.0,30.0,3,0
1984,15,23,10,11,16,18,17.0,50.0,30.0,3,0
1984,15,24,10,11,16,18,17.0,50.0,30.0,3,0
1984,15,25,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,26,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,27,9,10,16,17,16.5,60.0,20.0,2,0
1984,15,28,10,11,17,18,17.5,60.0,20.0,2,0
1984,15,29,10,11,16,18,17.0,50.0,30.0,3,0
1984,15,30,9,10,16,18,17.0,60.0,30.0,3,0
1984,15,31,9,10,16,17,16.5,60.0,20.0,2,0
1984,15,32,8,9,16,17,16.5,70.0,20.0,2,0
1984,15,33,9,10,17,18,17.5,70.0,20.0,2,0
1984,15,34,9,10,16,18,17.0,60.0,30.0,3,0
1984,15,35,9,10,16,18,17.0,60.0,30.0,3,0
1984,15,36,9,10,16,17,16.5,60.0,20.0,2,0
1984,15,37,9,10,16,17,16.5,60.0,20.0,2,0
1984,15,38,10,11,16,18,17.0,50.0,30.0,3,0
1984,15,39,10,11,16,18,17.0,50.0,30.0,3,0
1984,15,40,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,41,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,42,10,11,17,18,17.5,60.0,20.0,2,0
1984,15,43,10,11,16,18,17.0,50.0,30.0,3,0
1984,15,44,10,11,16,18,17.0,50.0,30.0,3,0
1984,15,45,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,46,10,11,15,17,16.0,40.0,30.0,3,0
1984,15,47,8,9,16,18,17.0,70.0,30.0,3,0
1984,15,48,10,11,16,17,16.5,50.0,20.0,2,0
1984,15,49,10,11,16,17,16.5,50.0,20.0,2,0
1984,16,0,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,1,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,2,9,10,16,18,17.0,60.0,30.0,3,0
1984,16,3,9,10,16,18,17.0,60.0,30.0,3,0
1984,16,4,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,5,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,6,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,7,9,10,16,18,17.0,60.0,30.0,3,0
1984,16,8,9,10,16,18,17.0,60.0,30.0,3,0
1984,16,9,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,10,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,11,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,12,9,10,16,18,17.0,60.0,30.0,3,0
1984,16,13,9,10,16,18,17.0,60.0,30.0,3,0
1984,16,14,9,10,16,18,17.0,60.0,30.0,3,0
1984,16,15,9,10,16,17,16.5,60.0,20.0,2,0
1984,16,16,8,9,16,17,16.5,70.0,20.0,2,0
1984,16,17,9,10,17,18,17.5,70.0,20.0,2,0
1984,16,18,9,10,17,18,17.5,70.0,20.0,2,0
1984,16,19,9,10,17,18,17.5,70.0,20.0,2,0
1984,16,20,8,9,16,18,17.0,70.0,30.0,3,0
1984,16,21,8,9,16,18,17.0,70.0,30.0,3,0
1984,16,22,9,10,17,18,17.5,70.0,20.0,2,0
1984,16,23,9,10,17,18,17.5,70.0,20.0,2,0
1984,16,24,8,9,17,18,17.5,80.0,20.0,2,0
1984,16,25,8,9,17,18,17.5,80.0,20.0,2,0
1984,16,26,8,9,17,18,17.5,80.0,20.0,2,0
1984,16,27,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,28,9,10,17,19,18.0,70.0,30.0,3,0
1984,16,29,8,9,17,19,18.0,80.0,30.0,3,0
1984,16,30,8,9,17,19,18.0,80.0,30.0,3,0
1984,16,31,8,9,17,18,17.5,80.0,20.0,2,0
1984,16,32,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,33,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,34,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,35,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,36,8,9,17,19,18.0,80.0,30.0,3,0
1984,16,37,9,10,18,20,19.0,80.0,30.0,3,0
1984,16,38,9,10,18,20,19.0,80.0,30.0,3,0
1984,16,39,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,40,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,41,8,9,18,19,18.5,90.0,20.0,2,0
1984,16,42,9,10,19,20,19.5,90.0,20.0,2,0
1984,16,43,9,10,19,20,19.5,90.0,20.0,2,0
1984,16,44,9,10,18,20,19.0,80.0,30.0,3,0
1984,16,45,9,10,18,20,19.0,80.0,30.0,3,0
1984,16,46,9,10,18,19,18.5,80.0,20.0,2,0
1984,16,47,9,10,19,20,19.5,90.0,20.0,2,0
1984,16,48,9,10,19,20,19.5,90.0,20.0,2,0
1984,16,49,9,10,19,20,19.5,90.0,20.0,2,0
1984,17,0,10,11,19,21,20.0,80.0,30.0,3,0
1984,17,1,10,11,19,20,19.5,80.0,20.0,2,0
1984,17,2,10,11,19,20,19.5,80.0,20.0,2,0
1984,17,3,10,11,19,20,19.5,80.0,20.0,2,0
1984,17,4,10,11,19,20,19.5,80.0,20.0,2,0
1984,17,5,11,12,20,21,20.5,80.0,20.0,2,0
1984,17,6,11,12,20,21,20.5,80.0,20.0,2,0
1984,17,7,10,11,19,21,20.0,80.0,30.0,3,0
1984,17,8,10,11,19,21,20.0,80.0,30.0,3,0
1984,17,9,10,11,19,20,19.5,80.0,20.0,2,0
1984,17,10,11,12,20,21,20.5,80.0,20.0,2,0
1984,17,11,11,12,20,21,20.5,80.0,20.0,2,0
1984,17,12,10,11,20,21,20.5,90.0,20.0,2,0
1984,17,13,10,11,20,21,20.5,90.0,20.0,2,0
1984,17,14,10,11,20,21,20.5,90.0,20.0,2,0
1984,17,15,11,12,20,22,21.0,80.0,30.0,3,0
1984,17,16,11,12,20,22,21.0,80.0,30.0,3,0
1984,17,17,11,12,20,21,20.5,80.0,20.0,2,0
1984,17,18,10,11,20,21,20.5,90.0,20.0,2,0
1984,17,19,10,11,20,21,20.5,90.0,20.0,2,0
1984,17,20,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,21,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,22,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,23,10,11,20,22,21.0,90.0,30.0,3,0
1984,17,24,10,11,20,22,21.0,90.0,30.0,3,0
1984,17,25,10,11,20,22,21.0,90.0,30.0,3,0
1984,17,26,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,27,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,28,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,29,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,30,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,31,11,12,21,23,22.0,90.0,30.0,3,0
1984,17,32,11,12,21,23,22.0,90.0,30.0,3,0
1984,17,33,11,12,21,23,22.0,90.0,30.0,3,0
1984,17,34,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,35,11,12,21,22,21.5,90.0,20.0,2,0
1984,17,36,11,12,22,23,22.5,100.0,20.0,2,0
1984,17,37,11,12,22,23,22.5,100.0,20.0,2,0
1984,17,38,11,12,22,23,22.5,100.0,20.0,2,0
1984,17,39,11,12,21,23,22.0,90.0,30.0,3,0
